Participant,Age,TrialN,StimID,StimType,C1.RT,C2.RT,C3.RT,C4.RT,SPILL.RT,CHUNK1,CHUNK2,CHUNK3,CHUNK4,SPILL,CompAcc,Condition,RestrictorType,RestrictorPosition,MENRestr,MAXRestr,MENRestrType,MAXRestrType,Context,ContextRT,LOOK_SEEM,CompRT,has_comp
30,NA,1,64,fill,684.1,505.70000000000005,600.9,451.1,2401.2,I stayed at,the most luxurious,hotel,"in Berlin,",so I really enjoyed it.,1,FILL,FILL,FILL,in Berlin,in Germany,country,city,"I'm just back from a great holiday in Germany. I'm really pleased! According to my friends,",3392.5,NA,1117.5,1
30,NA,2,1,exp,801.2,353.5,394.6,655.5,807.1,Every,beach,looked beautiful,"in Spain,",so I booked straightaway.,1,EXT-MEN,MEN,EXT,in Spain,in the brochure,country,brochure,I was flicking through a holiday brochure to find beautiful beaches to visit in Spain and other countries.,3685.8,looked,1942.6000000000001,1
30,NA,3,71,fill,389.79999999999995,353.4,301,318.40000000000003,477.2,I was staying in,the most modern,appartment block,"in Shanghai,",so it was a lovely time.,1,FILL,FILL,FILL,in Shanghai,in China,country,city,"I've just returned from a well-earned break in China. I was really shocked. According to locals,",9299.099999999999,NA,1036.5,1
30,NA,4,19,exp,842.5,317.59999999999997,329.79999999999995,403.1,527.9000000000001,Every,hike,in China,"looked scenic,",so I knew just where to go.,0,INT-MEN,MEN,INT,in China,on the app,country,app,I was on a travel app researching scenic hikes to enjoy in China and other countries.,3556.9,looked,NA,NQ
30,NA,5,106,fill,688.6999999999999,503.8,424.9,401.3,984.4000000000001,I did,the most difficult,trek,"in Brazil,",so it was a lovely time.,0,FILL,FILL,FILL,in Brazil,in Rio de Janeiro,city,country,"I'm just back from a well-earned break in Rio de Janeiro. I'm really pleased! Apparently,",3103.9,NA,NA,NQ
30,NA,6,35,exp,694.2,383.90000000000003,400.9,409.4,368.09999999999997,Every,palace,in Sweden,"looked opulent,",so I booked straightaway.,0,INT-MEN,MEN,INT,in Sweden,in the blog,country,blog,I was reading a blog to get some ideas for opulent palaces to explore in Sweden and other countries.,4398.7,looked,NA,NQ
30,NA,7,44,exp,368.9,362.4,701.0999999999999,458.5,560.5,Every,sight,seemed picture-perfect,"on the app,",so I had some deciding to do.,0,EXT-MAX,MAX,EXT,in Cairo,on the app,city,app,I was on a travel app researching picture-perfect sights to enjoy in Cairo and other cities.,3641.9,seemed,NA,NQ
30,NA,8,113,fill,400.8,342,334.4,338.1,400.7,I got to explore,the most convoluted,caves,"in Spain,",so it was a lovely time.,0,FILL,FILL,FILL,in Spain,in Tenerife,city,country,"I've just returned from a lovely two-week stay in Tenerife. I was really shocked. Allegedly,",5521.8,NA,NA,NQ
30,NA,9,26,exp,617.4,611.7,522.5,555.1,1417.8999999999999,Every,bar,in the brochure,"seemed lively,",so I didn't know what to do.,0,INT-MAX,MAX,INT,in Prague,in the brochure,city,brochure,I was flicking through a holiday brochure to find lively bars to visit in Prague and other cities.,3127.2000000000003,seemed,NA,NQ
30,NA,10,78,fill,335.9,308.5,309.09999999999997,344.1,362.4,I drank from,the most well-known,fountain,"in Bern,",so it was a lovely time.,0,FILL,FILL,FILL,in Bern,in Switzerland,country,city,"I got home yesterday from a lovely two-week stay in Switzerland. You won't believe it! Apparently,",3383,NA,NA,NQ
30,NA,11,98,fill,884.1999999999999,310.40000000000003,312.59999999999997,468,853.9,I was staying near,the oldest,university,"in The Netherlands,",so I made some nice memories.,0,FILL,FILL,FILL,in The Netherlands,in Utrecht,city,country,"I've just returned from a lovely two-week stay in Utrecht. I was really shocked. Apparently,",1650,NA,NA,NQ
30,NA,12,66,fill,401.4,501.4,442.59999999999997,419.59999999999997,550.6,I got to see,the greenest,park,"in Brussels,",so I made some nice memories.,0,FILL,FILL,FILL,in Brussels,in Belgium,country,city,"I got home yesterday from a well-earned break in Belgium. You won't believe it! Apparently,",4655.4000000000005,NA,NA,NQ
30,NA,13,14,exp,556.9,417.4,378,484.3,469.4,Every,tour,on the app,"seemed relaxing,",so I had some deciding to do.,1,INT-MAX,MAX,INT,in Budapest,on the app,city,app,I was on a travel app researching relaxing tours to enjoy in Budapest and other cities.,3877.3,seemed,2205.8,1
30,NA,14,69,fill,472.5,551.6999999999999,378.3,501.09999999999997,442.7,I was able to take photos of,the rarest,bird,"in Aberdeen,",so I made some nice memories.,0,FILL,FILL,FILL,in Aberdeen,in Scotland,country,city,"I got home yesterday from a great holiday in Scotland. You won't believe it! Allegedly,",4608.4,NA,NA,NQ
30,NA,15,24,exp,393.8,342.6,427.09999999999997,143,238.1,Every,getaway,seemed romantic,"on the app,",so I knew just where to go.,0,EXT-MAX,MAX,EXT,in Amsterdam,on the app,city,app,I was on a travel app researching romantic getaways to enjoy in Amsterdam and other cities.,2616.8999999999996,seemed,NA,NQ
30,NA,16,95,fill,355.9,322.5,307.09999999999997,334.8,1783.6000000000001,I went to,the very first,pub,"in England,",so I made some nice memories.,0,FILL,FILL,FILL,in England,in Lancaster,city,country,"I've just returned from a short vacation in Lancaster. I was really shocked. According to locals,",7000.0999999999995,NA,NA,NQ
30,NA,17,9,exp,377.59999999999997,358.59999999999997,351.3,408.6,500.90000000000003,Every,view,looked breathtaking,"in Japan,",so there was plenty of choice.,0,EXT-MEN,MEN,EXT,in Japan,on the app,country,app,I was on a travel app researching breathtaking views to enjoy in Japan and other countries.,2825.5,looked,NA,NQ
30,NA,18,88,fill,351.6,285.6,317.90000000000003,394.1,633.8000000000001,I got to stay in,the least well-known,area,"in Swansea,",so I made some nice memories.,0,FILL,FILL,FILL,in Swansea,in Wales,country,city,"I'm just back from a lovely two-week stay in Wales. I'm really pleased! According to my friends,",4559.8,NA,NA,NQ
30,NA,19,51,exp,325.29999999999995,356.3,377.2,367.4,625.4,Every,brewery,in Canada,"looked exclusive,",so I knew just where to go.,0,INT-MEN,MEN,INT,in Canada,in the brochure,country,brochure,I was flicking through a holiday brochure to find exclusive breweries to visit in Canada and other countries.,2116.8999999999996,looked,NA,NQ
30,NA,20,82,fill,574.1,486.5,425.3,441.59999999999997,517.5,I swam in,the largest,swimming pool,"in Tokyo,",so I made some nice memories.,1,FILL,FILL,FILL,in Tokyo,in Japan,country,city,"I'm just back from a week-long trip in Japan. I'm really pleased! Apparently,",16797.3,NA,2417,1
30,NA,21,90,fill,585.2,501.6,477.7,500.8,489.20000000000005,I ate,the nicest,cheese,"in Johannesburgh,",so it was a lovely time.,0,FILL,FILL,FILL,in Johannesburgh,in South Africa,country,city,"I got home yesterday from a short vacation in South Africa. You won't believe it! Apparently,",3276.7,NA,NA,NQ
30,NA,22,33,exp,1972.5,667.5,562.3000000000001,556.4,1152.9,Every,zoo,looked responsible,"in Thailand,",so I booked straightaway.,0,EXT-MEN,MEN,EXT,in Thailand,in the vlog,country,vlog,I was watching a vlog for inspiration for responsible zoos to try out in Thailand and other countries.,7324.6,looked,NA,NQ
30,NA,23,108,fill,757.9,437.59999999999997,455.40000000000003,503.29999999999995,476,I ordered,the most alcoholic,cocktail,"in Switzerland,",so I really enjoyed it.,0,FILL,FILL,FILL,in Switzerland,in Zürich,city,country,"I got home yesterday from a lovely two-week stay in Zürich. You won't believe it! According to my friends,",5149.6,NA,NA,NQ
30,NA,24,16,exp,418.3,352.4,394,467.4,510.29999999999995,Every,gallery,seemed high-end,"in the brochure,",so I had some deciding to do.,1,EXT-MAX,MAX,EXT,in Venice,in the brochure,city,brochure,I was flicking through a holiday brochure to find high-end galleries to visit in Venice and other cities.,5954.2,seemed,3735.5,1
30,NA,25,55,exp,488.09999999999997,400.7,385.7,410,634.4,Every,forest,in Austria,"looked sprawling,",so I didn't know what to do.,1,INT-MEN,MEN,INT,in Austria,in the blog,country,blog,I was reading a blog to get some ideas for sprawling forests to explore in Austria and other countries.,3884.3,looked,2171.2,1
30,NA,26,79,fill,337.4,340.4,302.8,303,725.7,I tried,the best,ice-cream,"in Athens,",so I made some nice memories.,1,FILL,FILL,FILL,in Athens,in Greece,country,city,"I'm just back from a great holiday in Greece. I'm really pleased! According to locals,",12770.300000000001,NA,1544.2,1
30,NA,27,104,fill,269.5,222.20000000000002,234.9,304.59999999999997,584.9,I got a room at,the fanciest,boutique hotel,"in Australia,",so I made some nice memories.,1,FILL,FILL,FILL,in Australia,in Perth,city,country,"I've just returned from a great holiday in Perth. I was really shocked. According to my friends,",3216.8,NA,1455.4,1
30,NA,28,117,fill,572,268,292.8,334.4,569,I went to a gig by,the most famous,band,"in Ireland,",so I made some nice memories.,0,FILL,FILL,FILL,in Ireland,in Galway,city,country,"I got home yesterday from a week-long trip in Galway. You won't believe it! Allegedly,",2822.8,NA,NA,NQ
30,NA,29,105,fill,567.2,537.4,510,552.4,472.1,I went down,the fastest,waterslide,"in Sweden,",so I really enjoyed it.,1,FILL,FILL,FILL,in Sweden,in Gothenburg,city,country,"I got home yesterday from a short vacation in Gothenburg. You won't believe it! Allegedly,",4000.4,NA,1522.3,1
30,NA,30,39,exp,635.9,221.4,284.7,734.5,772.2,Every,lake,in Australia,"looked pristine,",so there was plenty of choice.,0,INT-MEN,MEN,INT,in Australia,on the app,country,app,I was on a travel app researching pristine lakes to enjoy in Australia and other countries.,3667.1,looked,NA,NQ
30,NA,31,70,fill,393.8,344.9,434.09999999999997,390.79999999999995,426.4,I ate at,the poshest,restaurant,"in Helsinki,",so I really enjoyed it.,0,FILL,FILL,FILL,in Helsinki,in Finland,country,city,"I'm just back from a short vacation in Finland. I'm really pleased! Apparently,",2532.6,NA,NA,NQ
30,NA,32,40,exp,401.1,401,388.29999999999995,407.1,518.1,Every,garden,seemed colourful,"in the blog,",so there was plenty of choice.,0,EXT-MAX,MAX,EXT,in Zagreb,in the blog,city,blog,I was reading a blog to get some ideas for colourful gardens to explore in Zagreb and other cities.,5866.6,seemed,NA,NQ
30,NA,33,94,fill,450.7,721.5,518,553.6,517.1,I paraglided over,the most beautiful,spot,"in Germany,",so it was a lovely time.,1,FILL,FILL,FILL,in Germany,in Frankfurt,city,country,"I'm just back from a great holiday in Frankfurt. I'm really pleased! Apparently,",2866.2000000000003,NA,2933.7,1
30,NA,34,5,exp,667.4,567.9,543,578.0999999999999,667.8,Every,market,looked exciting,"in Scotland,",so I booked straightaway.,0,EXT-MEN,MEN,EXT,in Scotland,in the blog,country,blog,I was reading a blog to get some ideas for exciting markets to explore in Scotland and other countries.,4386.5999999999995,looked,NA,NQ
30,NA,35,11,exp,333.2,307.7,343.1,653.5,483.5,Every,village,in Slovenia,"looked quaint,",so there was plenty of choice.,0,INT-MEN,MEN,INT,in Slovenia,in the brochure,country,brochure,I was flicking through a holiday brochure to find quaint vilages to visit in Slovenia and other countries.,3820.6000000000004,looked,2951,1
30,NA,36,29,exp,373.2,303.9,467.7,342.8,469.5,Every,shop,looked trendy,"in Hungary,",so I didn't know what to do.,0,EXT-MEN,MEN,EXT,in Hungary,on the app,country,app,I was on a travel app researching trendy shops to enjoy in Hungary and other countries.,7723.4,looked,NA,NQ
30,NA,37,119,fill,367.09999999999997,273.6,287,353.6,468,I got to enjoy,the most remote,hot spring,"in Hungary,",so it was a lovely time.,0,FILL,FILL,FILL,in Hungary,in Debrecen,city,country,"I've just returned from a great holiday in Debrecen. I was really shocked. According to locals,",3800.2,NA,NA,NQ
30,NA,38,116,fill,292,324.6,335.3,361.4,417.6,I was lucky enough to try,the finest,wine,"in Portugal,",so I'm glad I went.,0,FILL,FILL,FILL,in Portugal,in Madeira,city,country,"I've just returned from a well-earned break in Madeira. I was really shocked. According to my friends,",4282.9,NA,NA,NQ
30,NA,39,80,fill,419.9,445.90000000000003,541.8,520.1,535.4,I got to enjoy,the tastiest,curry,"in Bogotá,",so I really enjoyed it.,0,FILL,FILL,FILL,in Bogotá,in Colombia,country,city,"I've just returned from a short vacation in Colombia. I was really shocked. According to my friends,",1951.2,NA,NA,NQ
30,NA,40,15,exp,369.09999999999997,507.1,527.5999999999999,451.29999999999995,508.4,Every,town,in Peru,"looked pretty,",so I had some deciding to do.,0,INT-MEN,MEN,INT,in Peru,in the blog,country,blog,I was reading a blog to get some ideas for pretty towns to explore in Peru and other countries.,3654.1,looked,NA,NQ
30,NA,41,67,fill,452.1,345,338.6,501.09999999999997,379.40000000000003,I saw,the best views,views,"in Vienna,",so I really enjoyed it.,1,FILL,FILL,FILL,in Vienna,in Austria,country,city,"I'm just back from a week-long trip in Austria. I'm really pleased! According to locals,",3270,NA,1953.3,1
30,NA,42,100,fill,434.40000000000003,359.20000000000005,337.2,435.90000000000003,472.1,I arrived during,the best,time for skiing,"in Finland,",so I'm glad I went.,0,FILL,FILL,FILL,in Finland,in Lapland,city,country,"I'm just back from a short vacation in Lapland. I'm really pleased! According to my friends,",3301.2999999999997,NA,NA,NQ
30,NA,43,109,fill,567.6999999999999,325,401.2,367.59999999999997,700.8,I went on,the most scenic,boat trip,"in Greece,",so I'm glad I went.,0,FILL,FILL,FILL,in Greece,in Corfu,city,country,"I'm just back from a great holiday in Corfu. I'm really pleased! Allegedly,",1917.3,NA,NA,NQ
30,NA,44,56,exp,411,375.90000000000003,963.1999999999999,619.9,511.29999999999995,Every,statue,seemed famous,"in the brochure,",so I didn't know what to do.,0,EXT-MAX,MAX,EXT,in New York,in the brochure,city,brochure,I was flicking through a holiday brochure to find famous statues to visit in New York and other cities.,2184.2000000000003,seemed,NA,NQ
30,NA,45,77,fill,440.90000000000003,604.1,301.20000000000005,551.9,517.5,I sunbathed,the longest,beach,"in Mumbai,",so I'm glad I went.,0,FILL,FILL,FILL,in Mumbai,in India,country,city,"I've just returned from a week-long trip in India. I was really shocked. Allegedly,",2683.1,NA,NA,NQ
30,NA,46,73,fill,605.8,450.6,518.7,502.70000000000005,451.7,I got to experience,the heaviest,snow to ever fall,"in Moscow,",so I really enjoyed it.,0,FILL,FILL,FILL,in Moscow,in Russia,country,city,"I'm just back from a lovely two-week stay in Russia. I'm really pleased! Allegedly,",2092.2999999999997,NA,NA,NQ
30,NA,47,18,exp,276.6,322.5,368.3,421.4,511.1,Every,café,in the vlog,"seemed cute,",so I had some deciding to do.,0,INT-MAX,MAX,INT,in Glasgow,in the vlog,city,vlog,I was watching a vlog for inspiration for cute cafés to try out in Glasgow and other cities.,3983.1,seemed,NA,NQ
30,NA,48,41,exp,1121.5,327.1,341.9,661.2,468.9,Every,waterfall,looked gorgeous,"in Slovakia,",so there was plenty of choice.,1,EXT-MEN,MEN,EXT,in Slovakia,in the brochure,country,brochure,I was flicking through a holiday brochure to find gorgeous waterfalls to visit in Slovakia and other countries.,3683.5,looked,3055.2000000000003,1
30,NA,49,102,fill,689.4,640.2,718.5,629.7,534.8000000000001,I got to taste,the most authentic,gelato,"in Canada,",so I really enjoyed it.,0,FILL,FILL,FILL,in Canada,in Ottawa,city,country,"I got home yesterday from a week-long trip in Ottawa. You won't believe it! Apparently,",1977.7,NA,NA,NQ
30,NA,50,111,fill,600.6,568.1,584.0999999999999,537.2,617.3,I got to experience,the most vibrant,nightlife,"in Thailand,",so I made some nice memories.,0,FILL,FILL,FILL,in Thailand,in Phuket,city,country,"I got home yesterday from a well-earned break in Phuket. You won't believe it! According to locals,",4043.7000000000003,NA,NA,NQ
30,NA,51,58,exp,527.8000000000001,634.6,567.8,492.20000000000005,553.3000000000001,Every,bistro,in the vlog,"seemed popular,",so I didn't know what to do.,0,INT-MAX,MAX,INT,in Leeds,in the vlog,city,vlog,I was watching a vlog for inspiration for popular bistros to try out in Leeds and other cities.,2616.6,seemed,NA,NQ
30,NA,52,81,fill,568,745.3,687.6,650.9000000000001,551.9,I visited,the most ancient,temple,"in Bangkok,",so it was a lovely time.,0,FILL,FILL,FILL,in Bangkok,in Thailand,country,city,"I got home yesterday from a well-earned break in Thailand. You won't believe it! Allegedly,",5037.5,NA,NA,NQ
30,NA,53,60,exp,434.59999999999997,638.7,536.2,422.3,544.8,Every,neighbourhood,seemed bustling,"in the blog,",so I didn't know what to do.,0,EXT-MAX,MAX,EXT,in Tokyo,in the blog,city,blog,I was reading a blog to get some ideas for bustling neighbourhoods to explore in Tokyo and other cities.,9808.3,seemed,2733.6,1
30,NA,54,99,fill,591.4000000000001,667.3,685,600.6,536,I got to look around,the most well-established,museum,"in Scotland,",so I really enjoyed it.,1,FILL,FILL,FILL,in Scotland,in Dundee,city,country,"I got home yesterday from a great holiday in Dundee. You won't believe it! According to locals,",1693.3,NA,1451.1000000000001,1
30,NA,55,43,exp,753.3,801.2,710.5,783.5,561.9,Every,delicacy,in Venezuela,"looked tasty,",so I had some deciding to do.,0,INT-MEN,MEN,INT,in Venezuela,in the vlog,country,vlog,I was watching a vlog for inspiration for tasty delicacies to try out in Venezuela and other countries.,2167.7,looked,NA,NQ
30,NA,56,34,exp,588,567.9,575.0999999999999,583.2,589.9,Every,excursion,on the app,"seemed unique,",so I booked straightaway.,0,INT-MAX,MAX,INT,in Bucharest,on the app,city,app,I was on a travel app researching unique excursions to enjoy in Bucharest and other cities.,3616.7,seemed,NA,NQ
30,NA,57,63,fill,633.5,590,501.8,484.59999999999997,569.6,I ate,the most expensive,pizza,"in Rome,",so I made some nice memories.,0,FILL,FILL,FILL,in Rome,in Italy,country,city,"I got home yesterday from a lovely two-week stay in Italy. You won't believe it! According to locals,",1983.7,NA,NA,NQ
30,NA,58,22,exp,672.9000000000001,838.0999999999999,535.3,595,702.3000000000001,Every,cottage,on the website,"seemed charming,",so I knew just where to go.,1,INT-MAX,MAX,INT,in Durham,on the website,city,website,I was on a website trying to find charming cottages to stay at in Durham and other cities.,2384.3999999999996,seemed,2867.6,1
30,NA,59,20,exp,785.3,550.9,534.5,554.1,588.7,Every,church,seemed ornate,"in the blog,",so I knew just where to go.,1,EXT-MAX,MAX,EXT,in Belfast,in the blog,city,blog,I was reading a blog to get some ideas for ornate churches to explore in Belfast and other cities.,1243.6000000000001,seemed,2490.6000000000004,1
30,NA,60,68,fill,542,1308.4,510,557.1,534,I rode,the fastest,train,"in Rotterdam,",so I'm glad I went.,0,FILL,FILL,FILL,in Rotterdam,in The Netherlands,country,city,"I've just returned from a lovely two-week stay in The Netherlands. I was really shocked. According to my friends,",3585.9,NA,NA,NQ
30,NA,61,28,exp,609.8,509.1,552.1,459.7,502,Every,eatery,seemed funky,"in the vlog,",so I didn't know what to do.,1,EXT-MAX,MAX,EXT,in Warsaw,in the vlog,city,vlog,I was watching a vlog for inspiration for funky eateries to try out in Warsaw and other cities.,1476.3,seemed,1933.5,1
30,NA,62,53,exp,460.9,505,541,525,550.6999999999999,Every,rollercoaster,looked thrilling,"in Belgium,",so I knew just where to go.,1,EXT-MEN,MEN,EXT,in Belgium,in the vlog,country,vlog,I was watching a vlog for inspiration for thrilling rollercoasters to try out in Belgium and other countries.,4349.9,looked,2021.7,1
30,NA,63,72,fill,684.3000000000001,604.3,663,659.4,788.1,I tried,the spiciest,noodles you can find,"in Vancouver,",so I made some nice memories.,1,FILL,FILL,FILL,in Vancouver,in Canada,country,city,"I got home yesterday from a week-long trip in Canada. You won't believe it! According to my friends,",1650,NA,1235.6000000000001,1
30,NA,64,8,exp,687.6,426.4,617.1999999999999,438.7,501.70000000000005,Every,hotel,seemed luxurious,"in the vlog,",so there was plenty of choice.,0,EXT-MAX,MAX,EXT,in Rome,in the vlog,city,vlog,I was watching a vlog for inspiration for luxurious hotels to try out in Rome and other cities.,1205.7,seemed,NA,NQ
30,NA,65,89,fill,609.9,450,404.5,393.2,408,I had,the finest,seafood,"in Budapest,",so I really enjoyed it.,0,FILL,FILL,FILL,in Budapest,in Hungary,country,city,"I've just returned from a great holiday in Hungary. I was really shocked. Allegedly,",2310.5,NA,NA,NQ
30,NA,66,62,fill,456,593.5,520.4,501.49999999999994,538.6,I experienced,the hottest,day on record,"in Bordeaux,",so it was a lovely time.,0,FILL,FILL,FILL,in Bordeaux,in France,country,city,"I've just returned from a week-long trip in France. I was really shocked. Apparently,",1785,NA,NA,NQ
30,NA,67,13,exp,661.5999999999999,606.3,767.7,578.6,540.8,Every,campsite,looked picturesque,"in Germany,",so I had some deciding to do.,0,EXT-MEN,MEN,EXT,in Germany,in the vlog,country,vlog,I was watching a vlog for inspiration for picturesque campsites to try out in Germany and other countries.,3394.8,looked,NA,NQ
30,NA,68,65,fill,1703,583.6,468.3,516.7,494.2,I'd booked in at,the oldest,B&B,"in York,",so it was a lovely time.,0,FILL,FILL,FILL,in York,in England,country,city,"I've just returned from a short vacation in England. I was really shocked. Allegedly,",5215.9000000000005,NA,NA,NQ
30,NA,69,61,fill,723.4000000000001,721.1999999999999,462,493.70000000000005,452.90000000000003,I climbed,the tallest,building,"in New York,",so I'm glad I went.,0,FILL,FILL,FILL,in New York,in the US,country,city,"I'm just back from a well-earned break in the US. I'm really pleased! Allegedly,",7600.3,NA,NA,NQ
30,NA,70,75,fill,989.1999999999999,910.5,672.9000000000001,634.1,507.70000000000005,I rented,the priciest,car available,"in Stockholm,",so I made some nice memories.,0,FILL,FILL,FILL,in Stockholm,in Sweden,country,city,"I got home yesterday from a short vacation in Sweden. You won't believe it! According to locals,",3086.7,NA,NA,NQ
30,NA,71,6,exp,609.5,556.6,709.6,429.59999999999997,453.5,Every,monument,in the brochure,"seemed interesting,",so I booked straightaway.,1,INT-MAX,MAX,INT,in Edinburgh,in the brochure,city,brochure,I was flicking through a holiday brochure to find interesting monuments to visit in Edinburgh and other cities.,3173.9,seemed,5135.6,1
30,NA,72,54,exp,658.2,508.8,516.9,517.7,661.5,Every,walk,on the app,"seemed easy,",so I knew just where to go.,0,INT-MAX,MAX,INT,in Barcelona,on the app,city,app,I was on a travel app researching easy walks to enjoy in Barcelona and other cities.,1450,seemed,NA,NQ
30,NA,73,4,exp,502.2,583.5,504.2,591.7,501.4,Every,park,seemed nice,"on the app,",so I booked straightaway.,1,EXT-MAX,MAX,EXT,in Newcastle,on the app,city,app,I was on a travel app researching nice parks to enjoy in Newcastle and other cities.,719.6,seemed,1934,1
30,NA,74,97,fill,567.4,517.7,517.7,536.5999999999999,567.1,I visited,the most historical,monument,"in Austria,",so it was a lovely time.,0,FILL,FILL,FILL,in Austria,in Salzburg,city,country,"I'm just back from a week-long trip in Salzburg. I'm really pleased! Allegedly,",1271,NA,NA,NQ
30,NA,75,115,fill,622.7,553.5,640,661.2,602.5,I got to see,the biggest,Mosque minaret,"in Turkey,",so I really enjoyed it.,0,FILL,FILL,FILL,in Turkey,in Antalya,city,country,"I'm just back from a short vacation in Antalya. I'm really pleased! According to locals,",3670.4,NA,NA,NQ
30,NA,76,49,exp,1717.6,673.6999999999999,637.5,620.6,634.4,Every,fountain,looked impressive,"in Turkey,",so I knew just where to go.,1,EXT-MEN,MEN,EXT,in Turkey,on the app,country,app,I was on a travel app researching impressive fountains to enjoy in Turkey and other countries.,1084.3,looked,4425.6,1
30,NA,77,85,fill,656.8000000000001,623.3,602.6,658,555.5,I went up,the newest,skyscraper,"in Istanbul,",so I made some nice memories.,0,FILL,FILL,FILL,in Istanbul,in Turkey,country,city,"I'm just back from a short vacation in Turkey. I'm really pleased! Allegedly,",2376.7999999999997,NA,NA,NQ
30,NA,78,38,exp,753.9,551.2,533.8000000000001,584.8,517.7,Every,pub,in the vlog,"seemed cosy,",so there was plenty of choice.,1,INT-MAX,MAX,INT,in Perth,in the vlog,city,vlog,I was watching a vlog for inspiration for cosy pubs to try out in Perth and other cities.,1369.8,seemed,1816.5,1
30,NA,79,42,exp,517.7,508.29999999999995,543.6999999999999,671.6,566.8,Every,barge,on the website,"seemed spacious,",so there was plenty of choice.,0,INT-MAX,MAX,INT,in Krakow,on the website,city,website,I was on a website trying to find spacious barges to stay at in Krakow and other cities.,1303.5,seemed,NA,NQ
30,NA,80,107,fill,486.5,594.5,634.5,560.3000000000001,635.3,I enjoyed,the cheapest,vegan food,"in India,",so I made some nice memories.,0,FILL,FILL,FILL,in India,in Delhi,city,country,"I've just returned from a week-long trip in Delhi. I was really shocked. According to locals,",2070.6000000000004,NA,NA,NQ
30,NA,81,25,exp,1124,684.6,573.9,550.6999999999999,584.6,Every,river,looked soothing,"in Norway,",so I didn't know what to do.,0,EXT-MEN,MEN,EXT,in Norway,in the blog,country,blog,I was reading a blog to get some ideas for soothing rivers to explore in Norway and other countries.,1061,looked,NA,NQ
30,NA,82,12,exp,691.3000000000001,522.5999999999999,776.6999999999999,607.6,737.1999999999999,Every,B&B,seemed cheap,"on the website,",so there was plenty of choice.,0,EXT-MAX,MAX,EXT,in Cardiff,on the website,city,website,I was on a website trying to find cheap B&Bs to stay at in Cardiff and other cities.,3951.9,seemed,NA,NQ
30,NA,83,31,exp,636.9,673.6,601.7,592.0999999999999,510,Every,bridge,in Argentina,"looked amazing,",so I booked straightaway.,0,INT-MEN,MEN,INT,in Argentina,in the brochure,country,brochure,I was flicking through a holiday brochure to find amazing bridges to visit in Argentina and other countries.,5238.5,looked,NA,NQ
30,NA,84,83,fill,683.4,590.3000000000001,551.6,533.3,501.4,I rode,the biggest,rollercoaster,"in Malaga,",so I really enjoyed it.,1,FILL,FILL,FILL,in Malaga,in Spain,country,city,"I've just returned from a lovely two-week stay in Spain. I was really shocked. According to locals,",2249.8,NA,2002.1,1
30,NA,85,93,fill,1084.3,536,552.4,538.4,551.8,I took,the highest,helicopter ride,"in Italy,",so I'm glad I went.,0,FILL,FILL,FILL,in Italy,in Milan,city,country,"I got home yesterday from a lovely two-week stay in Milan. You won't believe it! Allegedly,",2022.3,NA,NA,NQ
30,NA,86,92,fill,601.1,551.2,456.2,489.9,494.3,I bathed in,the cleanest,sea,"in France,",so I really enjoyed it.,0,FILL,FILL,FILL,in France,in Nice,city,country,"I've just returned from a week-long trip in Nice. I was really shocked. According to my friends,",2776.7,NA,NA,NQ
30,NA,87,47,exp,951.0999999999999,1026.5,602.8,451.1,483.9,Every,chalet,in Denmark,"looked pleasant,",so I had some deciding to do.,1,INT-MEN,MEN,INT,in Denmark,on the website,country,website,I was on a website trying to find pleasant chalets to stay at in Denmark and other countries.,3878,looked,3528,1
30,NA,88,17,exp,451.1,467.6,483.5,384.29999999999995,501.49999999999994,Every,guesthouse,looked old-fashioned,"in France,",so I had some deciding to do.,0,EXT-MEN,MEN,EXT,in France,on the website,country,website,I was on a website trying to find old-fashioned guesthouses to stay at in France and other countries.,6107.4000000000005,looked,NA,NQ
30,NA,89,120,fill,500.70000000000005,509.90000000000003,496,501.09999999999997,450.40000000000003,I took,the most indirect,train journey,"in South Africa,",so I made some nice memories.,0,FILL,FILL,FILL,in South Africa,in Cape Town,city,country,"I got home yesterday from a short vacation in Cape Town. You won't believe it! According to my friends,",2686.6,NA,NA,NQ
30,NA,90,45,exp,538,574,538.2,526.1,435.5,Every,lighthouse,looked magnificent,"in Mexico,",so I had some deciding to do.,0,EXT-MEN,MEN,EXT,in Mexico,in the blog,country,blog,I was reading a blog to get some ideas for magnificent lighthouses to explore in Mexico and other countries.,2400,looked,NA,NQ
30,NA,91,76,fill,621.3,543,601.3,534.6999999999999,562.3000000000001,I visited,the smallest,coffee shop,"in São Paulo,",so I really enjoyed it.,1,FILL,FILL,FILL,in São Paulo,in Brazil,country,city,"I'm just back from a well-earned break in Brazil. I'm really pleased! According to my friends,",1676.8000000000002,NA,1392.1,1
30,NA,92,7,exp,568,570.1,493.9,489.09999999999997,487.3,Every,museum,in Portugal,"looked cool,",so there was plenty of choice.,0,INT-MEN,MEN,INT,in Portugal,on the website,country,website,I was on a website trying to find cool museums to visit in Portugal and other countries.,1389.8999999999999,looked,NA,NQ
30,NA,93,118,fill,520.9,484.4,445.6,484.20000000000005,487.70000000000005,I walked along,the straightest,canal path,"in Wales,",so I really enjoyed it.,0,FILL,FILL,FILL,in Wales,in Bangor,city,country,"I'm just back from a lovely two-week stay in Bangor. I'm really pleased! Apparently,",1871,NA,NA,NQ
