Participant,Age,TrialN,StimID,StimType,C1.RT,C2.RT,C3.RT,C4.RT,SPILL.RT,CHUNK1,CHUNK2,CHUNK3,CHUNK4,SPILL,CompAcc,Condition,RestrictorType,RestrictorPosition,MENRestr,MAXRestr,MENRestrType,MAXRestrType,Context,ContextRT,LOOK_SEEM,CompRT,has_comp
14,29,31,76,fill,413.2,362,196.70000000000002,349.7,24066.7,I visited,the smallest,coffee shop,"in São Paulo,",so I really enjoyed it.,1,FILL,FILL,FILL,in São Paulo,in Brazil,country,city,"I'm just back from a well-earned break in Brazil. I'm really pleased! According to my friends,",4580.9,NA,1742.3999999999999,1
14,29,32,6,exp,346.2,161.6,163.89999999999998,163.6,549.8,Every,monument,seemed interesting,"in the brochure,",so I booked straightaway.,1,EXT-MAX,MAX,EXT,in Edinburgh,in the brochure,city,brochure,I was flicking through a holiday brochure to find interesting monuments to visit in Edinburgh and other cities.,2249.8999999999996,seemed,1861.1,1
14,29,33,71,fill,413.4,434.09999999999997,496.2,402.1,536.5,I was staying in,the most modern,appartment block,"in Shanghai,",so it was a lovely time.,1,FILL,FILL,FILL,in Shanghai,in China,country,city,"I've just returned from a well-earned break in China. I was really shocked. According to locals,",1816.1000000000001,NA,1345.8000000000002,1
14,29,34,12,exp,350.1,184,150,271.7,517.4,Every,B&B,on the website,"seemed cheap,",so there was plenty of choice.,0,INT-MAX,MAX,INT,in Cardiff,on the website,city,website,I was on a website trying to find cheap B&Bs to stay at in Cardiff and other cities.,1370,seemed,NA,NQ
14,29,35,114,fill,933.1,334.5,214,330.79999999999995,614.4,I bought food from,the oldest,market,"Morocco,",so I made some nice memories.,1,FILL,FILL,FILL,Morocco,in Rabat,city,country,"I got home yesterday from a great holiday in Rabat. You won't believe it! Apparently,",133231.30000000002,NA,1462.2,1
14,29,36,101,fill,450.29999999999995,488.3,388.79999999999995,349.5,551.1,I took a boat trip on,the deepest,lake,"in China,",so I made some nice memories.,1,FILL,FILL,FILL,in China,in Beijing,city,country,"I've just returned from a well-earned break in Beijing. I was really shocked. Allegedly,",6598.9000000000005,NA,2045.9,1
14,29,37,5,exp,1920.5,546.6,654.5,682.9,2335.2,Every,market,in Scotland,"looked exciting,",so I booked straightaway.,0,INT-MEN,MEN,INT,in Scotland,in the blog,country,blog,I was reading a blog to get some ideas for exciting markets to explore in Scotland and other countries.,5853.3,looked,NA,NQ
14,29,38,35,exp,216.5,263.5,169.5,380.90000000000003,449.5,Every,palace,looked opulent,"in Sweden,",so I booked straightaway.,0,EXT-MEN,MEN,EXT,in Sweden,in the blog,country,blog,I was reading a blog to get some ideas for opulent palaces to explore in Sweden and other countries.,3429.5,looked,NA,NQ
14,29,39,108,fill,200.2,166.9,783.2,297.59999999999997,481.59999999999997,I ordered,the most alcoholic,cocktail,"in Switzerland,",so I really enjoyed it.,0,FILL,FILL,FILL,in Switzerland,in Zürich,city,country,"I got home yesterday from a lovely two-week stay in Zürich. You won't believe it! According to my friends,",2995.4,NA,NA,NQ
14,29,40,70,fill,434.5,418.3,447.79999999999995,350,585,I ate at,the poshest,restaurant,"in Helsinki,",so I really enjoyed it.,0,FILL,FILL,FILL,in Helsinki,in Finland,country,city,"I'm just back from a short vacation in Finland. I'm really pleased! Apparently,",2625.3,NA,NA,NQ
14,29,41,8,exp,199.7,264.5,146.4,149.79999999999998,529.5,Every,hotel,in the vlog,"seemed luxurious,",so there was plenty of choice.,0,INT-MAX,MAX,INT,in Rome,in the vlog,city,vlog,I was watching a vlog for inspiration for luxurious hotels to try out in Rome and other cities.,2664.4,seemed,NA,NQ
14,29,42,34,exp,291,196.6,147.4,286.2,433.90000000000003,Every,excursion,seemed unique,"on the app,",so I booked straightaway.,0,EXT-MAX,MAX,EXT,in Bucharest,on the app,city,app,I was on a travel app researching unique excursions to enjoy in Bucharest and other cities.,3348.7,seemed,NA,NQ
14,29,43,29,exp,450.79999999999995,197.8,197.4,188.4,747.4,Every,shop,in Hungary,"looked trendy,",so I didn't know what to do.,0,INT-MEN,MEN,INT,in Hungary,on the app,country,app,I was on a travel app researching trendy shops to enjoy in Hungary and other countries.,2378.2000000000003,looked,NA,NQ
14,29,44,81,fill,431.59999999999997,147.4,405.6,314.3,551.5,I visited,the most ancient,temple,"in Bangkok,",so it was a lovely time.,0,FILL,FILL,FILL,in Bangkok,in Thailand,country,city,"I got home yesterday from a well-earned break in Thailand. You won't believe it! Allegedly,",3369.4,NA,NA,NQ
14,29,45,58,exp,271.2,214.10000000000002,140.2,314,531.2,Every,bistro,seemed popular,"in the vlog,",so I didn't know what to do.,0,EXT-MAX,MAX,EXT,in Leeds,in the vlog,city,vlog,I was watching a vlog for inspiration for popular bistros to try out in Leeds and other cities.,19214.2,seemed,NA,NQ
14,29,46,27,exp,471.9,315.90000000000003,206.7,429.70000000000005,5282.2,Every,cabin,looked peaceful,"in Poland,",so I didn't know what to do.,1,EXT-MEN,MEN,EXT,in Poland,on the website,country,website,I was on a website trying to find peaceful cabins to stay at in Poland and other countries.,3631.5,looked,2451.7000000000003,1
14,29,47,117,fill,403.5,531.9000000000001,348.4,350.3,847.1999999999999,I went to a gig by,the most famous,band,"in Ireland,",so I made some nice memories.,0,FILL,FILL,FILL,in Ireland,in Galway,city,country,"I got home yesterday from a week-long trip in Galway. You won't believe it! Allegedly,",14782.3,NA,NA,NQ
14,29,48,85,fill,514.2,421.3,499.90000000000003,550.9,1013.6,I went up,the newest,skyscraper,"in Istanbul,",so I made some nice memories.,0,FILL,FILL,FILL,in Istanbul,in Turkey,country,city,"I'm just back from a short vacation in Turkey. I'm really pleased! Allegedly,",7038.1,NA,NA,NQ
14,29,49,20,exp,415.6,167.1,166,229.7,620.6,Every,church,in the blog,"seemed ornate,",so I knew just where to go.,1,INT-MAX,MAX,INT,in Belfast,in the blog,city,blog,I was reading a blog to get some ideas for ornate churches to explore in Belfast and other cities.,19987.100000000002,seemed,1844.8,1
14,29,50,93,fill,217.4,304.5,188,364,364.3,I took,the highest,helicopter ride,"in Italy,",so I'm glad I went.,0,FILL,FILL,FILL,in Italy,in Milan,city,country,"I got home yesterday from a lovely two-week stay in Milan. You won't believe it! Allegedly,",4385.7,NA,NA,NQ
14,29,51,103,fill,469.9,200.3,413.5,288.3,449,I bought,the most fashionable,jacket,"in Russia,",so it was a lovely time.,1,FILL,FILL,FILL,in Russia,in St. Petersburg,city,country,"I'm just back from a lovely two-week stay in St. Petersburg. I'm really pleased! According to locals,",3910.2999999999997,NA,1665.8999999999999,1
14,29,52,91,fill,406.1,182.10000000000002,382.7,319,551.9,I got to try,the most delicious,spaghetti,"in the US,",so I made some nice memories.,1,FILL,FILL,FILL,in the US,in Chicago,city,country,"I'm just back from a well-earned break in Chicago. I'm really pleased! According to locals,",2399.7000000000003,NA,1313,1
14,29,53,79,fill,423,198,300.70000000000005,399.5,949.5,I tried,the best,ice-cream,"in Athens,",so I made some nice memories.,1,FILL,FILL,FILL,in Athens,in Greece,country,city,"I'm just back from a great holiday in Greece. I'm really pleased! According to locals,",2495.7,NA,1532.1,1
14,29,54,119,fill,226.20000000000002,196.20000000000002,332,349.6,434.7,I got to enjoy,the most remote,hot spring,"in Hungary,",so it was a lovely time.,0,FILL,FILL,FILL,in Hungary,in Debrecen,city,country,"I've just returned from a great holiday in Debrecen. I was really shocked. According to locals,",2146.1,NA,NA,NQ
14,29,55,113,fill,547.1,487.20000000000005,388.1,312.7,482.20000000000005,I got to explore,the most convoluted,caves,"in Spain,",so it was a lovely time.,0,FILL,FILL,FILL,in Spain,in Tenerife,city,country,"I've just returned from a lovely two-week stay in Tenerife. I was really shocked. Allegedly,",6082.200000000001,NA,NA,NQ
14,29,56,94,fill,552.4,465.7,569.6999999999999,330,518.5999999999999,I paraglided over,the most beautiful,spot,"in Germany,",so it was a lovely time.,0,FILL,FILL,FILL,in Germany,in Frankfurt,city,country,"I'm just back from a great holiday in Frankfurt. I'm really pleased! Apparently,",2761.4,NA,2493.7,1
14,29,57,50,exp,366,148.10000000000002,133.89999999999998,196.70000000000002,395.4,Every,temple,seemed fantastic,"in the blog,",so I knew just where to go.,0,EXT-MAX,MAX,EXT,in Sydney,in the blog,city,blog,I was reading a blog to get some ideas for fantastic temples to explore in Sydney and other cities.,3300.3,seemed,NA,NQ
14,29,58,95,fill,380.2,148,380.59999999999997,314.09999999999997,547.2,I went to,the very first,pub,"in England,",so I made some nice memories.,0,FILL,FILL,FILL,in England,in Lancaster,city,country,"I've just returned from a short vacation in Lancaster. I was really shocked. According to locals,",1804.2,NA,NA,NQ
14,29,59,63,fill,330.2,131.39999999999998,396.6,339.6,575.2,I ate,the most expensive,pizza,"in Rome,",so I made some nice memories.,0,FILL,FILL,FILL,in Rome,in Italy,country,city,"I got home yesterday from a lovely two-week stay in Italy. You won't believe it! According to locals,",3431,NA,NA,NQ
14,29,60,73,fill,365.20000000000005,533.2,599.4000000000001,414.8,462.7,I got to experience,the heaviest,snow to ever fall,"in Moscow,",so I really enjoyed it.,0,FILL,FILL,FILL,in Moscow,in Russia,country,city,"I'm just back from a lovely two-week stay in Russia. I'm really pleased! Allegedly,",1602.8,NA,NA,NQ
14,29,61,26,exp,263.2,105.7,196.39999999999998,298.5,519.2,Every,bar,seemed lively,"in the brochure,",so I didn't know what to do.,0,EXT-MAX,MAX,EXT,in Prague,in the brochure,city,brochure,I was flicking through a holiday brochure to find lively bars to visit in Prague and other cities.,2697.6,seemed,NA,NQ
14,29,62,115,fill,367.5,147.29999999999998,446.40000000000003,550.3,414.5,I got to see,the biggest,Mosque minaret,"in Turkey,",so I really enjoyed it.,0,FILL,FILL,FILL,in Turkey,in Antalya,city,country,"I'm just back from a short vacation in Antalya. I'm really pleased! According to locals,",1631.6,NA,NA,NQ
14,29,63,56,exp,473.4,197.5,300.09999999999997,296.59999999999997,603.1,Every,statue,in the brochure,"seemed famous,",so I didn't know what to do.,0,INT-MAX,MAX,INT,in New York,in the brochure,city,brochure,I was flicking through a holiday brochure to find famous statues to visit in New York and other cities.,2315.4,seemed,NA,NQ
14,29,64,99,fill,172.9,564.5,347.7,234.2,342.2,I got to look around,the most well-established,museum,"in Scotland,",so I really enjoyed it.,1,FILL,FILL,FILL,in Scotland,in Dundee,city,country,"I got home yesterday from a great holiday in Dundee. You won't believe it! According to locals,",2497.2,NA,1394.4,1
14,29,65,28,exp,183.9,135.8,135,388.2,496.2,Every,eatery,in the vlog,"seemed funky,",so I didn't know what to do.,1,INT-MAX,MAX,INT,in Warsaw,in the vlog,city,vlog,I was watching a vlog for inspiration for funky eateries to try out in Warsaw and other cities.,2145.1,seemed,1829.9,1
14,29,66,105,fill,346.7,137.3,434.7,330.29999999999995,521.7,I went down,the fastest,waterslide,"in Sweden,",so I really enjoyed it.,1,FILL,FILL,FILL,in Sweden,in Gothenburg,city,country,"I got home yesterday from a short vacation in Gothenburg. You won't believe it! Allegedly,",1745.6000000000001,NA,1310.3,1
14,29,67,45,exp,380.7,146.2,129.8,247.1,345.9,Every,lighthouse,in Mexico,"looked magnificent,",so I had some deciding to do.,0,INT-MEN,MEN,INT,in Mexico,in the blog,country,blog,I was reading a blog to get some ideas for magnificent lighthouses to explore in Mexico and other countries.,2535,looked,NA,NQ
14,29,68,78,fill,352.7,499.59999999999997,302.20000000000005,330.29999999999995,695.6,I drank from,the most well-known,fountain,"in Bern,",so it was a lovely time.,0,FILL,FILL,FILL,in Bern,in Switzerland,country,city,"I got home yesterday from a lovely two-week stay in Switzerland. You won't believe it! Apparently,",1412.8,NA,NA,NQ
14,29,69,84,fill,217.29999999999998,417.2,223.5,329.79999999999995,551.9,I stayed at,the cleanest,hostel,"in Marrakesh,",so I'm glad I went.,0,FILL,FILL,FILL,in Marrakesh,in Morrocco,country,city,"I got home yesterday from a great holiday in Morrocco. You won't believe it! According to my friends,",1503.5,NA,NA,NQ
14,29,70,109,fill,355.8,165.1,133.6,287.5,388.90000000000003,I went on,the most scenic,boat trip,"in Greece,",so I'm glad I went.,0,FILL,FILL,FILL,in Greece,in Corfu,city,country,"I'm just back from a great holiday in Corfu. I'm really pleased! Allegedly,",1303,NA,NA,NQ
14,29,71,46,exp,353.8,163.39999999999998,332.2,246.7,500.29999999999995,Every,theatre,seemed historic,"in the brochure,",so I had some deciding to do.,0,EXT-MAX,MAX,EXT,in Berlin,in the brochure,city,brochure,I was flicking through a holiday brochure to find historic theatres to visit in Berlin and other cities.,2014.3,seemed,NA,NQ
14,29,72,75,fill,365.59999999999997,513.5,63.2,588.6,585.7,I rented,the priciest,car available,"in Stockholm,",so I made some nice memories.,0,FILL,FILL,FILL,in Stockholm,in Sweden,country,city,"I got home yesterday from a short vacation in Sweden. You won't believe it! According to locals,",2604.4,NA,NA,NQ
14,29,73,77,fill,317.59999999999997,362.9,346.9,413.8,481,I sunbathed,the longest,beach,"in Mumbai,",so I'm glad I went.,0,FILL,FILL,FILL,in Mumbai,in India,country,city,"I've just returned from a week-long trip in India. I was really shocked. Allegedly,",2547.5,NA,NA,NQ
14,29,74,61,fill,264.90000000000003,315,354.3,549.5,606.3,I climbed,the tallest,building,"in New York,",so I'm glad I went.,0,FILL,FILL,FILL,in New York,in the US,country,city,"I'm just back from a well-earned break in the US. I'm really pleased! Allegedly,",1845,NA,NA,NQ
14,29,75,19,exp,413.3,204.9,163.89999999999998,405.2,863,Every,hike,looked scenic,"in China,",so I knew just where to go.,0,EXT-MEN,MEN,EXT,in China,on the app,country,app,I was on a travel app researching scenic hikes to enjoy in China and other countries.,18320.1,looked,NA,NQ
14,29,76,88,fill,429.59999999999997,173.2,188.9,332.7,483.09999999999997,I got to stay in,the least well-known,area,"in Swansea,",so I made some nice memories.,0,FILL,FILL,FILL,in Swansea,in Wales,country,city,"I'm just back from a lovely two-week stay in Wales. I'm really pleased! According to my friends,",2408.4,NA,NA,NQ
14,29,77,25,exp,331.3,149.4,364.59999999999997,238.6,483.59999999999997,Every,river,in Norway,"looked soothing,",so I didn't know what to do.,0,INT-MEN,MEN,INT,in Norway,in the blog,country,blog,I was reading a blog to get some ideas for soothing rivers to explore in Norway and other countries.,2212.6,looked,NA,NQ
14,29,78,13,exp,138.8,234.2,163.70000000000002,186.20000000000002,336.8,Every,campsite,in Germany,"looked picturesque,",so I had some deciding to do.,0,INT-MEN,MEN,INT,in Germany,in the vlog,country,vlog,I was watching a vlog for inspiration for picturesque campsites to try out in Germany and other countries.,1952.5,looked,NA,NQ
14,29,79,3,exp,317.8,129.5,129.5,138.3,396.5,Every,restaurant,looked fancy,"in Italy,",so I booked straightaway.,0,EXT-MEN,MEN,EXT,in Italy,in the vlog,country,vlog,I was watching a vlog for inspiration for fancy restaurants to try out in Italy and other countries.,1963.7,looked,NA,NQ
14,29,80,54,exp,265.29999999999995,148.5,117.3,113,131.6,Every,walk,seemed easy,"on the app,",so I knew just where to go.,0,EXT-MAX,MAX,EXT,in Barcelona,on the app,city,app,I was on a travel app researching easy walks to enjoy in Barcelona and other cities.,1487.7,seemed,NA,NQ
14,29,81,60,exp,907.1,147.10000000000002,285.4,313.59999999999997,989.1999999999999,Every,neighbourhood,in the blog,"seemed bustling,",so I didn't know what to do.,1,INT-MAX,MAX,INT,in Tokyo,in the blog,city,blog,I was reading a blog to get some ideas for bustling neighbourhoods to explore in Tokyo and other cities.,2271.9,seemed,2094.7,1
14,29,82,96,fill,397.1,282.3,316.40000000000003,318.90000000000003,463.9,I drank at,the trendiest,bar,"in Belgium,",so I really enjoyed it.,1,FILL,FILL,FILL,in Belgium,in Bruges,city,country,"I got home yesterday from a well-earned break in Bruges. You won't believe it! According to my friends,",8548,NA,2452.6,1
14,29,83,55,exp,363.59999999999997,167.2,151.5,385.29999999999995,649.8000000000001,Every,forest,looked sprawling,"in Austria,",so I didn't know what to do.,1,EXT-MEN,MEN,EXT,in Austria,in the blog,country,blog,I was reading a blog to get some ideas for sprawling forests to explore in Austria and other countries.,9104,looked,1712.6999999999998,1
14,29,84,64,fill,450.79999999999995,399.7,366.59999999999997,368,480.6,I stayed at,the most luxurious,hotel,"in Berlin,",so I really enjoyed it.,1,FILL,FILL,FILL,in Berlin,in Germany,country,city,"I'm just back from a great holiday in Germany. I'm really pleased! According to my friends,",3347.9,NA,1818.3,1
14,29,85,111,fill,181.79999999999998,581.0999999999999,247.4,338.7,664.3,I got to experience,the most vibrant,nightlife,"in Thailand,",so I made some nice memories.,0,FILL,FILL,FILL,in Thailand,in Phuket,city,country,"I got home yesterday from a well-earned break in Phuket. You won't believe it! According to locals,",4905,NA,NA,NQ
14,29,86,59,exp,422.4,205.4,150.7,134.7,497.09999999999997,Every,trek,looked challenging,"in Thailand,",so I didn't know what to do.,1,EXT-MEN,MEN,EXT,in Thailand,on the app,country,app,I was on a travel app researching challenging treks to enjoy in Thailand and other countries.,1431.3,looked,1630.5,1
14,29,87,106,fill,418,318,384.29999999999995,266.7,147.9,I did,the most difficult,trek,"in Brazil,",so it was a lovely time.,0,FILL,FILL,FILL,in Brazil,in Rio de Janeiro,city,country,"I'm just back from a well-earned break in Rio de Janeiro. I'm really pleased! Apparently,",1830.6,NA,NA,NQ
14,29,88,7,exp,348.3,148.2,91.2,214.9,464.8,Every,museum,looked cool,"in Portugal,",so there was plenty of choice.,0,EXT-MEN,MEN,EXT,in Portugal,on the website,country,website,I was on a website trying to find cool museums to visit in Portugal and other countries.,1956,looked,NA,NQ
14,29,89,16,exp,317.2,148.79999999999998,139.4,149.9,383.40000000000003,Every,gallery,in the brochure,"seemed high-end,",so I had some deciding to do.,1,INT-MAX,MAX,INT,in Venice,in the brochure,city,brochure,I was flicking through a holiday brochure to find high-end galleries to visit in Venice and other cities.,1615.1,seemed,1686.1,1
14,29,90,57,exp,129.5,269.7,139.2,365.9,499,Every,farm,in Greece,"looked eco-friendly,",so I didn't know what to do.,0,INT-MEN,MEN,INT,in Greece,on the website,country,website,I was on a website trying to find eco-friendly farms to stay at in Greece and other countries.,1764.6,looked,NA,NQ
14,29,91,86,fill,448.90000000000003,365.20000000000005,185.6,198.9,400.4,I walked across,the most famous,bridge,"in Lisbon,",so I really enjoyed it.,1,FILL,FILL,FILL,in Lisbon,in Portugal,country,city,"I've just returned from a well-earned break in Portugal. I was really shocked. Apparently,",1514.3,NA,1552.7,1
14,29,92,69,fill,353,523.5,282.2,249.70000000000002,469.3,I was able to take photos of,the rarest,bird,"in Aberdeen,",so I made some nice memories.,0,FILL,FILL,FILL,in Aberdeen,in Scotland,country,city,"I got home yesterday from a great holiday in Scotland. You won't believe it! Allegedly,",1763.5,NA,NA,NQ
14,29,93,38,exp,405.1,282.1,136.1,165.6,418.1,Every,pub,seemed cosy,"in the vlog,",so there was plenty of choice.,1,EXT-MAX,MAX,EXT,in Perth,in the vlog,city,vlog,I was watching a vlog for inspiration for cosy pubs to try out in Perth and other cities.,1548.6,seemed,1598.6,1
14,29,94,44,exp,423,248.29999999999998,154.29999999999998,182.4,688.5,Every,sight,on the app,"seemed picture-perfect,",so I had some deciding to do.,0,INT-MAX,MAX,INT,in Cairo,on the app,city,app,I was on a travel app researching picture-perfect sights to enjoy in Cairo and other cities.,1663.3,seemed,NA,NQ
14,29,95,9,exp,324,169.6,156,150.29999999999998,548.3,Every,view,in Japan,"looked breathtaking,",so there was plenty of choice.,0,INT-MEN,MEN,INT,in Japan,on the app,country,app,I was on a travel app researching breathtaking views to enjoy in Japan and other countries.,1532.1,looked,NA,NQ
14,29,96,100,fill,360.09999999999997,299.70000000000005,148.5,317.7,384.90000000000003,I arrived during,the best,time for skiing,"in Finland,",so I'm glad I went.,0,FILL,FILL,FILL,in Finland,in Lapland,city,country,"I'm just back from a short vacation in Lapland. I'm really pleased! According to my friends,",18151.9,NA,NA,NQ
14,29,97,51,exp,414.9,115.5,199.3,349.4,472,Every,brewery,looked exclusive,"in Canada,",so I knew just where to go.,0,EXT-MEN,MEN,EXT,in Canada,in the brochure,country,brochure,I was flicking through a holiday brochure to find exclusive breweries to visit in Canada and other countries.,2903.1,looked,NA,NQ
14,29,98,98,fill,455.2,549,365.59999999999997,534.6999999999999,1248.6999999999998,I was staying near,the oldest,university,"in The Netherlands,",so I made some nice memories.,0,FILL,FILL,FILL,in The Netherlands,in Utrecht,city,country,"I've just returned from a lovely two-week stay in Utrecht. I was really shocked. Apparently,",5065.2,NA,NA,NQ
14,29,99,40,exp,415,182.7,150.10000000000002,767.1,848.9,Every,garden,in the blog,"seemed colourful,",so there was plenty of choice.,0,INT-MAX,MAX,INT,in Zagreb,in the blog,city,blog,I was reading a blog to get some ideas for colourful gardens to explore in Zagreb and other cities.,5153.9000000000005,seemed,NA,NQ
14,29,100,36,exp,388,201.7,349.5,315.3,550.2,Every,place,in the brochure,"seemed awesome,",so I booked straightaway.,0,INT-MAX,MAX,INT,in Los Angeles,in the brochure,city,brochure,I was flicking through a holiday brochure to find awesome places to visit in Los Angeles and other cities.,4464.5,seemed,NA,NQ
14,29,101,90,fill,598.6,601,416,383.6,550,I ate,the nicest,cheese,"in Johannesburgh,",so it was a lovely time.,0,FILL,FILL,FILL,in Johannesburgh,in South Africa,country,city,"I got home yesterday from a short vacation in South Africa. You won't believe it! Apparently,",2717.1,NA,NA,NQ
14,29,102,33,exp,453.6,219,131.6,156.20000000000002,621.8000000000001,Every,zoo,in Thailand,"looked responsible,",so I booked straightaway.,0,INT-MEN,MEN,INT,in Thailand,in the vlog,country,vlog,I was watching a vlog for inspiration for responsible zoos to try out in Thailand and other countries.,8834.5,looked,NA,NQ
14,29,103,83,fill,553.9,489.70000000000005,317.59999999999997,442.3,453.6,I rode,the biggest,rollercoaster,"in Malaga,",so I really enjoyed it.,1,FILL,FILL,FILL,in Malaga,in Spain,country,city,"I've just returned from a lovely two-week stay in Spain. I was really shocked. According to locals,",4249.1,NA,1614.3000000000002,1
14,29,104,14,exp,266.1,166.2,120.3,155.70000000000002,504.8,Every,tour,seemed relaxing,"on the app,",so I had some deciding to do.,1,EXT-MAX,MAX,EXT,in Budapest,on the app,city,app,I was on a travel app researching relaxing tours to enjoy in Budapest and other cities.,1764.3,seemed,1781.3000000000002,1
14,29,105,74,fill,385.40000000000003,404,349.7,437.5,933.4,I tasted,the most unique,beer,"in Melbourne,",so it was a lovely time.,0,FILL,FILL,FILL,in Melbourne,in Australia,country,city,"I've just returned from a great holiday in Australia. I was really shocked. Apparently,",8866.4,NA,NA,NQ
14,29,106,22,exp,271.4,324,148.2,347.7,368.70000000000005,Every,cottage,seemed charming,"on the website,",so I knew just where to go.,1,EXT-MAX,MAX,EXT,in Durham,on the website,city,website,I was on a website trying to find charming cottages to stay at in Durham and other cities.,1714.6999999999998,seemed,1549.4,1
14,29,107,80,fill,417.9,166,385.7,315.59999999999997,499,I got to enjoy,the tastiest,curry,"in Bogotá,",so I really enjoyed it.,0,FILL,FILL,FILL,in Bogotá,in Colombia,country,city,"I've just returned from a short vacation in Colombia. I was really shocked. According to my friends,",1801.9,NA,NA,NQ
14,29,108,116,fill,304.59999999999997,365.9,173,219.1,301.5,I was lucky enough to try,the finest,wine,"in Portugal,",so I'm glad I went.,0,FILL,FILL,FILL,in Portugal,in Madeira,city,country,"I've just returned from a well-earned break in Madeira. I was really shocked. According to my friends,",2319.7000000000003,NA,NA,NQ
14,29,109,53,exp,404.1,338.8,221.1,131.70000000000002,515.8000000000001,Every,rollercoaster,in Belgium,"looked thrilling,",so I knew just where to go.,1,INT-MEN,MEN,INT,in Belgium,in the vlog,country,vlog,I was watching a vlog for inspiration for thrilling rollercoasters to try out in Belgium and other countries.,1302.7,looked,1786.3,1
14,29,110,112,fill,251.8,185.29999999999998,321,283.3,440.59999999999997,I ate,the best,sushi,"in Japan,",so I really enjoyed it.,0,FILL,FILL,FILL,in Japan,in Kyoto,city,country,"I'm just back from a week-long trip in Kyoto. I'm really pleased! According to my friends,",1697.7,NA,NA,NQ
14,29,111,11,exp,422.5,249.9,149.10000000000002,140.3,588.5,Every,village,looked quaint,"in Slovenia,",so there was plenty of choice.,1,EXT-MEN,MEN,EXT,in Slovenia,in the brochure,country,brochure,I was flicking through a holiday brochure to find quaint vilages to visit in Slovenia and other countries.,2747.2,looked,1763.9,1
14,29,112,52,exp,239,154.70000000000002,149.7,348.5,534.3,Every,lodge,on the website,"seemed inexpensive,",so I knew just where to go.,0,INT-MAX,MAX,INT,in Bangkok,on the website,city,website,I was on a website trying to find inexpensive lodges to stay at in Bangkok and other cities.,7202.5,seemed,NA,NQ
14,29,113,48,exp,286.3,198.6,86.9,185.6,581.2,Every,castle,in the vlog,"seemed well-maintained,",so I had some deciding to do.,0,INT-MAX,MAX,INT,in Istanbul,in the vlog,city,vlog,I was watching a vlog for inspiration for well-maintained castles to try out in Istanbul and other cities.,2295.9,seemed,NA,NQ
14,29,114,24,exp,301.9,165.6,166.1,335.6,417.2,Every,getaway,on the app,"seemed romantic,",so I knew just where to go.,0,INT-MAX,MAX,INT,in Amsterdam,on the app,city,app,I was on a travel app researching romantic getaways to enjoy in Amsterdam and other cities.,3947.9,seemed,NA,NQ
14,29,115,42,exp,422.20000000000005,181.29999999999998,149.10000000000002,156.70000000000002,453.6,Every,barge,seemed spacious,"on the website,",so there was plenty of choice.,0,EXT-MAX,MAX,EXT,in Krakow,on the website,city,website,I was on a website trying to find spacious barges to stay at in Krakow and other cities.,2871.1000000000004,seemed,NA,NQ
14,29,116,107,fill,447.7,315.8,309.90000000000003,328.79999999999995,555.9,I enjoyed,the cheapest,vegan food,"in India,",so I made some nice memories.,0,FILL,FILL,FILL,in India,in Delhi,city,country,"I've just returned from a week-long trip in Delhi. I was really shocked. According to locals,",2281.6,NA,NA,NQ
14,29,117,68,fill,380.40000000000003,182.2,237.1,283.4,415.9,I rode,the fastest,train,"in Rotterdam,",so I'm glad I went.,0,FILL,FILL,FILL,in Rotterdam,in The Netherlands,country,city,"I've just returned from a lovely two-week stay in The Netherlands. I was really shocked. According to my friends,",2973.8,NA,NA,NQ
14,29,118,104,fill,532.1,439,182.79999999999998,364.8,621.4,I got a room at,the fanciest,boutique hotel,"in Australia,",so I made some nice memories.,1,FILL,FILL,FILL,in Australia,in Perth,city,country,"I've just returned from a great holiday in Perth. I was really shocked. According to my friends,",1780.2,NA,1330.3,1
14,29,119,49,exp,375.59999999999997,149.7,331.8,195.1,368,Every,fountain,in Turkey,"looked impressive,",so I knew just where to go.,1,INT-MEN,MEN,INT,in Turkey,on the app,country,app,I was on a travel app researching impressive fountains to enjoy in Turkey and other countries.,1998.3999999999999,looked,1663.5,1
14,29,120,31,exp,187.9,215.29999999999998,132,99.5,303.59999999999997,Every,bridge,looked amazing,"in Argentina,",so I booked straightaway.,0,EXT-MEN,MEN,EXT,in Argentina,in the brochure,country,brochure,I was flicking through a holiday brochure to find amazing bridges to visit in Argentina and other countries.,2286.3,looked,NA,NQ
32,28,1,77,fill,1348.7,693.9,760.7,1759.9,1414.9,I sunbathed,the longest,beach,"in Mumbai,",so I'm glad I went.,0,FILL,FILL,FILL,in Mumbai,in India,country,city,"I've just returned from a week-long trip in India. I was really shocked. Allegedly,",3755.6,NA,NA,NQ
32,28,2,79,fill,706.6,518.7,762.5999999999999,682.4,1317.7,I tried,the best,ice-cream,"in Athens,",so I made some nice memories.,1,FILL,FILL,FILL,in Athens,in Greece,country,city,"I'm just back from a great holiday in Greece. I'm really pleased! According to locals,",3257.8999999999996,NA,2042.3,1
32,28,3,19,exp,578.7,439.7,859.3,694.2,2705.5,Every,hike,looked scenic,"on the app,",so I knew just where to go.,0,EXT-MAX,MAX,EXT,in China,on the app,country,app,I was on a travel app researching scenic hikes to enjoy in China and other countries.,5432.8,looked,NA,NQ
