Participant,Age,AgeOfMachine,TrialN,StimID,StimType,C1.RT,C2.RT,C3.RT,C4.RT,SPILL.RT,CHUNK1,CHUNK2,CHUNK3,CHUNK4,SPILL,Browser,CompAcc,RestrictorType,MENRestr,MAXRestr,MENRestrType,MAXRestrType,Context,ContextRT,SubNP,RestrPP,LOOK_SEEM,CompRT,has_comp
43,35,NA,90,120,fill,630.1,389.29999999999995,1494.2,480.6,576.3000000000001,I took,the most indirect,train journey,"in South Africa,",so I made some nice memories.,NA,1,FILL,in South Africa,in Cape Town,city,country,"I got home yesterday from a short vacation in Cape Town. You won't believe it! According to my friends,",1413.7,the most indirect,NA,NA,1147.8,1
43,35,NA,91,102,fill,423.5,816.8,425,750.1,1749.9,I got to taste,the most authentic,gelato,"in Canada,",so I really enjoyed it.,NA,1,FILL,in Canada,in Ottawa,city,country,"I got home yesterday from a week-long trip in Ottawa. You won't believe it! Apparently,",1730.1,the most authentic,NA,NA,1724.8000000000002,1
43,35,NA,92,48,exp,314.59999999999997,314.7,973.9,500.6,714,Every,castle,in the vlog,"seemed well-maintained,",so I had some deciding to do.,NA,1,MAX,in Istanbul,in the vlog,city,vlog,I was watching a vlog for inspiration for well-maintained castles to try out in Istanbul and other cities.,3029.9,castle,in the vlog,seemed,1044.6,1
43,35,NA,93,5,exp,318.40000000000003,299,580.5,NA,528.5999999999999,Every,market,"looked exciting,",NA,so I booked straightaway.,NA,1,NIL,in Scotland,in the blog,country,blog,I was reading a blog to get some ideas for exciting markets to explore in Scotland and other countries.,3263.1,market,NIL,looked,1166,1
43,35,NA,94,50,exp,350.4,431.3,614.5,NA,514.2,Every,temple,"seemed fantastic,",NA,so I knew just where to go.,NA,1,NIL,in Sydney,in the blog,city,blog,I was reading a blog to get some ideas for fantastic temples to explore in Sydney and other cities.,2793.5,temple,NIL,seemed,1140.8,1
43,35,NA,95,53,exp,434.2,347.7,363.3,NA,514.3,Every,rollercoaster,"looked thrilling,",NA,so I knew just where to go.,NA,1,NIL,in Belgium,in the vlog,country,vlog,I was watching a vlog for inspiration for thrilling rollercoasters to try out in Belgium and other countries.,3381.3,rollercoaster,NIL,looked,1129.6999999999998,1
43,35,NA,96,107,fill,463.9,497.5,464.4,631.5,556.4,I enjoyed,the cheapest,vegan food,"in India,",so I made some nice memories.,NA,1,FILL,in India,in Delhi,city,country,"I've just returned from a week-long trip in Delhi. I was really shocked. According to locals,",2445.3999999999996,the cheapest,NA,NA,1098.4,1
43,35,NA,97,90,fill,464.5,381.2,447.7,697.5,613.8000000000001,I ate,the nicest,cheese,"in Johannesburgh,",so it was a lovely time.,NA,1,FILL,in Johannesburgh,in South Africa,country,city,"I got home yesterday from a short vacation in South Africa. You won't believe it! Apparently,",1269.1,the nicest,NA,NA,3416.1000000000004,1
43,35,NA,98,4,exp,415.9,258.6,281.6,349.7,399.5,Every,park,in Newcastle,"seemed nice,",so I booked straightaway.,NA,1,MEN,in Newcastle,on the app,city,app,I was on a travel app researching nice parks to enjoy in Newcastle and other cities.,4765,park,in Newcastle,seemed,1278.2,1
43,35,NA,99,59,exp,402,265.7,253.6,NA,327.90000000000003,Every,trek,"looked challenging,",NA,so I didn't know what to do.,NA,1,NIL,in Indonesia,on the app,country,app,I was on a travel app researching challenging treks to enjoy in Indonesia and other countries.,4246.4000000000005,trek,NIL,looked,1032.8,1
43,35,NA,100,100,fill,734.3,381,564.4,501.8,2033.7,I arrived during,the best,time for skiing,"in Finland,",so I'm glad I went.,NA,1,FILL,in Finland,in Lapland,city,country,"I'm just back from a short vacation in Lapland. I'm really pleased! According to my friends,",2245.2999999999997,the best,NA,NA,1114.3000000000002,1
43,35,NA,101,80,fill,463.4,549.8,376.90000000000003,890.2,601.5,I got to enjoy,the tastiest,curry,"in Bogotá,",so I really enjoyed it.,NA,1,FILL,in Bogotá,in Colombia,country,city,"I've just returned from a short vacation in Colombia. I was really shocked. According to my friends,",1930.1999999999998,the tastiest,NA,NA,918.2,1
43,35,NA,102,101,fill,532.3,564.5,464.2,450.29999999999995,514.7,I took a boat trip on,the deepest,lake,"in China,",so I made some nice memories.,NA,1,FILL,in China,in Beijing,city,country,"I've just returned from a well-earned break in Beijing. I was really shocked. Allegedly,",1730,the deepest,NA,NA,1114.7,1
43,35,NA,103,85,fill,498.7,447.5,680.3000000000001,695,574.3000000000001,I went up,the newest,skyscraper,"in Istanbul,",so I made some nice memories.,NA,1,FILL,in Istanbul,in Turkey,country,city,"I'm just back from a short vacation in Turkey. I'm really pleased! Allegedly,",1234.1,the newest,NA,NA,900.6999999999999,1
43,35,NA,104,10,exp,314.09999999999997,317.7,343.9,480.9,46.9,Every,canal,in Gloucester,"seemed lovely,",so there was plenty of choice.,NA,1,MEN,in Gloucester,in the blog,city,blog,I was reading a blog to get some ideas for lovely canals to explore in Gloucester and other cities.,3797.2999999999997,canal,in Gloucester,seemed,3083.5,1
43,35,NA,105,35,exp,427.09999999999997,289.7,337.3,NA,467,Every,palace,"looked opulent,",NA,so I booked straightaway.,NA,1,NIL,in Sweden,in the blog,country,blog,I was reading a blog to get some ideas for opulent palaces to explore in Sweden and other countries.,3435.6,palace,NIL,looked,1193.4,1
43,35,NA,106,49,exp,300.59999999999997,331.2,415,426.3,614.8000000000001,Every,fountain,in Turkey,"looked impressive,",so I knew just where to go.,NA,1,MEN,in Turkey,on the app,country,app,I was on a travel app researching impressive fountains to enjoy in Turkey and other countries.,2412,fountain,in Turkey,looked,932.1,1
43,35,NA,107,11,exp,374.7,264.90000000000003,248,NA,661.5999999999999,Every,village,"looked quaint,",NA,so there was plenty of choice.,NA,1,NIL,in Slovenia,in the brochure,country,brochure,I was flicking through a holiday brochure to find quaint vilages to visit in Slovenia and other countries.,3999.8,village,NIL,looked,1301,1
43,35,NA,108,77,fill,1130.2,405,384.90000000000003,406.5,645.9,I sunbathed,the longest,beach,"in Mumbai,",so I'm glad I went.,NA,1,FILL,in Mumbai,in India,country,city,"I've just returned from a week-long trip in India. I was really shocked. Allegedly,",1093.3999999999999,the longest,NA,NA,997.7,1
43,35,NA,109,94,fill,762.5999999999999,546,528.5,379.40000000000003,545.8,I paraglided over,the most beautiful,spot,"in Germany,",so it was a lovely time.,NA,1,FILL,in Germany,in Frankfurt,city,country,"I'm just back from a great holiday in Frankfurt. I'm really pleased! Apparently,",3009.5,the most beautiful,NA,NA,1165.5,1
43,35,NA,110,17,exp,562.8,411.8,762.7,NA,1268.6,Every,guesthouse,"looked old-fashioned,",NA,so I had some deciding to do.,NA,1,NIL,in France,on the website,country,website,I was on a website trying to find old-fashioned guesthouses to stay at in France and other countries.,3508.7000000000003,guesthouse,NIL,looked,1732.8,1
43,35,NA,111,116,fill,1596.2,714.6,418.8,406.7,447.5,I was lucky enough to try,the finest,wine,"in Portugal,",so I'm glad I went.,NA,1,FILL,in Portugal,in Madeira,city,country,"I've just returned from a well-earned break in Madeira. I was really shocked. According to my friends,",1977.4,the finest,NA,NA,1229.4,1
43,35,NA,112,78,fill,628.9,740.4,555.1,378.5,630.6,I drank from,the most well-known,fountain,"in Bern,",so it was a lovely time.,NA,1,FILL,in Bern,in Switzerland,country,city,"I got home yesterday from a lovely two-week stay in Switzerland. You won't believe it! Apparently,",2144,the most well-known,NA,NA,896.5,1
43,35,NA,113,119,fill,344.7,380.59999999999997,563.5,597.3000000000001,562.9,I got to enjoy,the most remote,hot spring,"in Hungary,",so it was a lovely time.,NA,1,FILL,in Hungary,in Debrecen,city,country,"I've just returned from a great holiday in Debrecen. I was really shocked. According to locals,",3270.2,the most remote,NA,NA,1281.3000000000002,1
43,35,NA,114,99,fill,665.9000000000001,1645.1,544.6999999999999,661.2,645.2,I got to look around,the most well-established,museum,"in Scotland,",so I really enjoyed it.,NA,1,FILL,in Scotland,in Dundee,city,country,"I got home yesterday from a great holiday in Dundee. You won't believe it! According to locals,",1345.6,the most well-established,NA,NA,1057.1999999999998,1
43,35,NA,115,30,exp,263.1,365,314.2,363,790.4,Every,square,in the blog,"seemed busy,",so I didn't know what to do.,NA,1,MAX,in Florence,in the blog,city,blog,I was reading a blog to get some ideas for busy squares to explore in Florence and other cities.,3111.2000000000003,square,in the blog,seemed,1027.9,1
43,35,NA,116,115,fill,496.7,313,647,1863.5,630.7,I got to see,the biggest,Mosque minaret,"in Turkey,",so I really enjoyed it.,NA,1,FILL,in Turkey,in Antalya,city,country,"I'm just back from a short vacation in Antalya. I'm really pleased! According to locals,",1740.3,the biggest,NA,NA,931.9,1
43,35,NA,117,117,fill,433.8,1103.9,630.9,430.4,529.6999999999999,I went to a gig by,the most famous,band,"in Ireland,",so I made some nice memories.,NA,1,FILL,in Ireland,in Galway,city,country,"I got home yesterday from a week-long trip in Galway. You won't believe it! Allegedly,",3020,the most famous,NA,NA,1068.8999999999999,1
43,35,NA,118,92,fill,393.40000000000003,374.2,535.8000000000001,712.2,1313.1999999999998,I bathed in,the cleanest,sea,"in France,",so I really enjoyed it.,NA,1,FILL,in France,in Nice,city,country,"I've just returned from a week-long trip in Nice. I was really shocked. According to my friends,",2377,the cleanest,NA,NA,1179.8,1
43,35,NA,119,69,fill,913,496.3,413.4,360.9,603.8,I was able to take photos of,the rarest,bird,"in Aberdeen,",so I made some nice memories.,NA,1,FILL,in Aberdeen,in Scotland,country,city,"I got home yesterday from a great holiday in Scotland. You won't believe it! Allegedly,",1379.1,the rarest,NA,NA,1067.5,1
43,35,NA,120,60,exp,425,317.3,273.3,329.29999999999995,496.2,Every,neighbourhood,in the blog,"seemed bustling,",so I didn't know what to do.,NA,1,MAX,in Tokyo,in the blog,city,blog,I was reading a blog to get some ideas for bustling neighbourhoods to explore in Tokyo and other cities.,2718.7000000000003,neighbourhood,in the blog,seemed,990.7,1
32,22,NA,1,61,fill,623.1,402.8,356,443.79999999999995,617.4,I climbed,the tallest,building,"in New York,",so I'm glad I went.,Microsoft Edge,1,FILL,in New York,in the US,country,city,"I'm just back from a well-earned break in the US. I'm really pleased! Allegedly,",5724.2,the tallest,NA,NA,1953.6,1
32,22,NA,2,22,exp,462.8,367.70000000000005,554.3000000000001,NA,751.7,Every,cottage,"seemed charming,",NA,so I knew just where to go.,Microsoft Edge,1,NIL,in Durham,on the website,city,website,I was on a website trying to find charming cottages to stay at in Durham and other cities.,2919.4,cottage,NIL,seemed,4571.7,1
32,22,NA,3,63,fill,390.7,356.70000000000005,368.8,325,735.9,I ate,the most expensive,pizza,"in Rome,",so I made some nice memories.,Microsoft Edge,1,FILL,in Rome,in Italy,country,city,"I got home yesterday from a lovely two-week stay in Italy. You won't believe it! According to locals,",3794.4,the most expensive,NA,NA,1679.4,1
32,22,NA,4,86,fill,626.1,1062.7,490.59999999999997,356.9,461,I walked across,the most famous,bridge,"in Lisbon,",so I really enjoyed it.,Microsoft Edge,1,FILL,in Lisbon,in Portugal,country,city,"I've just returned from a well-earned break in Portugal. I was really shocked. Apparently,",2987.8999999999996,the most famous,NA,NA,1241.2,1
32,22,NA,5,18,exp,578.7,388,434.5,369.2,2038.3,Every,café,in Glasgow,"seemed cute,",so I had some deciding to do.,Microsoft Edge,1,MEN,in Glasgow,in the vlog,city,vlog,I was watching a vlog for inspiration for cute cafés to try out in Glasgow and other cities.,3265.6,café,in Glasgow,seemed,2656.8,1
32,22,NA,6,3,exp,944.2,503.6,387.2,427,619.7,Every,restaurant,in Italy,"looked fancy,",so I booked straightaway.,Microsoft Edge,1,MEN,in Italy,in the vlog,country,vlog,I was watching a vlog for inspiration for fancy restaurants to try out in Italy and other countries.,5014.5999999999995,restaurant,in Italy,looked,3164.2999999999997,1
32,22,NA,7,80,fill,428.3,336.6,1186.8000000000002,452.5,628.8000000000001,I got to enjoy,the tastiest,curry,"in Bogotá,",so I really enjoyed it.,Microsoft Edge,1,FILL,in Bogotá,in Colombia,country,city,"I've just returned from a short vacation in Colombia. I was really shocked. According to my friends,",4339.299999999999,the tastiest,NA,NA,1138.2,1
32,22,NA,8,38,exp,438.90000000000003,340.4,356.59999999999997,541.5,526.3,Every,pub,in the vlog,"seemed cosy,",so there was plenty of choice.,Microsoft Edge,1,MAX,in Perth,in the vlog,city,vlog,I was watching a vlog for inspiration for cosy pubs to try out in Perth and other cities.,5005.4,pub,in the vlog,seemed,1787.5,1
32,22,NA,9,96,fill,576.8,377.5,608.9,422.8,555.8,I drank at,the trendiest,bar,"in Belgium,",so I really enjoyed it.,Microsoft Edge,1,FILL,in Belgium,in Bruges,city,country,"I got home yesterday from a well-earned break in Bruges. You won't believe it! According to my friends,",3497,the trendiest,NA,NA,1336.6,1
32,22,NA,10,57,exp,402.2,345.2,410.6,497.59999999999997,642,Every,farm,in Greece,"looked eco-friendly,",so I didn't know what to do.,Microsoft Edge,1,MEN,in Greece,on the website,country,website,I was on a website trying to find eco-friendly farms to stay at in Greece and other countries.,4972.8,farm,in Greece,looked,1270.8999999999999,1
32,22,NA,11,28,exp,575.0999999999999,383.79999999999995,470.2,NA,906.4,Every,eatery,"seemed funky,",NA,so I didn't know what to do.,Microsoft Edge,1,NIL,in Warsaw,in the vlog,city,vlog,I was watching a vlog for inspiration for funky eateries to try out in Warsaw and other cities.,5207.200000000001,eatery,NIL,seemed,1780.1,1
32,22,NA,12,93,fill,461.2,376.59999999999997,698.5,578.6,588,I took,the highest,helicopter ride,"in Italy,",so I'm glad I went.,Microsoft Edge,1,FILL,in Italy,in Milan,city,country,"I got home yesterday from a lovely two-week stay in Milan. You won't believe it! Allegedly,",2936,the highest,NA,NA,2202.4,1
32,22,NA,13,52,exp,452.7,343.4,656.5,NA,1291.1999999999998,Every,lodge,"seemed inexpensive,",NA,so I knew just where to go.,Microsoft Edge,0,NIL,in Bangkok,on the website,city,website,I was on a website trying to find inexpensive lodges to stay at in Bangkok and other cities.,5026.3,lodge,NIL,seemed,3742.3,1
32,22,NA,14,103,fill,492.20000000000005,671,771.7,1306.7,922.4,I bought,the most fashionable,jacket,"in Russia,",so it was a lovely time.,Microsoft Edge,1,FILL,in Russia,in St. Petersburg,city,country,"I'm just back from a lovely two-week stay in St. Petersburg. I'm really pleased! According to locals,",4323,the most fashionable,NA,NA,1812.8,1
32,22,NA,15,101,fill,1167.3,542.4,553.4,518.5,792.1,I took a boat trip on,the deepest,lake,"in China,",so I made some nice memories.,Microsoft Edge,1,FILL,in China,in Beijing,city,country,"I've just returned from a well-earned break in Beijing. I was really shocked. Allegedly,",4238.8,the deepest,NA,NA,1942.8000000000002,1
32,22,NA,16,67,fill,501.49999999999994,673,1363.3,611.7,554.1,I saw,the best views,views,"in Vienna,",so I really enjoyed it.,Microsoft Edge,1,FILL,in Vienna,in Austria,country,city,"I'm just back from a week-long trip in Austria. I'm really pleased! According to locals,",5524.0999999999995,the best views,NA,NA,2329.7,1
32,22,NA,17,88,fill,587.8,1240.2,667.9000000000001,634.8000000000001,805.2,I got to stay in,the least well-known,area,"in Swansea,",so I made some nice memories.,Microsoft Edge,1,FILL,in Swansea,in Wales,country,city,"I'm just back from a lovely two-week stay in Wales. I'm really pleased! According to my friends,",3756.2000000000003,the least well-known,NA,NA,1002.8,1
32,22,NA,18,89,fill,489.70000000000005,418.2,444,511.29999999999995,501.49999999999994,I had,the finest,seafood,"in Budapest,",so I really enjoyed it.,Microsoft Edge,1,FILL,in Budapest,in Hungary,country,city,"I've just returned from a great holiday in Hungary. I was really shocked. Allegedly,",3523.4,the finest,NA,NA,769.9,1
32,22,NA,19,110,fill,605,642.7,550.2,1636.2,1285.1,I got to see,the most romantic,sunsets,"in Colombia,",so it was a lovely time.,Microsoft Edge,1,FILL,in Colombia,in Cartagena,city,country,"I've just returned from a short vacation in Cartagena. I was really shocked. Apparently,",25432.5,the most romantic,NA,NA,2070.3999999999996,1
32,22,NA,20,66,fill,569.3000000000001,456.9,495,486.9,669,I got to see,the greenest,park,"in Brussels,",so I made some nice memories.,Microsoft Edge,1,FILL,in Brussels,in Belgium,country,city,"I got home yesterday from a well-earned break in Belgium. You won't believe it! Apparently,",3691.3999999999996,the greenest,NA,NA,1270.8,1
32,22,NA,21,90,fill,424.59999999999997,351.8,477.6,912.6,571,I ate,the nicest,cheese,"in Johannesburgh,",so it was a lovely time.,Microsoft Edge,1,FILL,in Johannesburgh,in South Africa,country,city,"I got home yesterday from a short vacation in South Africa. You won't believe it! Apparently,",4607.2,the nicest,NA,NA,1171,1
32,22,NA,22,116,fill,903.1,444.40000000000003,407.9,367.3,407.9,I was lucky enough to try,the finest,wine,"in Portugal,",so I'm glad I went.,Microsoft Edge,1,FILL,in Portugal,in Madeira,city,country,"I've just returned from a well-earned break in Madeira. I was really shocked. According to my friends,",4139.2,the finest,NA,NA,1877.3999999999999,1
32,22,NA,23,55,exp,662.8,442.2,1064.2,NA,1003.6,Every,forest,"looked sprawling,",NA,so I didn't know what to do.,Microsoft Edge,1,NIL,in Austria,in the blog,country,blog,I was reading a blog to get some ideas for sprawling forests to explore in Austria and other countries.,7316.4,forest,NIL,looked,3743.3,1
32,22,NA,24,35,exp,587.0999999999999,393.7,3115.3,626.1999999999999,862.5,Every,palace,in the blog,"looked opulent,",so I booked straightaway.,Microsoft Edge,1,MAX,in Sweden,in the blog,country,blog,I was reading a blog to get some ideas for opulent palaces to explore in Sweden and other countries.,4405.1,palace,in the blog,looked,1452.1,1
32,22,NA,25,24,exp,435,335.1,401.1,400.8,1340.2,Every,getaway,in Amsterdam,"seemed romantic,",so I knew just where to go.,Microsoft Edge,1,MEN,in Amsterdam,on the app,city,app,I was on a travel app researching romantic getaways to enjoy in Amsterdam and other cities.,5024.7,getaway,in Amsterdam,seemed,1372.2,1
32,22,NA,26,2,exp,884.4,340.4,418.5,443.5,505.6,Every,hostel,on the website,"seemed quirky,",so I booked straightaway.,Microsoft Edge,1,MAX,in London,on the website,city,website,I was on a website trying to find quirky hostels to stay at in London and other cities.,6144.3,hostel,on the website,seemed,2923.7000000000003,1
32,22,NA,27,60,exp,423.3,353.7,438.09999999999997,561.6,870.6,Every,neighbourhood,in Tokyo,"seemed bustling,",so I didn't know what to do.,Microsoft Edge,1,MEN,in Tokyo,in the blog,city,blog,I was reading a blog to get some ideas for bustling neighbourhoods to explore in Tokyo and other cities.,4238.8,neighbourhood,in Tokyo,seemed,1462.5,1
32,22,NA,28,20,exp,411.7,402.6,218,535.1,536.3,Every,church,in the blog,"seemed ornate,",so I knew just where to go.,Microsoft Edge,1,MAX,in Belfast,in the blog,city,blog,I was reading a blog to get some ideas for ornate churches to explore in Belfast and other cities.,2921.4,church,in the blog,seemed,1402.9,1
32,22,NA,29,109,fill,576.2,862.7,474,420,643.9,I went on,the most scenic,boat trip,"in Greece,",so I'm glad I went.,Microsoft Edge,1,FILL,in Greece,in Corfu,city,country,"I'm just back from a great holiday in Corfu. I'm really pleased! Allegedly,",3153.3,the most scenic,NA,NA,1504.6999999999998,1
32,22,NA,30,49,exp,388.90000000000003,385.1,529.8000000000001,NA,801.9,Every,fountain,"looked impressive,",NA,so I knew just where to go.,Microsoft Edge,1,NIL,in Turkey,on the app,country,app,I was on a travel app researching impressive fountains to enjoy in Turkey and other countries.,5288.2,fountain,NIL,looked,2241.1,1
32,22,NA,31,46,exp,410.5,290.2,323.2,NA,1102.1000000000001,Every,theatre,"seemed historic,",NA,so I had some deciding to do.,Microsoft Edge,1,NIL,in Berlin,in the brochure,city,brochure,I was flicking through a holiday brochure to find historic theatres to visit in Berlin and other cities.,2424.4,theatre,NIL,seemed,2623.3,1
32,22,NA,32,98,fill,409.3,1186.1999999999998,693.8,688.9,1572,I was staying near,the oldest,university,"in The Netherlands,",so I made some nice memories.,Microsoft Edge,1,FILL,in The Netherlands,in Utrecht,city,country,"I've just returned from a lovely two-week stay in Utrecht. I was really shocked. Apparently,",3605.5,the oldest,NA,NA,1394.9,1
32,22,NA,33,120,fill,524.3,459.8,792.5,520.2,712.4,I took,the most indirect,train journey,"in South Africa,",so I made some nice memories.,Microsoft Edge,1,FILL,in South Africa,in Cape Town,city,country,"I got home yesterday from a short vacation in Cape Town. You won't believe it! According to my friends,",3106.3,the most indirect,NA,NA,1395.8,1
32,22,NA,34,112,fill,490.59999999999997,853.1,743.7,560.8,545.3,I ate,the best,sushi,"in Japan,",so I really enjoyed it.,Microsoft Edge,1,FILL,in Japan,in Kyoto,city,country,"I'm just back from a week-long trip in Kyoto. I'm really pleased! According to my friends,",3565,the best,NA,NA,1456.9,1
32,22,NA,35,36,exp,419.8,413.2,444,453.1,1270,Every,place,in Los Angeles,"seemed awesome,",so I booked straightaway.,Microsoft Edge,1,MEN,in Los Angeles,in the brochure,city,brochure,I was flicking through a holiday brochure to find awesome places to visit in Los Angeles and other cities.,4698.4000000000005,place,in Los Angeles,seemed,1222,1
32,22,NA,36,44,exp,618.6,435.90000000000003,601.1999999999999,995.4,762.8000000000001,Every,sight,on the app,"seemed picture-perfect,",so I had some deciding to do.,Microsoft Edge,1,MAX,in Cairo,on the app,city,app,I was on a travel app researching picture-perfect sights to enjoy in Cairo and other cities.,5758.4,sight,on the app,seemed,1368.5,1
32,22,NA,37,11,exp,425.20000000000005,386.40000000000003,404.9,579.8,788.9000000000001,Every,village,in the brochure,"looked quaint,",so there was plenty of choice.,Microsoft Edge,1,MAX,in Slovenia,in the brochure,country,brochure,I was flicking through a holiday brochure to find quaint vilages to visit in Slovenia and other countries.,6310.2,village,in the brochure,looked,1339.2,1
32,22,NA,38,111,fill,726.7,858.1999999999999,813.6999999999999,955,747.1999999999999,I got to experience,the most vibrant,nightlife,"in Thailand,",so I made some nice memories.,Microsoft Edge,1,FILL,in Thailand,in Phuket,city,country,"I got home yesterday from a well-earned break in Phuket. You won't believe it! According to locals,",4213.9,the most vibrant,NA,NA,1203,1
32,22,NA,39,69,fill,1207.7,817.8,891.8000000000001,1019.9,707.2,I was able to take photos of,the rarest,bird,"in Aberdeen,",so I made some nice memories.,Microsoft Edge,1,FILL,in Aberdeen,in Scotland,country,city,"I got home yesterday from a great holiday in Scotland. You won't believe it! Allegedly,",3389.2000000000003,the rarest,NA,NA,1203.5,1
32,22,NA,40,83,fill,778.5,668.4,908.9000000000001,1238.3,610.5,I rode,the biggest,rollercoaster,"in Malaga,",so I really enjoyed it.,Microsoft Edge,1,FILL,in Malaga,in Spain,country,city,"I've just returned from a lovely two-week stay in Spain. I was really shocked. According to locals,",3597.6,the biggest,NA,NA,1096.5,1
32,22,NA,41,97,fill,550.6,1019.9,923,710.0999999999999,468.8,I visited,the most historical,monument,"in Austria,",so it was a lovely time.,Microsoft Edge,1,FILL,in Austria,in Salzburg,city,country,"I'm just back from a week-long trip in Salzburg. I'm really pleased! Allegedly,",3572.1,the most historical,NA,NA,1530.4,1
32,22,NA,42,27,exp,392.6,422.3,356.4,412.3,538.4,Every,cabin,in Poland,"looked peaceful,",so I didn't know what to do.,Microsoft Edge,1,MEN,in Poland,on the website,country,website,I was on a website trying to find peaceful cabins to stay at in Poland and other countries.,3863.7000000000003,cabin,in Poland,looked,1171.4,1
32,22,NA,43,1,exp,496.7,452.29999999999995,618.3,NA,395.7,Every,beach,"looked beautiful,",NA,so I booked straightaway.,Microsoft Edge,1,NIL,in Spain,in the brochure,country,brochure,I was flicking through a holiday brochure to find beautiful beaches to visit in Spain and other countries.,2470.6,beach,NIL,looked,1228.5,1
32,22,NA,44,70,fill,483.8,586.4,534.2,734.5,478.4,I ate at,the poshest,restaurant,"in Helsinki,",so I really enjoyed it.,Microsoft Edge,1,FILL,in Helsinki,in Finland,country,city,"I'm just back from a short vacation in Finland. I'm really pleased! Apparently,",1964.1,the poshest,NA,NA,986.1999999999999,1
32,22,NA,45,26,exp,636,437.09999999999997,371.5,458.4,623.6,Every,bar,in the brochure,"seemed lively,",so I didn't know what to do.,Microsoft Edge,1,MAX,in Prague,in the brochure,city,brochure,I was flicking through a holiday brochure to find lively bars to visit in Prague and other cities.,2947.5,bar,in the brochure,seemed,1308.8,1
32,22,NA,46,7,exp,418.1,318.79999999999995,304.4,NA,426.70000000000005,Every,museum,"looked cool,",NA,so there was plenty of choice.,Microsoft Edge,1,NIL,in Portugal,on the website,country,website,I was on a website trying to find cool museums to visit in Portugal and other countries.,2745.8,museum,NIL,looked,752.8000000000001,1
32,22,NA,47,47,exp,419.8,342.9,297.09999999999997,411,435.5,Every,chalet,on the website,"looked pleasant,",so I had some deciding to do.,Microsoft Edge,1,MAX,in Denmark,on the website,country,website,I was on a website trying to find pleasant chalets to stay at in Denmark and other countries.,3554.2,chalet,on the website,looked,769.8000000000001,1
32,22,NA,48,34,exp,454.79999999999995,469.4,422.5,NA,445.6,Every,excursion,"seemed action-packed,",NA,so I booked straightaway.,Microsoft Edge,1,NIL,in Bucharest,on the app,city,app,I was on a travel app researching action-packed excursions to enjoy in Bucharest and other cities.,3320.7,excursion,NIL,seemed,1251.7,1
32,22,NA,49,74,fill,430.09999999999997,970,503.2,756,769.4,I tasted,the most unique,beer,"in Melbourne,",so it was a lovely time.,Microsoft Edge,1,FILL,in Melbourne,in Australia,country,city,"I've just returned from a great holiday in Australia. I was really shocked. Apparently,",5139.5,the most unique,NA,NA,1087.1,1
32,22,NA,50,40,exp,410.5,370.8,603.1,NA,1062.1000000000001,Every,garden,"seemed colourful,",NA,so there was plenty of choice.,Microsoft Edge,1,NIL,in Zagreb,in the blog,city,blog,I was reading a blog to get some ideas for colourful gardens to explore in Zagreb and other cities.,6177.8,garden,NIL,seemed,1426.9,1
32,22,NA,51,53,exp,402.5,395.1,401.4,488,770.7,Every,rollercoaster,in the vlog,"looked thrilling,",so I knew just where to go.,Microsoft Edge,1,MAX,in Belgium,in the vlog,country,vlog,I was watching a vlog for inspiration for thrilling rollercoasters to try out in Belgium and other countries.,3837.7,rollercoaster,in the vlog,looked,1274,1
32,22,NA,52,16,exp,401.2,335.6,417.9,NA,551.5,Every,gallery,"seemed high-end,",NA,so I had some deciding to do.,Microsoft Edge,1,NIL,in Venice,in the brochure,city,brochure,I was flicking through a holiday brochure to find high-end galleries to visit in Venice and other cities.,5223.3,gallery,NIL,seemed,1437.6,1
32,22,NA,53,51,exp,516.3,335.6,360.8,516.9,602.1,Every,brewery,in Canada,"looked exclusive,",so I knew just where to go.,Microsoft Edge,1,MEN,in Canada,in the brochure,country,brochure,I was flicking through a holiday brochure to find exclusive breweries to visit in Canada and other countries.,6462.7,brewery,in Canada,looked,1204.1,1
32,22,NA,54,77,fill,894.7,1008,885.8000000000001,503.29999999999995,523.5,I sunbathed,the longest,beach,"in Mumbai,",so I'm glad I went.,Microsoft Edge,1,FILL,in Mumbai,in India,country,city,"I've just returned from a week-long trip in India. I was really shocked. Allegedly,",3579,the longest,NA,NA,1556.4,1
32,22,NA,55,118,fill,786.2,638.4,938.2,572.2,571.4,I walked along,the straightest,canal path,"in Wales,",so I really enjoyed it.,Microsoft Edge,1,FILL,in Wales,in Bangor,city,country,"I'm just back from a lovely two-week stay in Bangor. I'm really pleased! Apparently,",2688.6,the straightest,NA,NA,1320.8,1
32,22,NA,56,10,exp,427.59999999999997,361.20000000000005,393.6,NA,1175.8,Every,canal,"seemed lovely,",NA,so there was plenty of choice.,Microsoft Edge,1,NIL,in Gloucester,in the blog,city,blog,I was reading a blog to get some ideas for lovely canals to explore in Gloucester and other cities.,4359.4,canal,NIL,seemed,1318.6,1
32,22,NA,57,84,fill,486.3,753.1,1170.6000000000001,640.7,404.2,I stayed at,the cleanest,hostel,"in Marrakesh,",so I'm glad I went.,Microsoft Edge,1,FILL,in Marrakesh,in Morrocco,country,city,"I got home yesterday from a great holiday in Morrocco. You won't believe it! According to my friends,",3212.8,the cleanest,NA,NA,708,1
