Participant,Age,TrialN,StimID,StimType,C1.RT,C2.RT,C3.RT,C4.RT,SPILL.RT,CHUNK1,CHUNK2,CHUNK3,CHUNK4,SPILL,CompAcc,Condition,RestrictorType,RestrictorPosition,Context,ContextRT,LOOK_SEEM,Adj,CompRT,has_comp
20,34,87,107,fill,749.6,417.5,535.3,538.4,1284.1,I enjoyed,the cheapest,vegan food,"in India,",so I made some nice memories.,0,FILL,FILL,FILL,"I've just returned from a week-long trip in Delhi. I was really shocked. According to locals,",3266.7000000000003,NA,NA,NA,NQ
20,34,88,97,fill,488.3,548,462.2,445.79999999999995,783,I visited,the most historical,monument,"in Austria,",so it was a lovely time.,0,FILL,FILL,FILL,"I'm just back from a week-long trip in Salzburg. I'm really pleased! Allegedly,",2816.7,NA,NA,NA,NQ
20,34,89,87,fill,950.3000000000001,445.2,534.4,484.09999999999997,834.2,I sailed down,the widest,river,"in Dublin,",so it was a lovely time.,1,FILL,FILL,FILL,"I got home yesterday from a week-long trip in Ireland. You won't believe it! According to locals,",2862,NA,NA,2180.1,1
20,34,90,25,exp,450.6,383.40000000000003,348.9,368,767.5999999999999,Every,river,in Norway,"looked soothing,",so I knew just where to go.,0,INT-EM,EM,INT,I was flicking through a holiday brochure to find soothing rivers to explore in Norway and other countries.,4028.7,looked,soothing,NA,NQ
20,34,91,19,exp,484.8,517.8000000000001,468.4,433.59999999999997,816.2,Every,hike,looked scenic,"in China,",so I had some deciding to do.,0,EXT-EM,EM,EXT,I was flicking through a holiday brochure to find scenic hikes to enjoy in China and other countries.,3750.1000000000004,looked,scenic,NA,NQ
20,34,92,99,fill,448.2,698.2,376.3,422.3,469,I got to look around,the most well-established,museum,"in Scotland,",so I really enjoyed it.,0,FILL,FILL,FILL,"I got home yesterday from a great holiday in Dundee. You won't believe it! According to locals,",3582.3999999999996,NA,NA,3648.4,1
20,34,93,27,exp,519.7,383.7,383.6,383.29999999999995,501.8,Every,cabin,looked peaceful,"in Poland,",so I booked straightaway.,1,EXT-EM,EM,EXT,I was watching a vlog for inspiration for peaceful cabins to stay at in Poland and other countries.,3166.4,looked,peaceful,2165.6,1
20,34,94,40,exp,485.3,517.5999999999999,512.1,516.9,605.8,Every,garden,seemed colourful,"in Krakow,",so I knew just where to go.,0,EXT-NEM,NEM,EXT,I was on a travel app researching colourful gardens to explore in Zagreb and other cities.,3452.2,seemed,colourful,NA,NQ
20,34,95,8,exp,783,516.5,566,566.6999999999999,1185.3,Every,hotel,seemed luxurious,"in Gloucester,",so there was plenty of choice.,0,EXT-NEM,NEM,EXT,I was on a website trying to find luxurious hotels to try out in Rome and other cities.,3536.7000000000003,seemed,luxurious,NA,NQ
20,34,96,12,exp,1824.8999999999999,1184.3,629.1,429.20000000000005,616.1,Every,B&B,seemed cheap,"in Budapest,",so I booked straightaway.,0,EXT-NEM,NEM,EXT,I was checking out a guidebook to find suggestions for cheap B&Bs to stay at in Cardiff and other cities.,3917.3,seemed,cheap,NA,NQ
20,34,97,101,fill,1117.1,484.9,455.79999999999995,451.1,748.9,I took a boat trip on,the deepest,lake,"in China,",so I made some nice memories.,1,FILL,FILL,FILL,"I've just returned from a well-earned break in Beijing. I was really shocked. Allegedly,",3797.2000000000003,NA,NA,2257.6,1
20,34,98,34,exp,650.5999999999999,352.2,388.79999999999995,420.8,548.6999999999999,Every,excursion,in Los Angeles,"seemed unique,",so I had some deciding to do.,0,INT-NEM,NEM,INT,I was on a travel app researching unique excursions to enjoy in Bucharest and other cities.,3533.1,seemed,unique,NA,NQ
20,34,99,15,exp,576.6,392.79999999999995,412.7,413,627.1999999999999,Every,town,looked pretty,"in Peru,",so I knew just where to go.,0,EXT-EM,EM,EXT,I was watching a vlog for inspiration for pretty towns to explore in Peru and other countries.,4333.2,looked,pretty,NA,NQ
20,34,100,24,exp,474.2,399.6,350,412.8,572.6,Every,getaway,seemed romantic,"in Prague,",so I had some deciding to do.,0,EXT-NEM,NEM,EXT,I was checking out a guidebook to find suggestions for romantic getaways to enjoy in Amsterdam and other cities.,9500.6,seemed,romantic,NA,NQ
20,34,101,94,fill,400.8,1385.6,446,433.40000000000003,632.7,I paraglided over,the most beautiful,spot,"in Germany,",so it was a lovely time.,1,FILL,FILL,FILL,"I'm just back from a great holiday in Frankfurt. I'm really pleased! Apparently,",2350.7,NA,NA,2915.5,1
20,34,102,33,exp,466.3,376.40000000000003,400.3,399.4,696.2,Every,zoo,in Thailand,"looked responsible,",so there was plenty of choice.,0,INT-EM,EM,INT,I was watching a vlog for inspiration for responsible zoos to try out in Thailand and other countries.,4417.4,looked,responsible,NA,NQ
20,34,103,36,exp,951.2,405.1,383,395.8,620.6,Every,place,seemed awesome,"in Perth,",so I decided to go there.,0,EXT-NEM,NEM,EXT,I was checking out a guidebook to find suggestions for awesome places to visit in Los Angeles and other cities.,4730.6,seemed,awesome,NA,NQ
20,34,104,78,fill,746.5,450.40000000000003,403.7,435.7,698.6999999999999,I drank from,the most well-known,fountain,"in Bern,",so it was a lovely time.,0,FILL,FILL,FILL,"I got home yesterday from a lovely two-week stay in Switzerland. You won't believe it! Apparently,",5154.3,NA,NA,NA,NQ
20,34,105,110,fill,737.5,416.9,434.40000000000003,405.2,614.6,I got to see,the most romantic,sunsets,"in Colombia,",so it was a lovely time.,1,FILL,FILL,FILL,"I've just returned from a short vacation in Cartagena. I was really shocked. Apparently,",4787.200000000001,NA,NA,2596.8,1
20,34,106,81,fill,500.29999999999995,418.3,538.6999999999999,434.5,731.8,I visited,the most ancient,temple,"in Bangkok,",so it was a lovely time.,0,FILL,FILL,FILL,"I got home yesterday from a well-earned break in Thailand. You won't believe it! Allegedly,",3200.2999999999997,NA,NA,NA,NQ
20,34,107,42,exp,483.20000000000005,429.09999999999997,400.7,4820.2,407.3,Every,barge,in Cairo,"seemed spacious,",so I booked straightaway.,0,INT-NEM,NEM,INT,I was checking out a guidebook to find suggestions for spacious barges to stay at in Krakow and other cities.,3679.8,seemed,spacious,NA,NQ
20,34,108,30,exp,587.8,399.8,333.8,387.29999999999995,547.4,Every,square,in Madrid,"seemed busy,",so I knew just where to go.,0,INT-NEM,NEM,INT,I was checking out a guidebook to find suggestions for busy squares to explore in Florence and other cities.,18848.199999999997,seemed,busy,NA,NQ
20,34,109,89,fill,872.1999999999999,449.7,314.09999999999997,368.4,394.5,I had,the finest,seafood,"in Budapest,",so I really enjoyed it.,0,FILL,FILL,FILL,"I've just returned from a great holiday in Hungary. I was really shocked. Allegedly,",46.800000000000004,NA,NA,NA,NQ
20,34,110,91,fill,550.8,349.9,363.8,383.2,636.9,I got to try,the most delicious,spaghetti,"in the US,",so I made some nice memories.,1,FILL,FILL,FILL,"I'm just back from a well-earned break in Chicago. I'm really pleased! According to locals,",13347.6,NA,NA,1805.5,1
20,34,111,28,exp,519.9,501.8,500.6,473.3,810.6,Every,eatery,seemed funky,"in Florence,",so there was plenty of choice.,1,EXT-NEM,NEM,EXT,I was on a travel app researching funky eateries to try out in Warsaw and other cities.,14447.5,seemed,funky,2582.9,1
20,34,112,65,fill,762.5,622.7,503.2,519,613.3,I'd booked in at,the oldest,B&B,"in York,",so it was a lovely time.,0,FILL,FILL,FILL,"I've just returned from a short vacation in England. I was really shocked. Allegedly,",2983.2999999999997,NA,NA,NA,NQ
20,34,113,11,exp,482,427,365.70000000000005,381.6,451.2,Every,village,looked quaint,"in Slovenia,",so I decided to go there.,1,EXT-EM,EM,EXT,I was reading a blog to get some ideas for quaint vilages to visit in Slovenia and other countries.,5828.2,looked,quaint,2217.4,1
20,34,114,37,exp,632.3,429.4,392.1,468.4,545.4,Every,villa,in Egypt,"looked stunning,",so I booked straightaway.,0,INT-EM,EM,INT,I was flicking through a holiday brochure to find stunning villas to stay at in Egypt and other countries.,4147.8,looked,stunning,NA,NQ
20,34,115,105,fill,590.7,467.6,520.5,467.9,595.9,I went down,the fastest,waterslide,"in Sweden,",so I really enjoyed it.,1,FILL,FILL,FILL,"I got home yesterday from a short vacation in Gothenburg. You won't believe it! Allegedly,",3200.5,NA,NA,2447.4,1
20,34,116,58,exp,1666.3,445.90000000000003,352.1,399.8,1037.4,Every,bistro,in Tokyo,"seemed popular,",so there was plenty of choice.,0,INT-NEM,NEM,INT,I was on a travel app researching popular bistros to try out in Leeds and other cities.,5352,seemed,popular,NA,NQ
20,34,117,115,fill,503.6,436.40000000000003,333,361.70000000000005,266.7,I got to see,the biggest,Mosque minaret,"in Turkey,",so I really enjoyed it.,0,FILL,FILL,FILL,"I'm just back from a short vacation in Antalya. I'm really pleased! According to locals,",12567.5,NA,NA,NA,NQ
20,34,118,116,fill,669.6999999999999,443,346.5,302.3,335.5,I was lucky enough to try,the finest,wine,"in Portugal,",so I'm glad I went.,0,FILL,FILL,FILL,"I've just returned from a well-earned break in Madeira. I was really shocked. According to my friends,",3150.1,NA,NA,NA,NQ
20,34,119,46,exp,502.29999999999995,382.29999999999995,333.4,338.8,583,Every,theatre,in Istanbul,"seemed historic,",so I decided to go there.,0,INT-NEM,NEM,INT,I was on a travel app researching historic theatres to visit in Berlin and other cities.,17034.600000000002,seemed,historic,NA,NQ
20,34,120,45,exp,467.1,317.09999999999997,300.59999999999997,278.9,233.6,Every,lighthouse,in Mexico,"looked magnificent,",so I knew just where to go.,0,INT-EM,EM,INT,I was watching a vlog for inspiration for magnificent lighthouses to explore in Mexico and other countries.,2899.9,looked,magnificent,NA,NQ
29,35,1,42,exp,1021.5000000000001,582.9,706,857.1,936.1,Every,barge,seemed spacious,"in Krakow,",so I booked straightaway.,0,EXT-EM,EM,EXT,I was checking out a guidebook to find suggestions for spacious barges to stay at in Krakow and other cities.,2164.6,seemed,spacious,NA,NQ
29,35,2,111,fill,470.1,511.29999999999995,347.9,389.7,616,I got to experience,the most vibrant,nightlife,"in Thailand,",so I made some nice memories.,0,FILL,FILL,FILL,"I got home yesterday from a well-earned break in Phuket. You won't believe it! According to locals,",2271,NA,NA,NA,NQ
29,35,3,3,exp,1073.5,441.40000000000003,303.70000000000005,368.5,481.4,Every,restaurant,looked fancy,"in Scotland,",so there was plenty of choice.,0,EXT-NEM,NEM,EXT,I was watching a vlog for inspiration for fancy restaurants to try out in Italy and other countries.,1418.1999999999998,looked,fancy,NA,NQ
29,35,4,1,exp,766.8000000000001,316.3,295,404.3,419.8,Every,beach,in Italy,"looked beautiful,",so I decided to go there.,1,INT-NEM,NEM,INT,I was flicking through a holiday brochure to find beautiful beaches to visit in Spain and other countries.,1720.3,looked,beautiful,2127.3,1
29,35,5,83,fill,404.7,364.9,382.5,386.5,483.3,I rode,the biggest,rollercoaster,"in Malaga,",so I really enjoyed it.,1,FILL,FILL,FILL,"I've just returned from a lovely two-week stay in Spain. I was really shocked. According to locals,",3743.7,NA,NA,1494.2,1
29,35,6,53,exp,699.3000000000001,335.7,322.29999999999995,364.3,481.5,Every,rollercoaster,in Austria,"looked thrilling,",so there was plenty of choice.,1,INT-NEM,NEM,INT,I was reading a blog to get some ideas for thrilling rollercoasters to try out in Belgium and other countries.,4281.4,looked,thrilling,1530.2,1
29,35,7,80,fill,516.5,404.2,589.4000000000001,782.5999999999999,827.7,I got to enjoy,the tastiest,curry,"in Bogotá,",so I really enjoyed it.,0,FILL,FILL,FILL,"I've just returned from a short vacation in Colombia. I was really shocked. According to my friends,",4224.4000000000005,NA,NA,NA,NQ
29,35,8,73,fill,414.6,303.20000000000005,366.4,423.70000000000005,491.9,I got to experience,the heaviest,snow to ever fall,"in Moscow,",so I really enjoyed it.,0,FILL,FILL,FILL,"I'm just back from a lovely two-week stay in Russia. I'm really pleased! Allegedly,",1069.1,NA,NA,NA,NQ
29,35,9,30,exp,440.09999999999997,282.4,216.9,290.3,482,Every,square,seemed busy,"in Florence,",so I knew just where to go.,0,EXT-EM,EM,EXT,I was checking out a guidebook to find suggestions for busy squares to explore in Florence and other cities.,1327.3999999999999,seemed,busy,NA,NQ
29,35,10,99,fill,489.3,372.40000000000003,371.09999999999997,339,447.29999999999995,I got to look around,the most well-established,museum,"in Scotland,",so I really enjoyed it.,1,FILL,FILL,FILL,"I got home yesterday from a great holiday in Dundee. You won't believe it! According to locals,",2066.8,NA,NA,1649.8,1
29,35,11,103,fill,436.90000000000003,325.1,264.7,308.2,465,I bought,the most fashionable,jacket,"in Russia,",so it was a lovely time.,1,FILL,FILL,FILL,"I'm just back from a lovely two-week stay in St. Petersburg. I'm really pleased! According to locals,",1929.3,NA,NA,1380.9,1
29,35,12,57,exp,530.1,299.59999999999997,183.2,381.1,483.9,Every,farm,in Thailand,"looked eco-friendly,",so I booked straightaway.,0,INT-NEM,NEM,INT,I was watching a vlog for inspiration for eco-friendly farms to stay at in Greece and other countries.,1563.1999999999998,looked,eco-friendly,NA,NQ
29,35,13,25,exp,533.3,315.09999999999997,238.9,239.3,517.5999999999999,Every,river,in Poland,"looked soothing,",so I knew just where to go.,0,INT-NEM,NEM,INT,I was flicking through a holiday brochure to find soothing rivers to explore in Norway and other countries.,2434.2999999999997,looked,soothing,NA,NQ
29,35,14,55,exp,386.6,250.6,237.6,320.29999999999995,487.3,Every,forest,looked sprawling,"in Greece,",so I knew just where to go.,1,EXT-NEM,NEM,EXT,I was flicking through a holiday brochure to find sprawling forests to explore in Austria and other countries.,5964.5,looked,sprawling,1993.2,1
29,35,15,26,exp,474.3,222.89999999999998,209.3,229.7,364.3,Every,bar,seemed lively,"in Prague,",so I decided to go there.,0,EXT-EM,EM,EXT,I was on a website trying to find lively bars to visit in Prague and other cities.,2160.7,seemed,lively,NA,NQ
29,35,16,115,fill,347.5,198,181.5,166,423.59999999999997,I got to see,the biggest,Mosque minaret,"in Turkey,",so I really enjoyed it.,0,FILL,FILL,FILL,"I'm just back from a short vacation in Antalya. I'm really pleased! According to locals,",1681.8,NA,NA,NA,NQ
29,35,17,36,exp,324.40000000000003,331.1,214.10000000000002,181.9,384.7,Every,place,in Los Angeles,"seemed awesome,",so I decided to go there.,0,INT-EM,EM,INT,I was checking out a guidebook to find suggestions for awesome places to visit in Los Angeles and other cities.,1778.5,seemed,awesome,NA,NQ
29,35,18,29,exp,317.3,187.5,216.20000000000002,186.5,201.8,Every,shop,in Argentina,"looked trendy,",so I had some deciding to do.,0,INT-NEM,NEM,INT,I was reading a blog to get some ideas for trendy shops to enjoy in Hungary and other countries.,3679.1,looked,trendy,NA,NQ
29,35,19,95,fill,198.9,218,201.9,265,404.6,I went to,the very first,pub,"in England,",so I made some nice memories.,0,FILL,FILL,FILL,"I've just returned from a short vacation in Lancaster. I was really shocked. According to locals,",1528.4,NA,NA,NA,NQ
29,35,20,8,exp,353.7,223,184.10000000000002,178,437.3,Every,hotel,in Rome,"seemed luxurious,",so there was plenty of choice.,0,INT-EM,EM,INT,I was on a website trying to find luxurious hotels to try out in Rome and other cities.,1301.1999999999998,seemed,luxurious,NA,NQ
29,35,21,100,fill,417,383.79999999999995,206.9,187.79999999999998,513.5,I arrived during,the best,time for skiing,"in Finland,",so I'm glad I went.,0,FILL,FILL,FILL,"I'm just back from a short vacation in Lapland. I'm really pleased! According to my friends,",2978.2999999999997,NA,NA,NA,NQ
29,35,22,69,fill,471.4,197.8,156,166.2,204.5,I was able to take photos of,the rarest,bird,"in Aberdeen,",so I made some nice memories.,0,FILL,FILL,FILL,"I got home yesterday from a great holiday in Scotland. You won't believe it! Allegedly,",3695.8,NA,NA,NA,NQ
29,35,23,81,fill,199.2,204,200.2,169,196.3,I visited,the most ancient,temple,"in Bangkok,",so it was a lovely time.,0,FILL,FILL,FILL,"I got home yesterday from a well-earned break in Thailand. You won't believe it! Allegedly,",1099,NA,NA,NA,NQ
29,35,24,76,fill,516.5,184.4,171.3,164.8,216.1,I visited,the smallest,coffee shop,"in São Paulo,",so I really enjoyed it.,1,FILL,FILL,FILL,"I'm just back from a well-earned break in Brazil. I'm really pleased! According to my friends,",2890.6,NA,NA,1310.1000000000001,1
29,35,25,10,exp,219.5,218.20000000000002,221.89999999999998,231.1,383,Every,canal,seemed lovely,"in Gloucester,",so I knew just where to go.,0,EXT-EM,EM,EXT,I was on a travel app researching lovely canals to explore in Gloucester and other cities.,854.6,seemed,lovely,NA,NQ
29,35,26,68,fill,220.79999999999998,362.59999999999997,253.2,370.59999999999997,431.5,I rode,the fastest,train,"in Rotterdam,",so I'm glad I went.,0,FILL,FILL,FILL,"I've just returned from a lovely two-week stay in The Netherlands. I was really shocked. According to my friends,",4539.2,NA,NA,NA,NQ
29,35,27,41,exp,428.8,200.3,188.4,190.1,467.2,Every,waterfall,in Venezuela,"looked gorgeous,",so I decided to go there.,1,INT-NEM,NEM,INT,I was reading a blog to get some ideas for gorgeous waterfalls to visit in Slovakia and other countries.,1295.8,looked,gorgeous,2407.5,1
