Participant,Age,TrialN,StimID,StimType,C1.RT,C2.RT,C3.RT,C4.RT,SPILL.RT,CHUNK1,CHUNK2,CHUNK3,CHUNK4,SPILL,CompAcc,Condition,RestrictorType,RestrictorPosition,Context,ContextRT,LOOK_SEEM,Adj,CompRT,has_comp,C1.PRED,C2.PRED,C3.PRED,C4.PRED,SPILL.PRED,C1.PRED.LOG,C2.PRED.LOG,C3.PRED.LOG,C4.PRED.LOG,SPILL.PRED.LOG,C1.RT.LOG,C2.RT.LOG,C3.RT.LOG,C4.RT.LOG,SPILL.RT.LOG,C1.RT.RESID,C2.RT.RESID,C3.RT.RESID,C4.RT.RESID,SPILL.RT.RESID,C1.RT.LOG.RESID,C2.RT.LOG.RESID,C3.RT.LOG.RESID,C4.RT.LOG.RESID,SPILL.RT.LOG.RESID,PP.RT,PP.LOG,VP.RT,VP.LOG,PP.PRED,PP.PRED.LOG,VP.PRED,VP.PRED.LOG,PP.RESID,PP.RESID.LOG,VP.RESID,VP.RESID.LOG,SPILL.RESID,SPILL.RESID.LOG
51,30,3,9,exp,578.7,453.5,567.6,603.7,786.4,Every,view,looked breathtaking,"in Japan,",so I had some deciding to do.,0,EXT-SUB,SUB,EXT,I was watching a vlog for inspiration for breathtaking views to enjoy in Japan and other countries.,3229.9,looked,breathtaking,NA,NQ,509.49709738019686,345.02584913071746,466.08465262834295,469.25503859685114,648.06424736141,6.19806394667793,5.800520692101374,6.051177629881192,6.101714546137083,6.422265942145116,6.360784208579793,6.116995269555192,6.3414169452858875,6.403077385802381,6.667465568832957,69.20290261980318,108.47415086928254,101.51534737165707,134.4449614031489,138.33575263858995,0.16272026190186306,0.3164745774538176,0.29023931540469583,0.3013628396652974,0.24519962668784068,603.7,6.403077385802381,567.6,6.3414169452858875,469.25503859685114,6.101714546137083,466.08465262834295,6.051177629881192,134.4449614031489,0.3013628396652974,101.51534737165707,0.29023931540469583,138.33575263858995,0.24519962668784068
51,30,5,27,exp,525.5,404.9,536.9000000000001,551.6,747,Every,cabin,in Poland,"looked peaceful,",so I booked straightaway.,1,INT-SUB,SUB,INT,I was watching a vlog for inspiration for peaceful cabins to stay at in Poland and other countries.,3254.2,looked,peaceful,2388.1,1,509.49709738019686,345.02584913071746,466.08465262834295,469.25503859685114,524.0159842196954,6.19806394667793,5.800520692101374,6.051177629881192,6.101714546137083,6.253234658991408,6.264350190317006,6.003640123038116,6.2858118574285236,6.312823145919147,6.616065185132817,16.002902619803137,59.874150869282516,70.81534737165714,82.34496140314889,222.98401578030462,0.06628624363907587,0.20311943093674145,0.23463422754733188,0.21110859978206342,0.3628305261414093,536.9000000000001,6.2858118574285236,551.6,6.312823145919147,466.08465262834295,6.051177629881192,469.25503859685114,6.101714546137083,70.81534737165714,0.23463422754733188,82.34496140314889,0.21110859978206342,222.98401578030462,0.3628305261414093
51,30,9,57,exp,690.8,428.2000000000001,501.6,473.8,608.4000000000001,Every,farm,looked eco-friendly,"in Greece,",so I booked straightaway.,0,EXT-SUB,SUB,EXT,I was watching a vlog for inspiration for eco-friendly farms to stay at in Greece and other countries.,3804.7,looked,eco-friendly,NA,NQ,509.49709738019686,345.02584913071746,507.4340736755812,469.25503859685114,524.0159842196954,6.19806394667793,5.800520692101374,6.107521390932427,6.101714546137083,6.253234658991408,6.537850346272523,6.059590376155582,6.217802989318711,6.160785291724685,6.410832560385138,181.3029026198031,83.17415086928264,-5.83407367558118,4.544961403148875,84.38401578030471,0.3397863995945931,0.25906968405420816,0.11028159838628415,0.059070745587601614,0.1575979013937303,473.8,6.160785291724685,501.6,6.217802989318711,469.25503859685114,6.101714546137083,507.4340736755812,6.107521390932427,4.544961403148875,0.059070745587601614,-5.83407367558118,0.11028159838628415,84.38401578030471,0.1575979013937303
51,30,16,33,exp,788.6,402.2,495.1,501.2999999999999,860.9,Every,zoo,looked responsible,"in Thailand,",so there was plenty of choice.,0,EXT-SUB,SUB,EXT,I was watching a vlog for inspiration for responsible zoos to try out in Thailand and other countries.,4043.9,looked,responsible,NA,NQ,509.49709738019686,345.02584913071746,466.08465262834295,469.25503859685114,606.7148263141719,6.19806394667793,5.800520692101374,6.051177629881192,6.101714546137083,6.365922181093881,6.670259221443527,5.996949477338552,6.204759762367377,6.2172047242694575,6.757978353663909,279.10290261980316,57.17415086928253,29.01534737165707,32.04496140314876,254.1851736858281,0.4721952747655971,0.19642878523717755,0.15358213248618569,0.11549017813237406,0.39205617257002867,501.2999999999999,6.2172047242694575,495.1,6.204759762367377,469.25503859685114,6.101714546137083,466.08465262834295,6.051177629881192,32.04496140314876,0.11549017813237406,29.01534737165707,0.15358213248618569,254.1851736858281,0.39205617257002867
51,30,19,45,exp,470,335.9,488.9,434.1,407.2,Every,lighthouse,looked magnificent,"in Mexico,",so I knew just where to go.,0,EXT-SUB,SUB,EXT,I was watching a vlog for inspiration for magnificent lighthouses to explore in Mexico and other countries.,5513.0999999999995,looked,magnificent,NA,NQ,509.49709738019686,345.02584913071746,466.08465262834295,469.25503859685114,648.06424736141,6.19806394667793,5.800520692101374,6.051177629881192,6.101714546137083,6.422265942145116,6.152732694704104,5.816813496618247,6.1921579695846,6.073274922305548,6.009304465236313,-39.49709738019686,-9.125849130717484,22.815347371657026,-35.155038596851114,-240.86424736141004,-0.045331251973825815,0.01629280451687265,0.1409803397034084,-0.02843962383153542,-0.41296147690880325,434.1,6.073274922305548,488.9,6.1921579695846,469.25503859685114,6.101714546137083,466.08465262834295,6.051177629881192,-35.155038596851114,-0.02843962383153542,22.815347371657026,0.1409803397034084,-240.86424736141004,-0.41296147690880325
51,30,21,59,exp,553.2,328.2,351.3,387.7999999999999,411.4,Every,trek,in Thailand,"looked challenging,",so I had some deciding to do.,1,INT-SUB,SUB,INT,I was reading a blog to get some ideas for challenging treks to enjoy in Thailand and other countries.,3476.4,looked,challenging,1710,1,509.49709738019686,345.02584913071746,466.08465262834295,469.25503859685114,648.06424736141,6.19806394667793,5.800520692101374,6.051177629881192,6.101714546137083,6.422265942145116,6.3157195997906035,5.793623178655991,5.861640559271781,5.9604897428085515,6.019565977218857,43.70290261980318,-16.825849130717472,-114.78465262834294,-81.45503859685124,-236.66424736141005,0.11765565311267334,-0.006897513445383474,-0.18953707060941039,-0.14122480332853193,-0.40269996492625904,351.3,5.861640559271781,387.7999999999999,5.9604897428085515,466.08465262834295,6.051177629881192,469.25503859685114,6.101714546137083,-114.78465262834294,-0.18953707060941039,-81.45503859685124,-0.14122480332853193,-236.66424736141005,-0.40269996492625904
51,30,22,41,exp,635.1,388.6,422,394.4,444.4,Every,waterfall,looked gorgeous,"in Slovakia,",so I decided to go there.,1,EXT-SUB,SUB,EXT,I was reading a blog to get some ideas for gorgeous waterfalls to visit in Slovakia and other countries.,3657.9,looked,gorgeous,1843.9,1,509.49709738019686,345.02584913071746,466.08465262834295,469.25503859685114,606.7148263141719,6.19806394667793,5.800520692101374,6.051177629881192,6.101714546137083,6.365922181093881,6.45378246680893,5.96255053694334,6.045005314036012,5.97736562272848,6.096725057765475,125.60290261980316,43.57415086928256,-44.08465262834295,-74.85503859685116,-162.3148263141719,0.2557185201309995,0.1620298448419657,-0.006172315845179632,-0.12434892340860326,-0.2691971233284054,394.4,5.97736562272848,422,6.045005314036012,469.25503859685114,6.101714546137083,466.08465262834295,6.051177629881192,-74.85503859685116,-0.12434892340860326,-44.08465262834295,-0.006172315845179632,-162.3148263141719,-0.2691971233284054
51,30,23,42,exp,593.0999999999999,485.8,334.9,391.9,760.9,Every,barge,seemed spacious,"in Cairo,",so I booked straightaway.,0,EXT-OTH,OTH,EXT,I was checking out a guidebook to find suggestions for spacious barges to stay at in Krakow and other cities.,5100.1,seemed,spacious,NA,NQ,509.49709738019686,345.02584913071746,466.08465262834295,469.25503859685114,524.0159842196954,6.19806394667793,5.800520692101374,6.051177629881192,6.101714546137083,6.253234658991408,6.38536301884468,6.185797016568072,5.813831979800159,5.9710067052055855,6.634501943182477,83.60290261980305,140.77415086928255,-131.18465262834297,-77.35503859685116,236.8840157803046,0.18729907216675024,0.38527632446669813,-0.23734565008103292,-0.1307078409314979,0.38126728419106914,391.9,5.9710067052055855,334.9,5.813831979800159,469.25503859685114,6.101714546137083,466.08465262834295,6.051177629881192,-77.35503859685116,-0.1307078409314979,-131.18465262834297,-0.23734565008103292,236.8840157803046,0.38126728419106914
51,30,24,36,exp,467.7,300.8,300.5,788.8,929.4,Every,place,in Perth,"seemed awesome,",so I decided to go there.,0,INT-OTH,OTH,INT,I was checking out a guidebook to find suggestions for awesome places to visit in Los Angeles and other cities.,3065.1000000000004,seemed,awesome,NA,NQ,509.49709738019686,345.02584913071746,466.08465262834295,469.25503859685114,606.7148263141719,6.19806394667793,5.800520692101374,6.051177629881192,6.101714546137083,6.365922181093881,6.147827064731841,5.706445592075685,5.705447753975262,6.6705128032884256,6.834539216650878,-41.797097380196874,-44.22584913071745,-165.58465262834295,319.5449614031488,322.6851736858281,-0.05023688194608944,-0.0940751000256892,-0.3457298759059295,0.5687982571513421,0.4686170355569974,300.5,5.705447753975262,788.8,6.6705128032884256,466.08465262834295,6.051177629881192,469.25503859685114,6.101714546137083,-165.58465262834295,-0.3457298759059295,319.5449614031488,0.5687982571513421,322.6851736858281,0.4686170355569974
51,30,25,44,exp,452,283.8,556.2,590.8,1070.5,Every,sight,in Berlin,"seemed picture-perfect,",so I had some deciding to do.,0,INT-OTH,OTH,INT,I was on a website trying to find picture-perfect sights to enjoy in Cairo and other cities.,2791.3,seemed,picture-perfect,NA,NQ,509.49709738019686,345.02584913071746,466.08465262834295,510.6044596440894,648.06424736141,6.19806394667793,5.800520692101374,6.051177629881192,6.158058307188319,6.422265942145116,6.113682179832232,5.648269764725942,6.3211279417998645,6.381477550657225,6.975881108029737,-57.49709738019686,-61.22584913071745,90.1153473716571,80.19554035591057,422.43575263859,-0.08438176684569854,-0.152250927375432,0.2699503119186728,0.22341924346890618,0.5536151658846213,556.2,6.3211279417998645,590.8,6.381477550657225,466.08465262834295,6.051177629881192,510.6044596440894,6.158058307188319,90.1153473716571,0.2699503119186728,80.19554035591057,0.22341924346890618,422.43575263859,0.5536151658846213
51,30,26,11,exp,453.1,303.09999999999997,446.4,460.1,627.1999999999999,Every,village,in Slovenia,"looked quaint,",so I decided to go there.,1,INT-SUB,SUB,INT,I was reading a blog to get some ideas for quaint vilages to visit in Slovenia and other countries.,4724.700000000001,looked,quaint,2262.1000000000004,1,509.49709738019686,345.02584913071746,466.08465262834295,469.25503859685114,606.7148263141719,6.19806394667793,5.800520692101374,6.051177629881192,6.101714546137083,6.365922181093881,6.116112851673092,5.714062784063757,6.101215411067101,6.131443857161423,6.441265469036198,-56.39709738019684,-41.925849130717495,-19.684652628342974,-9.155038596851114,20.485173685828045,-0.08195109500483788,-0.08645790803761688,0.0500377811859094,0.02972931102433929,0.07534328794231726,446.4,6.101215411067101,460.1,6.131443857161423,466.08465262834295,6.051177629881192,469.25503859685114,6.101714546137083,-19.684652628342974,0.0500377811859094,-9.155038596851114,0.02972931102433929,20.485173685828045,0.07534328794231726
51,30,28,49,exp,1055.9,326.29999999999995,508.2999999999999,376.1,663.2,Every,fountain,looked impressive,"in Turkey,",so I had some deciding to do.,1,EXT-SUB,SUB,EXT,I was flicking through a holiday brochure to find impressive fountains to enjoy in Turkey and other countries.,2946.1,looked,impressive,2112.6,1,509.49709738019686,345.02584913071746,466.08465262834295,469.25503859685114,648.06424736141,6.19806394667793,5.800520692101374,6.051177629881192,6.101714546137083,6.422265942145116,6.962148762812469,5.787817203599275,6.231071824452856,5.929855065476291,6.497076603821085,546.4029026198032,-18.725849130717506,42.21534737165695,-93.15503859685111,15.13575263859002,0.764084816134539,-0.012703488502099347,0.17989419457166456,-0.17185948066079249,0.07481066167596939,376.1,5.929855065476291,508.2999999999999,6.231071824452856,469.25503859685114,6.101714546137083,466.08465262834295,6.051177629881192,-93.15503859685111,-0.17185948066079249,42.21534737165695,0.17989419457166456,15.13575263859002,0.07481066167596939
51,30,30,22,exp,567.9,384.2999999999999,456.2,646.2,1269.5,Every,cottage,seemed charming,"in Amsterdam,",so I booked straightaway.,1,EXT-OTH,OTH,EXT,I was on a travel app researching charming cottages to stay at in Durham and other cities.,2494.2000000000003,seemed,charming,2041.7999999999995,1,509.49709738019686,345.02584913071746,466.08465262834295,469.25503859685114,524.0159842196954,6.19806394667793,5.800520692101374,6.051177629881192,6.101714546137083,6.253234658991408,6.341945346883387,5.951423497570798,6.122931309850288,6.471109053390398,7.146378401144733,58.402902619803115,39.27415086928244,-9.884652628342963,176.9449614031489,745.4840157803046,0.1438814002054567,0.15090280546942392,0.07175367996909632,0.3693945072533147,0.8931437421533248,646.2,6.471109053390398,456.2,6.122931309850288,469.25503859685114,6.101714546137083,466.08465262834295,6.051177629881192,176.9449614031489,0.3693945072533147,-9.884652628342963,0.07175367996909632,745.4840157803046,0.8931437421533248
51,30,32,12,exp,471.5,341.2,523.8000000000001,373.7,411.9,Every,B&B,in Budapest,"seemed cheap,",so I booked straightaway.,0,INT-OTH,OTH,INT,I was checking out a guidebook to find suggestions for cheap B&Bs to stay at in Cardiff and other cities.,2899.1,seemed,cheap,NA,NQ,509.49709738019686,386.3752701779558,466.08465262834295,469.25503859685114,524.0159842196954,6.19806394667793,5.85686445315261,6.051177629881192,6.101714546137083,6.253234658991408,6.155919102073512,5.832468815617524,6.261109932073611,5.923453336491439,6.020780601442035,-37.99709738019686,-45.17527017795584,57.71534737165712,-95.55503859685115,-112.1159842196954,-0.04214484460441792,-0.024395637535086223,0.20993230219241976,-0.17826120964564485,-0.23245405754937298,523.8000000000001,6.261109932073611,373.7,5.923453336491439,466.08465262834295,6.051177629881192,469.25503859685114,6.101714546137083,57.71534737165712,0.20993230219241976,-95.55503859685115,-0.17826120964564485,-112.1159842196954,-0.23245405754937298
51,30,36,34,exp,712.0999999999999,269.7,267.29999999999995,688.1,395.9,Every,excursion,seemed unique,"in Los Angeles,",so I had some deciding to do.,0,EXT-OTH,OTH,EXT,I was on a travel app researching unique excursions to enjoy in Bucharest and other cities.,3323.7999999999997,seemed,unique,NA,NQ,509.49709738019686,345.02584913071746,466.08465262834295,510.6044596440894,648.06424736141,6.19806394667793,5.800520692101374,6.051177629881192,6.158058307188319,6.422265942145116,6.568218350988079,5.597310230145684,5.588371623144873,6.533934176208434,5.981161654112085,202.60290261980305,-75.32584913071747,-198.784652628343,177.49554035591063,-252.16424736141005,0.37015440431014923,-0.20321046195569004,-0.46280600673631866,0.37587586902011516,-0.44110428803303137,688.1,6.533934176208434,267.29999999999995,5.588371623144873,510.6044596440894,6.158058307188319,466.08465262834295,6.051177629881192,177.49554035591063,0.37587586902011516,-198.784652628343,-0.46280600673631866,-252.16424736141005,-0.44110428803303137
51,30,38,48,exp,521.4,387.5,406.7,524.4,486.5,Every,castle,in Sydney,"seemed well-maintained,",so there was plenty of choice.,0,INT-OTH,OTH,INT,I was checking out a guidebook to find suggestions for well-maintained castles to try out in Istanbul and other cities.,3949.4,seemed,well-maintained,NA,NQ,509.49709738019686,345.02584913071746,466.08465262834295,510.6044596440894,606.7148263141719,6.19806394667793,5.800520692101374,6.051177629881192,6.158058307188319,6.365922181093881,6.256517501499402,5.959715848793402,6.008075812913178,6.262254751889545,6.1872369016260595,11.902902619803115,42.47415086928254,-59.38465262834296,13.795540355910589,-120.21482631417189,0.05845355482147152,0.15919515669202777,-0.043101816968013296,0.10419644470122602,-0.1786852794678211,406.7,6.008075812913178,524.4,6.262254751889545,466.08465262834295,6.051177629881192,510.6044596440894,6.158058307188319,-59.38465262834296,-0.043101816968013296,13.795540355910589,0.10419644470122602,-120.21482631417189,-0.1786852794678211
51,30,39,5,exp,568.9,318.6,357.09999999999997,607.3,627.9,Every,market,looked exciting,"in Scotland,",so I knew just where to go.,0,EXT-SUB,SUB,EXT,I was reading a blog to get some ideas for exciting markets to explore in Scotland and other countries.,2889.8,looked,exciting,NA,NQ,509.49709738019686,345.02584913071746,466.08465262834295,469.25503859685114,648.06424736141,6.19806394667793,5.800520692101374,6.051177629881192,6.101714546137083,6.422265942145116,6.343704671756601,5.763936397475948,5.878015854600402,6.40902290290353,6.4423809181200635,59.402902619803115,-26.425849130717438,-108.98465262834299,138.04496140314882,-20.164247361410048,0.1456407250786711,-0.036584294625425784,-0.17316177528078924,0.3073083567664465,0.02011497597494749,607.3,6.40902290290353,357.09999999999997,5.878015854600402,469.25503859685114,6.101714546137083,466.08465262834295,6.051177629881192,138.04496140314882,0.3073083567664465,-108.98465262834299,-0.17316177528078924,-20.164247361410048,0.02011497597494749
51,30,42,38,exp,2964.3,344.9,405.4,935.4,513.5999999999999,Every,pub,seemed cosy,"in Zagreb,",so there was plenty of choice.,1,EXT-OTH,OTH,EXT,I was on a website trying to find cosy pubs to try out in Perth and other cities.,2995.8,seemed,cosy,1574.5,1,509.49709738019686,345.02584913071746,466.08465262834295,469.25503859685114,606.7148263141719,6.19806394667793,5.800520692101374,6.051177629881192,6.101714546137083,6.365922181093881,7.994396195869027,5.843254519942795,6.004874234017899,6.840974245291786,6.2414447523757515,2454.8029026198033,-0.1258491307174836,-60.684652628342974,466.14496140314884,-93.11482631417198,1.7963322491910967,0.042733827841421324,-0.04630339586329235,0.7392596991547027,-0.12447742871812917,935.4,6.840974245291786,405.4,6.004874234017899,469.25503859685114,6.101714546137083,466.08465262834295,6.051177629881192,466.14496140314884,0.7392596991547027,-60.684652628342974,-0.04630339586329235,-93.11482631417198,-0.12447742871812917
51,30,46,50,exp,451.2999999999999,250.6,256,473.3,495.8,Every,temple,seemed fantastic,"in Bangkok,",so I knew just where to go.,0,EXT-OTH,OTH,EXT,I was on a website trying to find fantastic temples to explore in Sydney and other cities.,3473.9,seemed,fantastic,NA,NQ,509.49709738019686,345.02584913071746,466.08465262834295,469.25503859685114,648.06424736141,6.19806394667793,5.800520692101374,6.051177629881192,6.101714546137083,6.422265942145116,6.112132306832955,5.523858042461968,5.545177444479562,6.159729436912202,6.20617261960109,-58.197097380196965,-94.42584913071747,-210.08465262834295,4.044961403148875,-152.26424736141,-0.08593163984497476,-0.27666264963940623,-0.5060001854016294,0.058014890775118566,-0.21609332254402602,473.3,6.159729436912202,256,5.545177444479562,469.25503859685114,6.101714546137083,466.08465262834295,6.051177629881192,4.044961403148875,0.058014890775118566,-210.08465262834295,-0.5060001854016294,-152.26424736141,-0.21609332254402602
51,30,47,24,exp,419.4,259.90000000000003,313.7,375.8,584.6,Every,getaway,in Prague,"seemed romantic,",so I had some deciding to do.,0,INT-OTH,OTH,INT,I was checking out a guidebook to find suggestions for romantic getaways to enjoy in Amsterdam and other cities.,2642.6,seemed,romantic,NA,NQ,509.49709738019686,345.02584913071746,466.08465262834295,469.25503859685114,648.06424736141,6.19806394667793,5.800520692101374,6.051177629881192,6.101714546137083,6.422265942145116,6.03882511846782,5.560296941647445,5.748437115196633,5.929057086979365,6.370927852677146,-90.09709738019689,-85.12584913071743,-152.38465262834296,-93.45503859685113,-63.46424736141,-0.15923882821011048,-0.24022375045392952,-0.302740514684559,-0.17265745915771813,-0.05133808946797025,313.7,5.748437115196633,375.8,5.929057086979365,466.08465262834295,6.051177629881192,469.25503859685114,6.101714546137083,-152.38465262834296,-0.302740514684559,-93.45503859685113,-0.17265745915771813,-63.46424736141,-0.05133808946797025
51,30,48,4,exp,869.1999999999999,335.6,333.6,334.6,508.6000000000001,Every,park,in Edinburgh,"seemed nice,",so I had some deciding to do.,1,INT-OTH,OTH,INT,I was on a travel app researching nice parks to enjoy in Newcastle and other cities.,2824.7,seemed,nice,2322.5,1,509.49709738019686,345.02584913071746,466.08465262834295,469.25503859685114,648.06424736141,6.19806394667793,5.800520692101374,6.051177629881192,6.101714546137083,6.422265942145116,6.767573248382274,5.815919974593051,5.809942670484592,5.812935788552724,6.23166185298802,359.70290261980307,-9.425849130717438,-132.48465262834293,-134.6550385968511,-139.46424736140995,0.5695093017043442,0.015399282491676658,-0.2412349593965999,-0.28877875758435945,-0.19060408915709637,333.6,5.809942670484592,334.6,5.812935788552724,466.08465262834295,6.051177629881192,469.25503859685114,6.101714546137083,-132.48465262834293,-0.2412349593965999,-134.6550385968511,-0.28877875758435945,-139.46424736140995,-0.19060408915709637
51,30,50,46,exp,595.5,242.2,301.8,495.1,545.6999999999999,Every,theatre,seemed historic,"in Istanbul,",so I decided to go there.,0,EXT-OTH,OTH,EXT,I was on a travel app researching historic theatres to visit in Berlin and other cities.,1659,seemed,historic,NA,NQ,509.49709738019686,345.02584913071746,466.08465262834295,469.25503859685114,606.7148263141719,6.19806394667793,5.800520692101374,6.051177629881192,6.101714546137083,6.365922181093881,6.3894013887953545,5.489763831118992,5.709764546333749,6.204759762367377,6.302069374192186,86.00290261980314,-102.82584913071747,-164.28465262834294,25.844961403148886,-61.014826314171955,0.19133744211742432,-0.31075686098238187,-0.34141308354744293,0.10304521623029395,-0.06385280690169459,495.1,6.204759762367377,301.8,5.709764546333749,469.25503859685114,6.101714546137083,466.08465262834295,6.051177629881192,25.844961403148886,0.10304521623029395,-164.28465262834294,-0.34141308354744293,-61.014826314171955,-0.06385280690169459
51,30,51,60,exp,404.9,376.7,318.5,307.7,322,Every,neighbourhood,in London,"seemed bustling,",so I knew just where to go.,1,INT-OTH,OTH,INT,I was checking out a guidebook to find suggestions for bustling neighbourhoods to explore in Tokyo and other cities.,2813.4,seemed,bustling,1741,1,509.49709738019686,345.02584913071746,466.08465262834295,469.25503859685114,648.06424736141,6.19806394667793,5.800520692101374,6.051177629881192,6.101714546137083,6.422265942145116,6.003640123038116,5.931449114697996,5.763622475012218,5.729125282327996,5.7745515455444085,-104.59709738019689,31.674150869282528,-147.58465262834295,-161.55503859685115,-326.06424736141,-0.19442382363981459,0.13092842259662163,-0.2875551548689739,-0.3725892638090871,-0.6477143966007075,318.5,5.763622475012218,307.7,5.729125282327996,466.08465262834295,6.051177629881192,469.25503859685114,6.101714546137083,-147.58465262834295,-0.2875551548689739,-161.55503859685115,-0.3725892638090871,-326.06424736141,-0.6477143966007075
51,30,52,10,exp,587.9,635.4,1306.3,2081,647.5999999999999,Every,canal,seemed lovely,"in Cardiff,",so I knew just where to go.,0,EXT-OTH,OTH,EXT,I was on a travel app researching lovely canals to explore in Gloucester and other cities.,2171.8,seemed,lovely,NA,NQ,509.49709738019686,345.02584913071746,466.08465262834295,469.25503859685114,648.06424736141,6.19806394667793,5.800520692101374,6.051177629881192,6.101714546137083,6.422265942145116,6.376556865408209,6.454254721835416,7.174953992492518,7.640603826393634,6.47327322180348,78.40290261980311,290.3741508692825,840.215347371657,1611.7449614031489,-0.46424736141011635,0.17849291873027884,0.6537340297340419,1.1237763626113262,1.5388892802565506,0.05100727965836427,2081,7.640603826393634,1306.3,7.174953992492518,469.25503859685114,6.101714546137083,466.08465262834295,6.051177629881192,1611.7449614031489,1.5388892802565506,840.215347371657,1.1237763626113262,-0.46424736141011635,0.05100727965836427
51,30,53,16,exp,510.49999999999994,309.59999999999997,321.40000000000003,470.9,443.1,Every,gallery,in Glasgow,"seemed high-end,",so I decided to go there.,1,INT-OTH,OTH,INT,I was on a travel app researching high-end galleries to visit in Venice and other cities.,2453,seemed,high-end,1122,1,509.49709738019686,345.02584913071746,466.08465262834295,510.6044596440894,606.7148263141719,6.19806394667793,5.800520692101374,6.051177629881192,6.158058307188319,6.365922181093881,6.23539063760472,5.735281141715572,5.772686453303412,6.154645757249509,6.093795478205444,1.0029026198030806,-35.425849130717495,-144.68465262834292,-39.70445964408941,-163.61482631417186,0.03732669092678975,-0.06523955038580187,-0.2784911765777798,-0.0034125499388100167,-0.27212670288843643,321.40000000000003,5.772686453303412,470.9,6.154645757249509,466.08465262834295,6.051177629881192,510.6044596440894,6.158058307188319,-144.68465262834292,-0.2784911765777798,-39.70445964408941,-0.0034125499388100167,-163.61482631417186,-0.27212670288843643
51,30,56,14,exp,710.0999999999999,255.5,292,410.1,526.5,Every,tour,seemed relaxing,"in Venice,",so I had some deciding to do.,1,EXT-OTH,OTH,EXT,I was on a website trying to find relaxing tours to enjoy in Budapest and other cities.,3211.2,seemed,relaxing,4190,1,509.49709738019686,345.02584913071746,466.08465262834295,469.25503859685114,648.06424736141,6.19806394667793,5.800520692101374,6.051177629881192,6.101714546137083,6.422265942145116,6.565405805188048,5.543222409643759,5.676753802268282,6.016401032398013,6.26625133157403,200.60290261980305,-89.52584913071746,-174.08465262834295,-59.155038596851114,-121.56424736141003,0.3673418585101178,-0.2572982824576151,-0.37442382761290993,-0.08531351373907015,-0.156014610571086,410.1,6.016401032398013,292,5.676753802268282,469.25503859685114,6.101714546137083,466.08465262834295,6.051177629881192,-59.155038596851114,-0.08531351373907015,-174.08465262834295,-0.37442382761290993,-121.56424736141003,-0.156014610571086
51,30,60,26,exp,446.2,355.1,305.3,452.2,335.7,Every,bar,seemed lively,"in Warsaw,",so I decided to go there.,0,EXT-OTH,OTH,EXT,I was on a website trying to find lively bars to visit in Prague and other cities.,3127.4,seemed,lively,NA,NQ,509.49709738019686,345.02584913071746,466.08465262834295,469.25503859685114,606.7148263141719,6.19806394667793,5.800520692101374,6.051177629881192,6.101714546137083,6.365922181093881,6.100767281998432,5.872399439949042,5.721294899740832,6.114124559843869,5.816217903985989,-63.297097380196874,10.074150869282562,-160.78465262834294,-17.055038596851148,-271.0148263141719,-0.09729666467949816,0.07187874784766812,-0.3298827301403593,0.01241001370678596,-0.5497042771078915,452.2,6.114124559843869,305.3,5.721294899740832,469.25503859685114,6.101714546137083,466.08465262834295,6.051177629881192,-17.055038596851148,0.01241001370678596,-160.78465262834294,-0.3298827301403593,-271.0148263141719,-0.5497042771078915
51,30,64,47,exp,535,251.6,289.1,363.1,485.7000000000001,Every,chalet,in Denmark,"looked pleasant,",so I booked straightaway.,1,INT-SUB,SUB,INT,I was reading a blog to get some ideas for pleasant chalets to stay at in Denmark and other countries.,2469.6,looked,pleasant,1224.2,1,509.49709738019686,345.02584913071746,466.08465262834295,469.25503859685114,524.0159842196954,6.19806394667793,5.800520692101374,6.051177629881192,6.101714546137083,6.253234658991408,6.282266746896006,5.527840524826286,5.666772649022301,5.89467827842029,6.1855911493516995,25.502902619803137,-93.42584913071747,-176.98465262834293,-106.15503859685111,-38.31598421969528,0.08420280021807613,-0.27268016727508826,-0.38440498085889097,-0.20703626771679318,-0.06764350963970855,289.1,5.666772649022301,363.1,5.89467827842029,466.08465262834295,6.051177629881192,469.25503859685114,6.101714546137083,-176.98465262834293,-0.38440498085889097,-106.15503859685111,-0.20703626771679318,-38.31598421969528,-0.06764350963970855
51,30,65,30,exp,642.4,292.3,277.1,473,552.1,Every,square,seemed busy,"in Madrid,",so I knew just where to go.,0,EXT-OTH,OTH,EXT,I was checking out a guidebook to find suggestions for busy squares to explore in Florence and other cities.,2670.6,seemed,busy,NA,NQ,509.49709738019686,345.02584913071746,466.08465262834295,469.25503859685114,648.06424736141,6.19806394667793,5.800520692101374,6.051177629881192,6.101714546137083,6.422265942145116,6.465211162632552,5.6777806721172,5.624378451868933,6.159095388491933,6.313729189289999,132.90290261980311,-52.72584913071745,-188.98465262834293,3.7449614031488636,-95.96424736141,0.26714721595462176,-0.12274001998417372,-0.4267991780122591,0.05738084235484919,-0.10853675285511688,473,6.159095388491933,277.1,5.624378451868933,469.25503859685114,6.101714546137083,466.08465262834295,6.051177629881192,3.7449614031488636,0.05738084235484919,-188.98465262834293,-0.4267991780122591,-95.96424736141,-0.10853675285511688
