Participant,Age,TrialN,StimID,C1.RT,C2.RT,C3.RT,C4.RT,SPILL.RT,CHUNK1,CHUNK2,CHUNK3,CHUNK4,SPILL,CompAcc,ExceptiveType,Context,ContextRT,LOOK_SEEM,Condition,ExceptivePosition,EXCEPTIVE,CompRT,has_comp,C1.LEN.PRED,C2.LEN.PRED,C3.LEN.PRED,C4.LEN.PRED,SPILL.LEN.PRED,C1.POS.PRED,C2.POS.PRED,C3.POS.PRED,C4.POS.PRED,SPILL.POS.PRED,C3.VP.PRED,C4.VP.PRED,InfoCount,C1.RT.LOG,C2.RT.LOG,C3.RT.LOG,C4.RT.LOG,SPILL.RT.LOG,EXC.RT,EXC.LOG,VP.RT,VP.LOG,EXC.LEN,EXC.POS,VP.PRED,VP.RESID
20,30,5,21,774.1,567.1,992.4,685.3000000000001,898.5999999999999,Every,building,except those in Switzerland,"looked unique,",so I didn't know what to do.,1,SUB,I was flicking through a holiday brochure to find unique buildings to visit in Switzerland and other countries.,3429.3999999999996,looked,PRE-SUB,PRE,except those in Switzerland,3729.7,1,665.996617440947,665.996617440947,768.2966943561353,700.0966430793432,870.5967712713234,1084.431666666669,629.153333333334,599.2350000000001,622.5250000000001,721.9983333333337,633.3580749549577,621.4451558558571,2,6.651701064210668,6.340535655019982,6.900126251817646,6.529856698591778,6.8008379966360595,992.4,6.900126251817646,685.3000000000001,6.529856698591778,768.2966943561353,599.2350000000001,621.4451558558571,63.85484414414293
20,30,7,40,570.5,466.6,933.6,1052.5,1366.4,Every,garden,seemed colourful,"except those in the blog,",so I needed to do more research.,0,MAX,I was reading a blog to get some ideas for colourful gardens to explore in Zagreb and other cities.,5695.9,seemed,PST-MAX,PST,except those in the blog,2448.7999999999997,1,665.996617440947,665.996617440947,700.0966430793432,802.3967199945313,870.5967712713234,1084.431666666669,629.153333333334,599.2350000000001,622.5250000000001,721.9983333333337,607.4418154954982,660.3195450450467,2,6.34651316930213,6.1454723595873295,6.839048080972346,6.958923565556536,7.219934823034306,1052.5,6.958923565556536,933.6,6.839048080972346,802.3967199945313,622.5250000000001,607.4418154954982,326.15818450450183
20,30,12,23,817.5,449.1,924.5,1234.4,1213.5,Every,cruise,except those in the vlog,"looked idyllic,",so I had some deciding to do.,1,MAX,I was watching a vlog for inspiration for idyllic cruises to try out in Finland and other countries.,9531,looked,PRE-MAX,PRE,except those in the vlog,2563.8999999999996,1,665.996617440947,665.996617440947,802.3967199945313,700.0966430793432,870.5967712713234,1084.431666666669,629.153333333334,599.2350000000001,622.5250000000001,721.9983333333337,646.3162046846877,621.4451558558571,3,6.706250902771409,6.107245580093692,6.829253050827179,7.118340301048951,7.101264025166656,924.5,6.829253050827179,1234.4,7.118340301048951,802.3967199945313,599.2350000000001,621.4451558558571,612.954844144143
20,30,18,44,858,382.7,1067.7,1266.2,1065.5,Every,sight,seemed picture-perfect,"except those on the app,",so I didn't know what to do.,1,MAX,I was on a travel app researching picture-perfect sights to enjoy in Cairo and other cities.,5996.7,seemed,PST-MAX,PST,except those on the app,2403.3,1,665.996617440947,665.996617440947,700.0966430793432,802.3967199945313,870.5967712713234,1084.431666666669,629.153333333334,599.2350000000001,622.5250000000001,721.9983333333337,607.4418154954982,660.3195450450467,1,6.754604099487962,5.947251392431657,6.973262081184257,7.143775568110026,6.971199451538672,1266.2,7.143775568110026,1067.7,6.973262081184257,802.3967199945313,622.5250000000001,607.4418154954982,460.25818450450186
20,30,20,17,934.3,760.1,1040.9,840.0999999999999,675.6,Every,guesthouse,except those in France,"looked old-fashioned,",so I needed to do more research.,1,SUB,I was on a website trying to find old-fashioned guesthouses to stay at in France and other countries.,4137.4000000000005,looked,PRE-SUB,PRE,except those in France,2367.7999999999997,1,665.996617440947,665.996617440947,768.2966943561353,700.0966430793432,870.5967712713234,1084.431666666669,629.153333333334,599.2350000000001,622.5250000000001,721.9983333333337,633.3580749549577,621.4451558558571,1,6.83979758579891,6.633450003571995,6.947841002521423,6.733520932370801,6.5156011849336455,1040.9,6.947841002521423,840.0999999999999,6.733520932370801,768.2966943561353,599.2350000000001,621.4451558558571,218.65484414414277
20,30,22,59,733.7,392.2999999999999,1149,882.3,1052.1,Every,trek,except those on the app,"looked challenging,",so I had some deciding to do.,1,MAX,I was on a travel app researching challenging treks to enjoy in Indonesia and other countries.,4311.5,looked,PRE-MAX,PRE,except those on the app,2055.8,1,665.996617440947,665.996617440947,802.3967199945313,700.0966430793432,870.5967712713234,1084.431666666669,629.153333333334,599.2350000000001,622.5250000000001,721.9983333333337,646.3162046846877,621.4451558558571,2,6.598100225719949,5.972026853215507,7.046647277848756,6.782532134228059,6.958543445814242,1149,7.046647277848756,882.3,6.782532134228059,802.3967199945313,599.2350000000001,621.4451558558571,260.8548441441428
20,30,23,31,786.2,462.9,897.3,642.4,1045.3,Every,bridge,except those in the brochure,"looked amazing,",so I didn't know what to do.,0,MAX,I was flicking through a holiday brochure to find amazing bridges to visit in Argentina and other countries.,4664.799999999999,looked,PRE-MAX,PRE,except those in the brochure,2298,1,665.996617440947,665.996617440947,802.3967199945313,700.0966430793432,870.5967712713234,1084.431666666669,629.153333333334,599.2350000000001,622.5250000000001,721.9983333333337,646.3162046846877,621.4451558558571,3,6.66721121298776,6.137511048037225,6.799390254304012,6.465211162632552,6.952059204538662,897.3,6.799390254304012,642.4,6.465211162632552,802.3967199945313,599.2350000000001,621.4451558558571,20.95484414414284
20,30,24,45,486.2000000000001,565.6,781.1,1483.7,1090,Every,lighthouse,except those in Mexico,"looked magnificent,",so I needed to do more research.,1,SUB,I was reading a blog to get some ideas for magnificent lighthouses to explore in Mexico and other countries.,6858.2,looked,PRE-SUB,PRE,except those in Mexico,2515.4,1,665.996617440947,665.996617440947,768.2966943561353,700.0966430793432,870.5967712713234,1084.431666666669,629.153333333334,599.2350000000001,622.5250000000001,721.9983333333337,633.3580749549577,621.4451558558571,3,6.1866200618820235,6.337887114582363,6.660703182616252,7.302294246956748,6.993932975223189,781.1,6.660703182616252,1483.7,7.302294246956748,768.2966943561353,599.2350000000001,621.4451558558571,862.2548441441429
20,30,25,35,617.1,843.0999999999999,1159.4,860.7,704,Every,palace,except those in the blog,"looked opulent,",so I needed to do more research.,1,MAX,I was reading a blog to get some ideas for opulent palaces to explore in Sweden and other countries.,4545.8,looked,PRE-MAX,PRE,except those in the blog,2297.4,1,665.996617440947,665.996617440947,802.3967199945313,700.0966430793432,870.5967712713234,1084.431666666669,629.153333333334,599.2350000000001,622.5250000000001,721.9983333333337,646.3162046846877,621.4451558558571,4,6.425031085327022,6.73708557492863,7.055657908905633,6.757746011655429,6.556778356158042,1159.4,7.055657908905633,860.7,6.757746011655429,802.3967199945313,599.2350000000001,621.4451558558571,239.2548441441429
20,30,26,58,771.5,424.2000000000001,679.6,825.0999999999999,942.4,Every,bistro,seemed popular,"except those in Leeds,",so I needed to do more research.,1,SUB,I was watching a vlog for inspiration for popular bistros to try out in Leeds and other cities.,6255.8,seemed,PST-SUB,PST,except those in Leeds,3173.8,1,665.996617440947,665.996617440947,700.0966430793432,768.2966943561353,870.5967712713234,1084.431666666669,629.153333333334,599.2350000000001,622.5250000000001,721.9983333333337,607.4418154954982,647.3614153153167,4,6.648336671803215,6.050205042130583,6.521504389797777,6.715504591110298,6.848429812897322,825.0999999999999,6.715504591110298,679.6,6.521504389797777,768.2966943561353,622.5250000000001,607.4418154954982,72.15818450450183
20,30,32,41,598,501.9,831.3000000000001,762.5,920.6,Every,waterfall,except those in Slovakia,"looked gorgeous,",so I had some deciding to do.,1,SUB,I was flicking through a holiday brochure to find gorgeous waterfalls to visit in Slovakia and other countries.,5700.4000000000005,looked,PRE-SUB,PRE,except those in Slovakia,2515.2000000000003,1,665.996617440947,665.996617440947,768.2966943561353,700.0966430793432,870.5967712713234,1084.431666666669,629.153333333334,599.2350000000001,622.5250000000001,721.9983333333337,633.3580749549577,621.4451558558571,4,6.393590753950631,6.218400896660888,6.722990740537043,6.636602508481567,6.8250256313831414,831.3000000000001,6.722990740537043,762.5,6.636602508481567,768.2966943561353,599.2350000000001,621.4451558558571,141.05484414414286
20,30,33,48,1046.7,414.7,994.1,785,869.5,Every,castle,seemed well-maintained,"except those in the vlog,",so I needed to do more research.,1,MAX,I was watching a vlog for inspiration for well-maintained castles to try out in Istanbul and other cities.,4384.299999999999,seemed,PST-MAX,PST,except those in the vlog,1857.5,1,665.996617440947,665.996617440947,700.0966430793432,802.3967199945313,870.5967712713234,1084.431666666669,629.153333333334,599.2350000000001,622.5250000000001,721.9983333333337,607.4418154954982,660.3195450450467,5,6.953397636860839,6.027555367252336,6.9018378052181,6.665683717782408,6.767918333794338,785,6.665683717782408,994.1,6.9018378052181,802.3967199945313,622.5250000000001,607.4418154954982,386.65818450450183
20,30,35,19,983.1,415.2,752.8000000000001,807.4,771.5,Every,hike,except those on the app,"looked scenic,",so I needed to do more research.,1,MAX,I was on a travel app researching scenic hikes to enjoy in China and other countries.,3784.6,looked,PRE-MAX,PRE,except those on the app,2524.2,1,665.996617440947,665.996617440947,802.3967199945313,700.0966430793432,870.5967712713234,1084.431666666669,629.153333333334,599.2350000000001,622.5250000000001,721.9983333333337,646.3162046846877,621.4451558558571,3,6.890710844372879,6.028760331851679,6.6237995882711695,6.693819208418841,6.648336671803215,752.8000000000001,6.6237995882711695,807.4,6.693819208418841,802.3967199945313,599.2350000000001,621.4451558558571,185.95484414414284
20,30,37,13,622.5,467.5,798.1,915.8,721.4000000000001,Every,campsite,except those in Germany,"looked picturesque,",so I didn't know what to do.,1,SUB,I was watching a vlog for inspiration for picturesque campsites to try out in Germany and other countries.,4202.4,looked,PRE-SUB,PRE,except those in Germany,2677.6,1,665.996617440947,665.996617440947,768.2966943561353,700.0966430793432,870.5967712713234,1084.431666666669,629.153333333334,599.2350000000001,622.5250000000001,721.9983333333337,633.3580749549577,621.4451558558571,6,6.4337436283388625,6.147399348728742,6.682233902881963,6.819798000222995,6.581193768469439,798.1,6.682233902881963,915.8,6.819798000222995,768.2966943561353,599.2350000000001,621.4451558558571,294.3548441441428
20,30,38,29,769.8000000000001,394.4,576.0999999999999,670.3,1162.9,Every,shop,except those in Hungary,"looked trendy,",so I didn't know what to do.,1,SUB,I was on a travel app researching trendy shops to enjoy in Hungary and other countries.,2802.5,looked,PRE-SUB,PRE,except those in Hungary,2232.9,1,665.996617440947,665.996617440947,768.2966943561353,700.0966430793432,870.5967712713234,1084.431666666669,629.153333333334,599.2350000000001,622.5250000000001,721.9983333333337,633.3580749549577,621.4451558558571,4,6.646130740849646,5.97736562272848,6.356281256738337,6.507725373363912,7.058672164298998,576.0999999999999,6.356281256738337,670.3,6.507725373363912,768.2966943561353,599.2350000000001,621.4451558558571,48.85484414414282
20,30,40,51,458.7,448.4,718.9,724.9,1244.6999999999998,Every,brewery,except those in the brochure,"looked exclusive,",so I had some deciding to do.,1,MAX,I was flicking through a holiday brochure to find exclusive breweries to visit in Canada and other countries.,5285.5999999999995,looked,PRE-MAX,PRE,except those in the brochure,1632.6,1,665.996617440947,665.996617440947,802.3967199945313,700.0966430793432,870.5967712713234,1084.431666666669,629.153333333334,599.2350000000001,622.5250000000001,721.9983333333337,646.3162046846877,621.4451558558571,5,6.128396401603126,6.105685691198005,6.577722265989826,6.586033714306832,7.126649816006932,718.9,6.577722265989826,724.9,6.586033714306832,802.3967199945313,599.2350000000001,621.4451558558571,103.45484414414284
20,30,42,20,624.7,365.4,916.6,1323.6,898.3,Every,church,seemed ornate,"except those in the blog,",so I had some deciding to do.,1,MAX,I was reading a blog to get some ideas for ornate churches to explore in Belfast and other cities.,3409.6000000000004,seemed,PST-MAX,PST,except those in the blog,2084.9,1,665.996617440947,665.996617440947,700.0966430793432,802.3967199945313,870.5967712713234,1084.431666666669,629.153333333334,599.2350000000001,622.5250000000001,721.9983333333337,607.4418154954982,660.3195450450467,5,6.437271534499525,5.900992643943907,6.8206711720750235,7.188110576047457,6.800504088235161,1323.6,7.188110576047457,916.6,6.8206711720750235,802.3967199945313,622.5250000000001,607.4418154954982,309.15818450450183
20,30,43,42,648,431.9,676.6999999999999,934.4,974.1,Every,barge,seemed spacious,"except those in Krakow,",so I didn't know what to do.,1,SUB,I was on a website trying to find spacious barges to stay at in Krakow and other cities.,3563.5,seemed,PST-SUB,PST,except those in Krakow,1630.3000000000002,1,665.996617440947,665.996617440947,700.0966430793432,768.2966943561353,870.5967712713234,1084.431666666669,629.153333333334,599.2350000000001,622.5250000000001,721.9983333333337,607.4418154954982,647.3614153153167,2,6.473890696352274,6.068194079966656,6.5172280432381795,6.839904612073963,6.88151396777691,934.4,6.839904612073963,676.6999999999999,6.5172280432381795,768.2966943561353,622.5250000000001,607.4418154954982,69.25818450450174
20,30,48,56,673.5,460.8,791.4,1043.9,1134.6,Every,statue,seemed famous,"except those in the brochure,",so I had some deciding to do.,1,MAX,I was flicking through a holiday brochure to find famous statues to visit in New York and other cities.,3737.8,seemed,PST-MAX,PST,except those in the brochure,1968.7,1,665.996617440947,665.996617440947,700.0966430793432,802.3967199945313,870.5967712713234,1084.431666666669,629.153333333334,599.2350000000001,622.5250000000001,721.9983333333337,607.4418154954982,660.3195450450467,6,6.512487995850418,6.132964109381682,6.673803528951324,6.950718978414253,7.034035444892467,1043.9,6.950718978414253,791.4,6.673803528951324,802.3967199945313,622.5250000000001,607.4418154954982,183.9581845045018
20,30,51,46,3614,436.9,728.7,640.4,982.6,Every,theatre,seemed historic,"except those in Berlin,",so I had some deciding to do.,1,SUB,I was flicking through a holiday brochure to find historic theatres to visit in Berlin and other cities.,4939,seemed,PST-SUB,PST,except those in Berlin,1546.7,1,665.996617440947,665.996617440947,700.0966430793432,768.2966943561353,870.5967712713234,1084.431666666669,629.153333333334,599.2350000000001,622.5250000000001,721.9983333333337,607.4418154954982,647.3614153153167,7,8.192570471152173,6.07970433595739,6.591262124676237,6.462092981122559,6.890202119734548,640.4,6.462092981122559,728.7,6.591262124676237,768.2966943561353,622.5250000000001,607.4418154954982,121.25818450450186
20,30,54,33,588.6,381.2999999999999,275,1038.5,1007.6,Every,zoo,except those in Thailand,"looked responsible,",so I had some deciding to do.,1,SUB,I was watching a vlog for inspiration for responsible zoos to try out in Thailand and other countries.,4970.799999999999,looked,PRE-SUB,PRE,except those in Thailand,3235.1,1,665.996617440947,665.996617440947,768.2966943561353,700.0966430793432,870.5967712713234,1084.431666666669,629.153333333334,599.2350000000001,622.5250000000001,721.9983333333337,633.3580749549577,621.4451558558571,7,6.377746835799372,5.943586466863517,5.616771097666572,6.945532643316167,6.9153265444784555,275,5.616771097666572,1038.5,6.945532643316167,768.2966943561353,599.2350000000001,621.4451558558571,417.05484414414286
20,30,56,30,547.1,433.7,693.6,1079.3,591.7,Every,square,seemed busy,"except those in Florence,",so I needed to do more research.,1,SUB,I was reading a blog to get some ideas for busy squares to explore in Florence and other cities.,4844.5,seemed,PST-SUB,PST,except those in Florence,1887.5,1,665.996617440947,665.996617440947,700.0966430793432,768.2966943561353,870.5967712713234,1084.431666666669,629.153333333334,599.2350000000001,622.5250000000001,721.9983333333337,607.4418154954982,647.3614153153167,6,6.30463160106978,6.07235305084132,6.541895425466332,6.9840679618313,6.382999749682648,1079.3,6.9840679618313,693.6,6.541895425466332,768.2966943561353,622.5250000000001,607.4418154954982,86.15818450450183
20,30,58,4,819.4,345.1,526.5999999999999,969.6,599.3000000000001,Every,park,seemed nice,"except those on the app,",so I needed to do more research.,1,MAX,I was on a travel app researching nice parks to enjoy in Newcastle and other cities.,17990.4,seemed,PST-MAX,PST,except those on the app,1566.8,1,665.996617440947,665.996617440947,700.0966430793432,802.3967199945313,870.5967712713234,1084.431666666669,629.153333333334,599.2350000000001,622.5250000000001,721.9983333333337,607.4418154954982,660.3195450450467,5,6.70857236511277,5.843834230103957,6.266441247062209,6.87688361531505,6.39576230746414,969.6,6.87688361531505,526.5999999999999,6.266441247062209,802.3967199945313,622.5250000000001,607.4418154954982,-80.84181549549828
20,30,60,18,624,349.8,470,727.9,720.0999999999999,Every,café,seemed cute,"except those in Glasgow,",so I had some deciding to do.,1,SUB,I was watching a vlog for inspiration for cute cafés to try out in Glasgow and other cities.,6503.5999999999995,seemed,PST-SUB,PST,except those in Glasgow,1996.5,1,665.996617440947,665.996617440947,700.0966430793432,768.2966943561353,870.5967712713234,1084.431666666669,629.153333333334,599.2350000000001,622.5250000000001,721.9983333333337,607.4418154954982,647.3614153153167,8,6.436150368369428,5.857361562584502,6.152732694704104,6.590163676124212,6.579390091254821,727.9,6.590163676124212,470,6.152732694704104,768.2966943561353,622.5250000000001,607.4418154954982,-137.4418154954982
20,30,62,32,468.3,456.2,564.6999999999999,1234.1,915.7,Every,apartment,seemed wonderful,"except those on the website,",so I needed to do more research.,1,MAX,I was on a website trying to find wonderful apartments to stay at in Madrid and other cities.,3440.5,seemed,PST-MAX,PST,except those on the website,2125.9,1,665.996617440947,665.996617440947,700.0966430793432,802.3967199945313,870.5967712713234,1084.431666666669,629.153333333334,599.2350000000001,622.5250000000001,721.9983333333337,607.4418154954982,660.3195450450467,3,6.149109116189496,6.122931309850288,6.336294616678791,7.1180972384591374,6.819688800113687,1234.1,7.1180972384591374,564.6999999999999,6.336294616678791,802.3967199945313,622.5250000000001,607.4418154954982,-42.74181549549826
20,30,63,11,700.0999999999999,415.7,1000.5,709.3000000000001,845.7,Every,village,except those in the brochure,"looked quaint,",so I didn't know what to do.,1,MAX,I was flicking through a holiday brochure to find quaint vilages to visit in Slovenia and other countries.,6020.1,looked,PRE-MAX,PRE,except those in the brochure,1771.1,1,665.996617440947,665.996617440947,802.3967199945313,700.0966430793432,870.5967712713234,1084.431666666669,629.153333333334,599.2350000000001,622.5250000000001,721.9983333333337,646.3162046846877,621.4451558558571,8,6.5512231819831515,6.029963846258592,6.908255154023788,6.564278568208041,6.740164686788177,1000.5,6.908255154023788,709.3000000000001,6.564278568208041,802.3967199945313,599.2350000000001,621.4451558558571,87.85484414414293
20,30,64,28,625.1,387.6,522.3,667.9000000000001,789.3,Every,eatery,seemed funky,"except those in the vlog,",so I had some deciding to do.,1,MAX,I was watching a vlog for inspiration for funky eateries to try out in Warsaw and other cities.,3768.2,seemed,PST-MAX,PST,except those in the vlog,1805.4,1,665.996617440947,665.996617440947,700.0966430793432,802.3967199945313,870.5967712713234,1084.431666666669,629.153333333334,599.2350000000001,622.5250000000001,721.9983333333337,607.4418154954982,660.3195450450467,9,6.437911636937767,5.959973880016611,6.258242135442253,6.50413846173159,6.671146476714357,667.9000000000001,6.50413846173159,522.3,6.258242135442253,802.3967199945313,622.5250000000001,607.4418154954982,-85.14181549549824
20,30,65,27,438.7,442.8,439.4,716.4000000000001,603.6,Every,cabin,except those on the website,"looked peaceful,",so I needed to do more research.,1,MAX,I was on a website trying to find peaceful cabins to stay at in Poland and other countries.,3440.9,looked,PRE-MAX,PRE,except those on the website,2235.1,1,665.996617440947,665.996617440947,802.3967199945313,700.0966430793432,870.5967712713234,1084.431666666669,629.153333333334,599.2350000000001,622.5250000000001,721.9983333333337,646.3162046846877,621.4451558558571,4,6.083815808172168,6.093118200834482,6.08541015995051,6.574238670186557,6.402911726893694,439.4,6.08541015995051,716.4000000000001,6.574238670186557,802.3967199945313,599.2350000000001,621.4451558558571,94.95484414414295
20,30,66,24,515.7,403.3,552.8,792.2,718.0999999999999,Every,getaway,seemed romantic,"except those on the app,",so I didn't know what to do.,1,MAX,I was on a travel app researching romantic getaways to enjoy in Amsterdam and other cities.,3060.7000000000003,seemed,PST-MAX,PST,except those on the app,1615.2,1,665.996617440947,665.996617440947,700.0966430793432,802.3967199945313,870.5967712713234,1084.431666666669,629.153333333334,599.2350000000001,622.5250000000001,721.9983333333337,607.4418154954982,660.3195450450467,6,6.245525201056913,5.999680701879322,6.31499627245346,6.674813885187817,6.5766088351162715,792.2,6.674813885187817,552.8,6.31499627245346,802.3967199945313,622.5250000000001,607.4418154954982,-54.641815495498236
20,30,67,14,483,330.90000000000003,156.20000000000002,364,554.4,Every,tour,seemed relaxing,"except those in Budapest,",so I needed to do more research.,1,SUB,I was on a travel app researching relaxing tours to enjoy in Budapest and other cities.,2885.6000000000004,seemed,PST-SUB,PST,except those in Budapest,3524.9,1,665.996617440947,665.996617440947,700.0966430793432,768.2966943561353,870.5967712713234,1084.431666666669,629.153333333334,599.2350000000001,622.5250000000001,721.9983333333337,607.4418154954982,647.3614153153167,7,6.180016653652572,5.801816214927567,5.051137237405586,5.8971538676367405,6.3178864478756935,364,5.8971538676367405,156.20000000000002,5.051137237405586,768.2966943561353,622.5250000000001,607.4418154954982,-451.24181549549814
20,30,68,52,500.6,337.1,124.3,428,552.5,Every,lodge,seemed inexpensive,"except those on the website,",so I didn't know what to do.,1,MAX,I was on a website trying to find inexpensive lodges to stay at in Bangkok and other cities.,4439.0999999999995,seemed,PST-MAX,PST,except those on the website,2226.7000000000003,1,665.996617440947,665.996617440947,700.0966430793432,802.3967199945313,870.5967712713234,1084.431666666669,629.153333333334,599.2350000000001,622.5250000000001,721.9983333333337,607.4418154954982,660.3195450450467,5,6.215807378997674,5.820379622240015,4.822697998516666,6.059123195581797,6.314453433391908,428,6.059123195581797,124.3,4.822697998516666,802.3967199945313,622.5250000000001,607.4418154954982,-483.1418154954982
20,30,70,54,424.5,318.6,151.60000000000002,255.2,731.8,Every,walk,seemed easy,"except those in Barcelona,",so I had some deciding to do.,1,SUB,I was on a travel app researching easy walks to enjoy in Barcelona and other cities.,2922.5,seemed,PST-SUB,PST,except those in Barcelona,1422.1,1,665.996617440947,665.996617440947,700.0966430793432,768.2966943561353,870.5967712713234,1084.431666666669,629.153333333334,599.2350000000001,622.5250000000001,721.9983333333337,607.4418154954982,647.3614153153167,8,6.050912005751402,5.763936397475948,5.021245473208271,5.542047551470635,6.595507252585106,255.2,5.542047551470635,151.60000000000002,5.021245473208271,768.2966943561353,622.5250000000001,607.4418154954982,-455.84181549549817
20,30,73,8,386.5,209.1,167.5,359.70000000000005,454.9,Every,hotel,seemed luxurious,"except those in the vlog,",so I didn't know what to do.,1,MAX,I was watching a vlog for inspiration for luxurious hotels to try out in Rome and other cities.,3929.7,seemed,PST-MAX,PST,except those in the vlog,2404.6,1,665.996617440947,665.996617440947,700.0966430793432,802.3967199945313,870.5967712713234,1084.431666666669,629.153333333334,599.2350000000001,622.5250000000001,721.9983333333337,607.4418154954982,660.3195450450467,10,5.957131868027477,5.342812606434588,5.120983351265121,5.885270350701578,6.120077614575958,359.70000000000005,5.885270350701578,167.5,5.120983351265121,802.3967199945313,622.5250000000001,607.4418154954982,-439.9418154954982
20,30,74,25,215.3,153.9,226,344.4,423.5,Every,river,except those in Norway,"looked soothing,",so I had some deciding to do.,0,SUB,I was reading a blog to get some ideas for soothing rivers to explore in Norway and other countries.,3646.7,looked,PRE-SUB,PRE,except those in Norway,2383.6,1,665.996617440947,665.996617440947,768.2966943561353,700.0966430793432,870.5967712713234,1084.431666666669,629.153333333334,599.2350000000001,622.5250000000001,721.9983333333337,633.3580749549577,621.4451558558571,7,5.372032404370318,5.0363030408448335,5.420534999272286,5.841803772553575,6.048553514092109,226,5.420534999272286,344.4,5.841803772553575,768.2966943561353,599.2350000000001,621.4451558558571,-277.04515585585716
20,30,75,49,167.3,134.20000000000002,150.79999999999998,192,518.7,Every,fountain,except those in Turkey,"looked impressive,",so I didn't know what to do.,1,SUB,I was on a travel app researching impressive fountains to enjoy in Turkey and other countries.,2770.1,looked,PRE-SUB,PRE,except those in Turkey,1985.9,1,665.996617440947,665.996617440947,768.2966943561353,700.0966430793432,870.5967712713234,1084.431666666669,629.153333333334,599.2350000000001,622.5250000000001,721.9983333333337,633.3580749549577,621.4451558558571,9,5.119788607992779,4.8993312245375815,5.015954455573856,5.2574953720277815,6.251325681357355,150.79999999999998,5.015954455573856,192,5.2574953720277815,768.2966943561353,599.2350000000001,621.4451558558571,-429.44515585585714
20,30,76,15,169.7,146,154.79999999999998,122.4,451.2,Every,town,except those in the blog,"looked pretty,",so I had some deciding to do.,1,MAX,I was reading a blog to get some ideas for pretty towns to explore in Peru and other countries.,2932.4,looked,PRE-MAX,PRE,except those in the blog,2105.5,1,665.996617440947,665.996617440947,802.3967199945313,700.0966430793432,870.5967712713234,1084.431666666669,629.153333333334,599.2350000000001,622.5250000000001,721.9983333333337,646.3162046846877,621.4451558558571,8,5.134032172240181,4.983606621708336,5.042133961155627,4.807294370078226,6.1119107001838495,154.79999999999998,5.042133961155627,122.4,4.807294370078226,802.3967199945313,599.2350000000001,621.4451558558571,-499.04515585585716
20,30,79,9,203.4,154.6,202.3,314.09999999999997,433.3,Every,view,except those in Japan,"looked breathtaking,",so I needed to do more research.,1,SUB,I was on a travel app researching breathtaking views to enjoy in Japan and other countries.,2778.7000000000003,looked,PRE-SUB,PRE,except those in Japan,1648.4,1,665.996617440947,665.996617440947,768.2966943561353,700.0966430793432,870.5967712713234,1084.431666666669,629.153333333334,599.2350000000001,622.5250000000001,721.9983333333337,633.3580749549577,621.4451558558571,10,5.315174483614459,5.040841136153322,5.3097517441737,5.749711406544601,6.071430328745864,202.3,5.3097517441737,314.09999999999997,5.749711406544601,768.2966943561353,599.2350000000001,621.4451558558571,-307.3451558558572
20,30,81,47,400.7,297.09999999999997,123.2,164.8,580.9,Every,chalet,except those on the website,"looked pleasant,",so I didn't know what to do.,1,MAX,I was on a website trying to find pleasant chalets to stay at in Denmark and other countries.,7170.8,looked,PRE-MAX,PRE,except those on the website,1998,1,665.996617440947,665.996617440947,802.3967199945313,700.0966430793432,870.5967712713234,1084.431666666669,629.153333333334,599.2350000000001,622.5250000000001,721.9983333333337,646.3162046846877,621.4451558558571,6,5.993213017642099,5.694068782468562,4.81380905109942,5.1047326174753715,6.364578624998487,123.2,4.81380905109942,164.8,5.1047326174753715,802.3967199945313,599.2350000000001,621.4451558558571,-456.6451558558571
20,30,85,60,342.4,297.8,153.5,114.3,413.4,Every,neighbourhood,seemed bustling,"except those in the blog,",so I didn't know what to do.,1,MAX,I was reading a blog to get some ideas for bustling neighbourhoods to explore in Tokyo and other cities.,3599.6,seemed,PST-MAX,PST,except those in the blog,1498.9,1,665.996617440947,665.996617440947,700.0966430793432,802.3967199945313,870.5967712713234,1084.431666666669,629.153333333334,599.2350000000001,622.5250000000001,721.9983333333337,607.4418154954982,660.3195450450467,9,5.835979644267587,5.696422120249909,5.033700567027251,4.738826570800765,6.024415647247668,114.3,4.738826570800765,153.5,5.033700567027251,802.3967199945313,622.5250000000001,607.4418154954982,-453.9418154954982
20,30,86,36,266.79999999999995,131.70000000000002,135.6,138.8,456.6,Every,place,seemed awesome,"except those in the brochure,",so I had some deciding to do.,1,MAX,I was flicking through a holiday brochure to find awesome places to visit in Los Angeles and other cities.,3609.9,seemed,PST-MAX,PST,except those in the brochure,1422.6,1,665.996617440947,665.996617440947,700.0966430793432,802.3967199945313,870.5967712713234,1084.431666666669,629.153333333334,599.2350000000001,622.5250000000001,721.9983333333337,607.4418154954982,660.3195450450467,9,5.586499314041468,4.880526608749236,4.909709375506295,4.933034048072704,6.123807734095696,138.8,4.933034048072704,135.6,4.909709375506295,802.3967199945313,622.5250000000001,607.4418154954982,-471.84181549549817
