Participant,Age,TrialN,StimID,StimType,C1.RT,C2.RT,C3.RT,C4.RT,SPILL.RT,CHUNK1,CHUNK2,CHUNK3,CHUNK4,SPILL,CompAcc,ExceptiveType,MAXRestrType,MAXRestr,MENRestrType,MENRestr,Context,ContextRT,LOOK_SEEM,Condition,ExceptivePosition,EXCEPTIVE,CompRT,has_comp
17,29,73,50,exp,497,234.7,424,469.8,569.6999999999999,Every,temple,except those in Sydney,"seemed fantastic,",so I needed to do more research.,1,MEN,blog,in the blog,city,in Sydney,I was reading a blog to get some ideas for fantastic temples to explore in Sydney and other cities.,5066.4,seemed,PRE-MEN,PRE,except those in Sydney,2349.9,1
17,29,74,17,exp,501.90000000000003,200.3,385.29999999999995,424.4,696.6,Every,guesthouse,looked old-fashioned,"except those on the website,",so I needed to do more research.,1,MAX,website,on the website,country,in France,I was on a website trying to find old-fashioned guesthouses to stay at in France and other countries.,2522.5,looked,PST-MAX,PST,except those on the website,1687.1000000000001,1
17,29,75,35,exp,419.5,221.8,351.1,634,533.4,Every,palace,looked opulent,"except those in Sweden,",so I needed to do more research.,1,MEN,blog,in the blog,country,in Sweden,I was reading a blog to get some ideas for opulent palaces to explore in Sweden and other countries.,2844.3999999999996,looked,PST-MEN,PST,except those in Sweden,1333.5,1
17,29,76,48,exp,637.5999999999999,170.2,436.40000000000003,363.3,452.79999999999995,Every,castle,except those in the vlog,"seemed well-maintained,",so I needed to do more research.,1,MAX,vlog,in the vlog,city,in Istanbul,I was watching a vlog for inspiration for well-maintained castles to try out in Istanbul and other cities.,3034.1,seemed,PRE-MAX,PRE,except those in the vlog,1819.9,1
17,29,77,68,fill,417.9,211,401.9,417.8,523.1,I rode,the fastest,train,"in Rotterdam,",so I'm glad I went.,1,FILL,city,in The Netherlands,country,in Rotterdam,"I've just returned from a lovely two-week stay in The Netherlands. I was really shocked. According to my friends,",2674.6,NA,FILL,FILL,FILL,1401,1
17,29,78,104,fill,266.90000000000003,453.7,384.40000000000003,394.8,588.5,I got a room at,the fanciest,boutique hotel,"in Australia,",so I made some nice memories.,1,FILL,country,in Perth,city,in Australia,"I've just returned from a great holiday in Perth. I was really shocked. According to my friends,",2167.5,NA,FILL,FILL,FILL,1634.7,1
17,29,79,112,fill,503.6,234.4,238.4,372.59999999999997,459.4,I ate,the best,sushi,"in Japan,",so I really enjoyed it.,1,FILL,country,in Kyoto,city,in Japan,"I'm just back from a week-long trip in Kyoto. I'm really pleased! According to my friends,",2844.1,NA,FILL,FILL,FILL,1337.6,1
17,29,80,47,exp,368.9,234.4,220.1,349.8,372.40000000000003,Every,chalet,looked pleasant,"except those in Denmark,",so I didn't know what to do.,1,MEN,website,on the website,country,in Denmark,I was on a website trying to find pleasant chalets to stay at in Denmark and other countries.,2663.6000000000004,looked,PST-MEN,PST,except those in Denmark,1730.3,1
17,29,81,90,fill,538.8,406.1,342.8,450.90000000000003,553.1,I ate,the nicest,cheese,"in Johannesburgh,",so it was a lovely time.,1,FILL,city,in South Africa,country,in Johannesburgh,"I got home yesterday from a short vacation in South Africa. You won't believe it! Apparently,",2310.9,NA,FILL,FILL,FILL,1354.1000000000001,1
17,29,82,73,fill,586.8,217.20000000000002,1034.5,483.20000000000005,462.5,I got to experience,the heaviest,snow to ever fall,"in Moscow,",so I really enjoyed it.,1,FILL,city,in Russia,country,in Moscow,"I'm just back from a lovely two-week stay in Russia. I'm really pleased! Allegedly,",2020.3999999999999,NA,FILL,FILL,FILL,1402.1999999999998,1
17,29,83,111,fill,841.9,133.5,987.7,485.20000000000005,516.4,I got to experience,the most vibrant,nightlife,"in Thailand,",so I made some nice memories.,1,FILL,country,in Phuket,city,in Thailand,"I got home yesterday from a well-earned break in Phuket. You won't believe it! According to locals,",2794.1,NA,FILL,FILL,FILL,1727.9,1
17,29,84,21,exp,445.79999999999995,185.70000000000002,423.09999999999997,537,469.3,Every,building,looked unique,"except those in the brochure,",so I didn't know what to do.,1,MAX,brochure,in the brochure,country,in Switzerland,I was flicking through a holiday brochure to find unique buildings to visit in Switzerland and other countries.,3879.7999999999997,looked,PST-MAX,PST,except those in the brochure,1410.8,1
17,29,85,12,exp,495.3,173.4,832.0999999999999,486.59999999999997,720.1999999999999,Every,B&B,except those on the website,"seemed cheap,",so I needed to do more research.,1,MAX,website,on the website,city,in Cardiff,I was on a website trying to find cheap B&Bs to stay at in Cardiff and other cities.,2592.7,seemed,PRE-MAX,PRE,except those on the website,1852.6000000000001,1
17,29,86,91,fill,434.90000000000003,200.5,369.59999999999997,279.8,716.3000000000001,I got to try,the most delicious,spaghetti,"in the US,",so I made some nice memories.,1,FILL,country,in Chicago,city,in the US,"I'm just back from a well-earned break in Chicago. I'm really pleased! According to locals,",3740.3,NA,FILL,FILL,FILL,1498,1
17,29,87,18,exp,436.8,179.79999999999998,433.8,288.7,459.4,Every,café,except those in Glasgow,"seemed cute,",so I had some deciding to do.,1,MEN,vlog,in the vlog,city,in Glasgow,I was watching a vlog for inspiration for cute cafés to try out in Glasgow and other cities.,2666.1000000000004,seemed,PRE-MEN,PRE,except those in Glasgow,1288.1,1
17,29,88,62,fill,254.80000000000004,326,218,286.8,334.9,I experienced,the hottest,day on record,"in Bordeaux,",so it was a lovely time.,1,FILL,city,in France,country,in Bordeaux,"I've just returned from a week-long trip in France. I was really shocked. Apparently,",1294.3,NA,FILL,FILL,FILL,1317.3,1
17,29,89,108,fill,204.4,569.6999999999999,436.59999999999997,417.1,303.9,I ordered,the most alcoholic,cocktail,"in Switzerland,",so I really enjoyed it.,1,FILL,country,in Zürich,city,in Switzerland,"I got home yesterday from a lovely two-week stay in Zürich. You won't believe it! According to my friends,",2017.3999999999999,NA,FILL,FILL,FILL,1547.1,1
17,29,90,115,fill,751,571.8,238.5,956.4,461.6,I got to see,the biggest,Mosque minaret,"in Turkey,",so I really enjoyed it.,1,FILL,country,in Antalya,city,in Turkey,"I'm just back from a short vacation in Antalya. I'm really pleased! According to locals,",2188.8999999999996,NA,FILL,FILL,FILL,1295.9,1
17,29,91,27,exp,221.29999999999998,350.7,202.3,336.7,320.6,Every,cabin,looked peaceful,"except those in Poland,",so I needed to do more research.,1,MEN,website,on the website,country,in Poland,I was on a website trying to find peaceful cabins to stay at in Poland and other countries.,1970,looked,PST-MEN,PST,except those in Poland,1286.1,1
17,29,92,120,fill,574.4,266.5,1016.9999999999999,268.8,516.5999999999999,I took,the most indirect,train journey,"in South Africa,",so I made some nice memories.,1,FILL,country,in Cape Town,city,in South Africa,"I got home yesterday from a short vacation in Cape Town. You won't believe it! According to my friends,",2734.9,NA,FILL,FILL,FILL,1501.5,1
17,29,93,85,fill,1760.1,428,520.3,709,861.1,I went up,the newest,skyscraper,"in Istanbul,",so I made some nice memories.,1,FILL,city,in Turkey,country,in Istanbul,"I'm just back from a short vacation in Turkey. I'm really pleased! Allegedly,",1783.7,NA,FILL,FILL,FILL,1816.6,1
17,29,94,82,fill,535.3,166.6,367.20000000000005,268.1,617.8000000000001,I swam in,the largest,swimming pool,"in Tokyo,",so I made some nice memories.,1,FILL,city,in Japan,country,in Tokyo,"I'm just back from a week-long trip in Japan. I'm really pleased! Apparently,",5594.9,NA,FILL,FILL,FILL,2407.3,1
17,29,95,76,fill,500.09999999999997,249.9,285,271.6,370,I visited,the smallest,coffee shop,"in São Paulo,",so I really enjoyed it.,1,FILL,city,in Brazil,country,in São Paulo,"I'm just back from a well-earned break in Brazil. I'm really pleased! According to my friends,",2270.4,NA,FILL,FILL,FILL,1254.6,1
17,29,96,114,fill,500.49999999999994,238.6,235.6,202.8,307.8,I bought food from,the oldest,market,"in Morocco,",so I made some nice memories.,1,FILL,country,in Rabat,city,in Morocco,"I got home yesterday from a great holiday in Rabat. You won't believe it! Apparently,",1820.5,NA,FILL,FILL,FILL,1428,1
17,29,97,49,exp,180.2,329.2,200.7,351,508.2,Every,fountain,looked impressive,"except those on the app,",so I didn't know what to do.,1,MAX,app,on the app,country,in Turkey,I was on a travel app researching impressive fountains to enjoy in Turkey and other countries.,1767.7,looked,PST-MAX,PST,except those on the app,1182.5,1
17,29,98,97,fill,228.7,301.09999999999997,216.5,233.8,278.7,I visited,the most historical,monument,"in Austria,",so it was a lovely time.,1,FILL,country,in Salzburg,city,in Austria,"I'm just back from a week-long trip in Salzburg. I'm really pleased! Allegedly,",1508.5,NA,FILL,FILL,FILL,1500.5,1
17,29,99,118,fill,249.70000000000002,783.5999999999999,168.7,451,487.70000000000005,I walked along,the straightest,canal path,"in Wales,",so I really enjoyed it.,1,FILL,country,in Bangor,city,in Wales,"I'm just back from a lovely two-week stay in Bangor. I'm really pleased! Apparently,",1433.7,NA,FILL,FILL,FILL,1180.1,1
17,29,100,13,exp,469.8,218,209.1,833.3000000000001,433.5,Every,campsite,looked picturesque,"except those in the vlog,",so I didn't know what to do.,1,MAX,vlog,in the vlog,country,in Germany,I was watching a vlog for inspiration for picturesque campsites to try out in Germany and other countries.,2735.9,looked,PST-MAX,PST,except those in the vlog,2532.7000000000003,1
17,29,101,20,exp,192.6,274.3,266.2,450.7,300,Every,church,except those in the blog,"seemed ornate,",so I had some deciding to do.,1,MAX,blog,in the blog,city,in Belfast,I was reading a blog to get some ideas for ornate churches to explore in Belfast and other cities.,4117.4,seemed,PRE-MAX,PRE,except those in the blog,1550.8,1
17,29,102,3,exp,219.70000000000002,384.79999999999995,234.3,249.20000000000002,837.7,Every,restaurant,looked fancy,"except those in Italy,",so I didn't know what to do.,1,MEN,vlog,in the vlog,country,in Italy,I was watching a vlog for inspiration for fancy restaurants to try out in Italy and other countries.,2300.3,looked,PST-MEN,PST,except those in Italy,1045.3,1
17,29,103,28,exp,553.3000000000001,223.1,204.9,328.7,633.3,Every,eatery,except those in the vlog,"seemed funky,",so I had some deciding to do.,1,MAX,vlog,in the vlog,city,in Warsaw,I was watching a vlog for inspiration for funky eateries to try out in Warsaw and other cities.,3476.2,seemed,PRE-MAX,PRE,except those in the vlog,1526.4,1
17,29,104,72,fill,539.3,250.8,369.8,485.8,682.6999999999999,I tried,the spiciest,noodles you can find,"in Vancouver,",so I made some nice memories.,1,FILL,city,in Canada,country,in Vancouver,"I got home yesterday from a week-long trip in Canada. You won't believe it! According to my friends,",2536.4,NA,FILL,FILL,FILL,1573,1
17,29,105,59,exp,471.4,221.29999999999998,499.8,237.4,485.4,Every,trek,looked challenging,"except those in Indonesia,",so I had some deciding to do.,1,MEN,app,on the app,country,in Indonesia,I was on a travel app researching challenging treks to enjoy in Indonesia and other countries.,2335.6,looked,PST-MEN,PST,except those in Indonesia,1426.1999999999998,1
17,29,106,6,exp,483.9,201.5,327.2,520.5,951.0999999999999,Every,monument,except those in Edinburgh,"seemed interesting,",so I didn't know what to do.,1,MEN,brochure,in the brochure,city,in Edinburgh,I was flicking through a holiday brochure to find interesting monuments to visit in Edinburgh and other cities.,3223.1,seemed,PRE-MEN,PRE,except those in Edinburgh,1317,1
17,29,107,24,exp,567.3000000000001,605.1,243.7,334.4,350.3,Every,getaway,except those on the app,"seemed romantic,",so I didn't know what to do.,1,MAX,app,on the app,city,in Amsterdam,I was on a travel app researching romantic getaways to enjoy in Amsterdam and other cities.,2236.1,seemed,PRE-MAX,PRE,except those on the app,1263.9,1
17,29,108,119,fill,404.6,220.6,320.40000000000003,435.09999999999997,507.70000000000005,I got to enjoy,the most remote,hot spring,"in Hungary,",so it was a lovely time.,1,FILL,country,in Debrecen,city,in Hungary,"I've just returned from a great holiday in Debrecen. I was really shocked. According to locals,",1993.6000000000001,NA,FILL,FILL,FILL,1340.2,1
17,29,109,64,fill,467.7,221.70000000000002,500.49999999999994,419.59999999999997,457.1,I stayed at,the most luxurious,hotel,"in Berlin,",so I really enjoyed it.,1,FILL,city,in Germany,country,in Berlin,"I'm just back from a great holiday in Germany. I'm really pleased! According to my friends,",2769,NA,FILL,FILL,FILL,1667.3,1
17,29,110,19,exp,474.3,234.2,355.6,336,465.4,Every,hike,looked scenic,"except those in China,",so I needed to do more research.,1,MEN,app,on the app,country,in China,I was on a travel app researching scenic hikes to enjoy in China and other countries.,2300.7,looked,PST-MEN,PST,except those in China,2619.8,1
17,29,111,25,exp,193.70000000000002,467.6,187.4,296.59999999999997,376.90000000000003,Every,river,looked soothing,"except those in the blog,",so I had some deciding to do.,1,MAX,blog,in the blog,country,in Norway,I was reading a blog to get some ideas for soothing rivers to explore in Norway and other countries.,3218.7000000000003,looked,PST-MAX,PST,except those in the blog,1094,1
17,29,112,7,exp,371.90000000000003,267.90000000000003,211.5,212.5,468.2,Every,museum,looked cool,"except those in Portugal,",so I had some deciding to do.,1,MEN,website,on the website,country,in Portugal,I was on a website trying to find cool museums to visit in Portugal and other countries.,2065.7999999999997,looked,PST-MEN,PST,except those in Portugal,1334.3,1
17,29,113,80,fill,218.29999999999998,318.5,185.29999999999998,334.3,384.40000000000003,I got to enjoy,the tastiest,curry,"in Bogotá,",so I really enjoyed it.,1,FILL,city,in Colombia,country,in Bogotá,"I've just returned from a short vacation in Colombia. I was really shocked. According to my friends,",1485.3,NA,FILL,FILL,FILL,1253.2,1
17,29,114,30,exp,519.5999999999999,151.2,269.9,335.1,384,Every,square,except those in Florence,"seemed busy,",so I needed to do more research.,1,MEN,blog,in the blog,city,in Florence,I was reading a blog to get some ideas for busy squares to explore in Florence and other cities.,3161.1,seemed,PRE-MEN,PRE,except those in Florence,1631.6999999999998,1
17,29,115,94,fill,686.8,312.8,424.9,383.7,389.90000000000003,I paraglided over,the most beautiful,spot,"in Germany,",so it was a lovely time.,1,FILL,country,in Frankfurt,city,in Germany,"I'm just back from a great holiday in Frankfurt. I'm really pleased! Apparently,",1885.3999999999999,NA,FILL,FILL,FILL,1652.3000000000002,1
17,29,116,56,exp,433.09999999999997,196.39999999999998,362.5,678.3000000000001,194.39999999999998,Every,statue,except those in the brochure,"seemed famous,",so I had some deciding to do.,1,MAX,brochure,in the brochure,city,in New York,I was flicking through a holiday brochure to find famous statues to visit in New York and other cities.,2612.1,seemed,PRE-MAX,PRE,except those in the brochure,1507.7,1
17,29,117,36,exp,455.29999999999995,286.5,320.5,463.1,418.3,Every,place,except those in the brochure,"seemed awesome,",so I had some deciding to do.,1,MAX,brochure,in the brochure,city,in Los Angeles,I was flicking through a holiday brochure to find awesome places to visit in Los Angeles and other cities.,5125.6,seemed,PRE-MAX,PRE,except those in the brochure,1296.8999999999999,1
